cif_filename,formula,space_group,n_atoms,n_Co,n_Bi
Co3_Bi2_m3_n2_z1_sg047_trial000_3d06c6eeea.cif,Co3Bi2,47,5,3,2
Co3_Bi2_m3_n2_z1_sg081_trial000_fed2e239e2.cif,Co3Bi2,81,5,3,2
Co3_Bi2_m3_n2_z1_sg083_trial000_839de2ddac.cif,Co3Bi2,83,5,3,2
Co3_Bi2_m3_n2_z1_sg089_trial000_bafdbfeb79.cif,Co3Bi2,89,5,3,2
Co3_Bi2_m3_n2_z1_sg111_trial000_67712a94eb.cif,Co3Bi2,111,5,3,2
Co3_Bi2_m3_n2_z1_sg147_trial000_07c2c7d984.cif,Co3Bi2,147,5,3,2
Co3_Bi2_m3_n2_z1_sg162_trial000_fa82d72c39.cif,Co3Bi2,162,5,3,2
Co3_Bi2_m3_n2_z1_sg156_trial000_58754a0f01.cif,Co3Bi2,156,5,3,2
Co3_Bi2_m3_n2_z1_sg168_trial000_128c82b036.cif,Co3Bi2,168,5,3,2
Co3_Bi2_m3_n2_z1_sg175_trial000_f2eca55398.cif,Co3Bi2,175,5,3,2
Co3_Bi2_m3_n2_z1_sg149_trial000_e2445231f5.cif,Co3Bi2,149,5,3,2
Co3_Bi2_m3_n2_z1_sg177_trial000_856d332f17.cif,Co3Bi2,177,5,3,2
Co3_Bi2_m3_n2_z1_sg191_trial000_4cf8e62633.cif,Co3Bi2,191,5,3,2
Co3_Bi2_m3_n2_z1_sg195_trial000_1b12207ce2.cif,Co3Bi2,195,5,3,2
Co3_Bi2_m3_n2_z1_sg189_trial000_14caa740bf.cif,Co3Bi2,189,5,3,2
Co3_Bi2_m3_n2_z1_sg215_trial000_bcc0f825e1.cif,Co3Bi2,215,5,3,2
Co3_Bi2_m3_n2_z1_sg207_trial000_9f2639b88e.cif,Co3Bi2,207,5,3,2
Co3_Bi2_m3_n2_z1_sg200_trial000_3a055dc52c.cif,Co3Bi2,200,5,3,2
Co6_Bi4_m3_n2_z2_sg005_trial000_fe84d97714.cif,Co6Bi4,5,10,6,4
Co3_Bi2_m3_n2_z1_sg221_trial000_7918087f8c.cif,Co3Bi2,221,5,3,2
Co6_Bi4_m3_n2_z2_sg007_trial000_10a7c23386.cif,Co6Bi4,7,10,6,4
Co6_Bi4_m3_n2_z2_sg012_trial000_e224b13874.cif,Co6Bi4,12,10,6,4
Co6_Bi4_m3_n2_z2_sg006_trial000_f39d52d5fa.cif,Co6Bi4,6,10,6,4
Co6_Bi4_m3_n2_z2_sg008_trial000_f04be8f242.cif,Co6Bi4,8,10,6,4
Co6_Bi4_m3_n2_z2_sg013_trial000_0fcb3030ed.cif,Co6Bi4,13,10,6,4
Co6_Bi4_m3_n2_z2_sg018_trial000_cbd00f12c9.cif,Co6Bi4,18,10,6,4
Co6_Bi4_m3_n2_z2_sg014_trial000_8c8f3742f5.cif,Co6Bi4,14,10,6,4
Co6_Bi4_m3_n2_z2_sg027_trial000_d8d214e7f9.cif,Co6Bi4,27,10,6,4
Co6_Bi4_m3_n2_z2_sg025_trial000_c1c06edeb8.cif,Co6Bi4,25,10,6,4
Co6_Bi4_m3_n2_z2_sg032_trial000_b4bbb4a0a3.cif,Co6Bi4,32,10,6,4
Co6_Bi4_m3_n2_z2_sg031_trial000_aaefee0569.cif,Co6Bi4,31,10,6,4
Co6_Bi4_m3_n2_z2_sg028_trial000_769ef9a663.cif,Co6Bi4,28,10,6,4
Co6_Bi4_m3_n2_z2_sg035_trial000_72754bf709.cif,Co6Bi4,35,10,6,4
Co6_Bi4_m3_n2_z2_sg034_trial000_fc6b5be762.cif,Co6Bi4,34,10,6,4
Co6_Bi4_m3_n2_z2_sg048_trial000_2da1076b45.cif,Co6Bi4,48,10,6,4
Co6_Bi4_m3_n2_z2_sg049_trial000_b7f94d82be.cif,Co6Bi4,49,10,6,4
Co6_Bi4_m3_n2_z2_sg053_trial000_ca51a04b46.cif,Co6Bi4,53,10,6,4
Co6_Bi4_m3_n2_z2_sg055_trial000_f9146c2adf.cif,Co6Bi4,55,10,6,4
Co6_Bi4_m3_n2_z2_sg065_trial000_0ba5a55efa.cif,Co6Bi4,65,10,6,4
Co6_Bi4_m3_n2_z2_sg047_trial000_d46022325c.cif,Co6Bi4,47,10,6,4
Co6_Bi4_m3_n2_z2_sg077_trial000_2dc68e7bdd.cif,Co6Bi4,77,10,6,4
Co6_Bi4_m3_n2_z2_sg084_trial000_6ec5f7e1fa.cif,Co6Bi4,84,10,6,4
Co6_Bi4_m3_n2_z2_sg086_trial000_4a0a35092d.cif,Co6Bi4,86,10,6,4
Co6_Bi4_m3_n2_z2_sg081_trial000_76e0702bf6.cif,Co6Bi4,81,10,6,4
Co6_Bi4_m3_n2_z2_sg083_trial000_19e54475b6.cif,Co6Bi4,83,10,6,4
Co6_Bi4_m3_n2_z2_sg087_trial000_c9c5729354.cif,Co6Bi4,87,10,6,4
Co6_Bi4_m3_n2_z2_sg090_trial000_6a03b9d4ab.cif,Co6Bi4,90,10,6,4
Co6_Bi4_m3_n2_z2_sg097_trial000_16d69b0a7e.cif,Co6Bi4,97,10,6,4
Co6_Bi4_m3_n2_z2_sg093_trial000_d77e05242e.cif,Co6Bi4,93,10,6,4
Co6_Bi4_m3_n2_z2_sg089_trial000_c614b63dfb.cif,Co6Bi4,89,10,6,4
Co6_Bi4_m3_n2_z2_sg100_trial000_5629c3bbc7.cif,Co6Bi4,100,10,6,4
Co6_Bi4_m3_n2_z2_sg102_trial000_1fa1905b37.cif,Co6Bi4,102,10,6,4
Co6_Bi4_m3_n2_z2_sg103_trial000_9b48f6f7e2.cif,Co6Bi4,103,10,6,4
Co6_Bi4_m3_n2_z2_sg105_trial000_711f7a3cfe.cif,Co6Bi4,105,10,6,4
Co6_Bi4_m3_n2_z2_sg114_trial000_2c3193f00e.cif,Co6Bi4,114,10,6,4
Co6_Bi4_m3_n2_z2_sg099_trial000_63e3ba79c8.cif,Co6Bi4,99,10,6,4
Co6_Bi4_m3_n2_z2_sg119_trial000_f1634eb79f.cif,Co6Bi4,119,10,6,4
Co6_Bi4_m3_n2_z2_sg115_trial000_be301c0642.cif,Co6Bi4,115,10,6,4
Co6_Bi4_m3_n2_z2_sg111_trial000_8286645da5.cif,Co6Bi4,111,10,6,4
Co6_Bi4_m3_n2_z2_sg127_trial000_4504c4e774.cif,Co6Bi4,127,10,6,4
Co6_Bi4_m3_n2_z2_sg124_trial000_72c0de57f4.cif,Co6Bi4,124,10,6,4
Co6_Bi4_m3_n2_z2_sg128_trial000_d0d27638e3.cif,Co6Bi4,128,10,6,4
Co6_Bi4_m3_n2_z2_sg126_trial000_6c6821ff17.cif,Co6Bi4,126,10,6,4
Co6_Bi4_m3_n2_z2_sg131_trial000_48dfa37c72.cif,Co6Bi4,131,10,6,4
Co6_Bi4_m3_n2_z2_sg134_trial000_70b8409f5a.cif,Co6Bi4,134,10,6,4
Co6_Bi4_m3_n2_z2_sg136_trial000_80dde15403.cif,Co6Bi4,136,10,6,4
Co6_Bi4_m3_n2_z2_sg139_trial000_f0ab5d4114.cif,Co6Bi4,139,10,6,4
Co6_Bi4_m3_n2_z2_sg150_trial000_fab0a4ca61.cif,Co6Bi4,150,10,6,4
Co6_Bi4_m3_n2_z2_sg156_trial000_7e1fdecbb1.cif,Co6Bi4,156,10,6,4
Co6_Bi4_m3_n2_z2_sg143_trial000_4d5e2549c4.cif,Co6Bi4,143,10,6,4
Co6_Bi4_m3_n2_z2_sg157_trial000_0deb042630.cif,Co6Bi4,157,10,6,4
Co6_Bi4_m3_n2_z2_sg158_trial000_22e88e0df0.cif,Co6Bi4,158,10,6,4
Co6_Bi4_m3_n2_z2_sg159_trial000_d01571defe.cif,Co6Bi4,159,10,6,4
Co6_Bi4_m3_n2_z2_sg149_trial000_dccd1a1be9.cif,Co6Bi4,149,10,6,4
Co6_Bi4_m3_n2_z2_sg163_trial000_bbc7dd1fa4.cif,Co6Bi4,163,10,6,4
Co6_Bi4_m3_n2_z2_sg116_trial000_17d6ea633e.cif,Co6Bi4,116,10,6,4
Co6_Bi4_m3_n2_z2_sg165_trial000_121a591d3b.cif,Co6Bi4,165,10,6,4
Co6_Bi4_m3_n2_z2_sg164_trial000_bd61c07cb1.cif,Co6Bi4,164,10,6,4
Co6_Bi4_m3_n2_z2_sg173_trial000_3cd0196f79.cif,Co6Bi4,173,10,6,4
Co6_Bi4_m3_n2_z2_sg168_trial000_21ba555b67.cif,Co6Bi4,168,10,6,4
Co6_Bi4_m3_n2_z2_sg175_trial000_b673e957c3.cif,Co6Bi4,175,10,6,4
Co6_Bi4_m3_n2_z2_sg176_trial000_ce9612b29e.cif,Co6Bi4,176,10,6,4
Co6_Bi4_m3_n2_z2_sg174_trial000_34d7d57ec9.cif,Co6Bi4,174,10,6,4
Co6_Bi4_m3_n2_z2_sg121_trial000_e04e11abc1.cif,Co6Bi4,121,10,6,4
Co6_Bi4_m3_n2_z2_sg162_trial000_7a1f3ad2b9.cif,Co6Bi4,162,10,6,4
Co6_Bi4_m3_n2_z2_sg185_trial000_94ac9358a2.cif,Co6Bi4,185,10,6,4
Co6_Bi4_m3_n2_z2_sg189_trial000_b0328118d5.cif,Co6Bi4,189,10,6,4
Co6_Bi4_m3_n2_z2_sg184_trial000_7da9a01b62.cif,Co6Bi4,184,10,6,4
Co6_Bi4_m3_n2_z2_sg191_trial000_c7afe3ea42.cif,Co6Bi4,191,10,6,4
Co6_Bi4_m3_n2_z2_sg194_trial000_e28dda047a.cif,Co6Bi4,194,10,6,4
Co6_Bi4_m3_n2_z2_sg200_trial000_cea8b24d2f.cif,Co6Bi4,200,10,6,4
Co6_Bi4_m3_n2_z2_sg201_trial000_63d30d95df.cif,Co6Bi4,201,10,6,4
Co6_Bi4_m3_n2_z2_sg190_trial000_3a00829c5d.cif,Co6Bi4,190,10,6,4
Co6_Bi4_m3_n2_z2_sg208_trial000_5a707493f9.cif,Co6Bi4,208,10,6,4
Co6_Bi4_m3_n2_z2_sg207_trial000_27a15e14ed.cif,Co6Bi4,207,10,6,4
Co6_Bi4_m3_n2_z2_sg215_trial000_c7e1839bc7.cif,Co6Bi4,215,10,6,4
Co6_Bi4_m3_n2_z2_sg224_trial000_89d4766daa.cif,Co6Bi4,224,10,6,4
Co9_Bi6_m3_n2_z3_sg002_trial000_f3bb19cf4f.cif,Co9Bi6,2,15,9,6
Co6_Bi4_m3_n2_z2_sg221_trial000_3844dade51.cif,Co6Bi4,221,10,6,4
Co9_Bi6_m3_n2_z3_sg010_trial000_c0f50220ba.cif,Co9Bi6,10,15,9,6
Co9_Bi6_m3_n2_z3_sg016_trial000_93dc4be18a.cif,Co9Bi6,16,15,9,6
Co6_Bi4_m3_n2_z2_sg104_trial000_3fb0709e2e.cif,Co6Bi4,104,10,6,4
Co9_Bi6_m3_n2_z3_sg111_trial000_e03ce2bfdf.cif,Co9Bi6,111,15,9,6
Co9_Bi6_m3_n2_z3_sg145_trial000_504fcf45ef.cif,Co9Bi6,145,15,9,6
Co9_Bi6_m3_n2_z3_sg151_trial000_679452835a.cif,Co9Bi6,151,15,9,6
Co9_Bi6_m3_n2_z3_sg152_trial000_d782bcd853.cif,Co9Bi6,152,15,9,6
Co9_Bi6_m3_n2_z3_sg153_trial000_f0f7f2988f.cif,Co9Bi6,153,15,9,6
Co9_Bi6_m3_n2_z3_sg147_trial000_e20386deff.cif,Co9Bi6,147,15,9,6
Co9_Bi6_m3_n2_z3_sg148_trial000_6c37308d2a.cif,Co9Bi6,148,15,9,6
Co9_Bi6_m3_n2_z3_sg150_trial000_fb63401533.cif,Co9Bi6,150,15,9,6
Co9_Bi6_m3_n2_z3_sg149_trial000_396390c6f3.cif,Co9Bi6,149,15,9,6
Co9_Bi6_m3_n2_z3_sg166_trial000_0d755eb021.cif,Co9Bi6,166,15,9,6
Co9_Bi6_m3_n2_z3_sg162_trial000_65313d3938.cif,Co9Bi6,162,15,9,6
Co9_Bi6_m3_n2_z3_sg168_trial000_611eb1efe4.cif,Co9Bi6,168,15,9,6
Co9_Bi6_m3_n2_z3_sg171_trial000_a5cd344ea5.cif,Co9Bi6,171,15,9,6
Co9_Bi6_m3_n2_z3_sg172_trial000_2fc8624c2f.cif,Co9Bi6,172,15,9,6
Co9_Bi6_m3_n2_z3_sg174_trial000_3022676a2c.cif,Co9Bi6,174,15,9,6
Co9_Bi6_m3_n2_z3_sg181_trial000_638ad389b9.cif,Co9Bi6,181,15,9,6
Co9_Bi6_m3_n2_z3_sg164_trial000_3af67e88f3.cif,Co9Bi6,164,15,9,6
Co9_Bi6_m3_n2_z3_sg200_trial000_4c488b0ba6.cif,Co9Bi6,200,15,9,6
Co9_Bi6_m3_n2_z3_sg207_trial000_0a776344ed.cif,Co9Bi6,207,15,9,6
Co9_Bi6_m3_n2_z3_sg221_trial000_5f960bc2a7.cif,Co9Bi6,221,15,9,6
Co12_Bi8_m3_n2_z4_sg005_trial000_4f2ca9e169.cif,Co12Bi8,5,20,12,8
Co12_Bi8_m3_n2_z4_sg007_trial000_05fd807422.cif,Co12Bi8,7,20,12,8
Co12_Bi8_m3_n2_z4_sg008_trial000_92d3c34a70.cif,Co12Bi8,8,20,12,8
Co12_Bi8_m3_n2_z4_sg010_trial000_cd6a008568.cif,Co12Bi8,10,20,12,8
Co12_Bi8_m3_n2_z4_sg011_trial000_f6fdcaca9b.cif,Co12Bi8,11,20,12,8
Co12_Bi8_m3_n2_z4_sg015_trial000_a537bcf0fc.cif,Co12Bi8,15,20,12,8
Co12_Bi8_m3_n2_z4_sg017_trial000_bf6030fcdd.cif,Co12Bi8,17,20,12,8
Co12_Bi8_m3_n2_z4_sg020_trial000_77c8f3b0cb.cif,Co12Bi8,20,20,12,8
Co12_Bi8_m3_n2_z4_sg022_trial000_c82e8f2237.cif,Co12Bi8,22,20,12,8
Co12_Bi8_m3_n2_z4_sg014_trial000_829849cc7b.cif,Co12Bi8,14,20,12,8
Co12_Bi8_m3_n2_z4_sg023_trial000_f69d5596ad.cif,Co12Bi8,23,20,12,8
Co12_Bi8_m3_n2_z4_sg026_trial000_e4a40f3a2e.cif,Co12Bi8,26,20,12,8
Co12_Bi8_m3_n2_z4_sg024_trial000_905a6d51c0.cif,Co12Bi8,24,20,12,8
Co12_Bi8_m3_n2_z4_sg028_trial000_8d89a1e66c.cif,Co12Bi8,28,20,12,8
Co12_Bi8_m3_n2_z4_sg027_trial000_9cc211165e.cif,Co12Bi8,27,20,12,8
Co12_Bi8_m3_n2_z4_sg025_trial000_0b2d7a0024.cif,Co12Bi8,25,20,12,8
Co12_Bi8_m3_n2_z4_sg031_trial000_71150e506d.cif,Co12Bi8,31,20,12,8
Co12_Bi8_m3_n2_z4_sg039_trial000_df5bfae287.cif,Co12Bi8,39,20,12,8
Co12_Bi8_m3_n2_z4_sg042_trial000_7cada0e44f.cif,Co12Bi8,42,20,12,8
Co12_Bi8_m3_n2_z4_sg040_trial000_03d0b824c2.cif,Co12Bi8,40,20,12,8
Co12_Bi8_m3_n2_z4_sg037_trial000_ceb1a4f8a5.cif,Co12Bi8,37,20,12,8
Co12_Bi8_m3_n2_z4_sg044_trial000_f92a5b36aa.cif,Co12Bi8,44,20,12,8
Co12_Bi8_m3_n2_z4_sg045_trial000_6ef2605238.cif,Co12Bi8,45,20,12,8
Co12_Bi8_m3_n2_z4_sg052_trial000_bb4a62537d.cif,Co12Bi8,52,20,12,8
Co12_Bi8_m3_n2_z4_sg053_trial000_2bebcade06.cif,Co12Bi8,53,20,12,8
Co12_Bi8_m3_n2_z4_sg047_trial000_bc2b766cfa.cif,Co12Bi8,47,20,12,8
Co12_Bi8_m3_n2_z4_sg056_trial000_a48754d3de.cif,Co12Bi8,56,20,12,8
Co12_Bi8_m3_n2_z4_sg054_trial000_22aab18c8f.cif,Co12Bi8,54,20,12,8
Co12_Bi8_m3_n2_z4_sg057_trial000_df5f4ce5a4.cif,Co12Bi8,57,20,12,8
Co12_Bi8_m3_n2_z4_sg051_trial000_f2f2fe7e3c.cif,Co12Bi8,51,20,12,8
Co12_Bi8_m3_n2_z4_sg061_trial000_32040fea5e.cif,Co12Bi8,61,20,12,8
Co12_Bi8_m3_n2_z4_sg059_trial000_b3084cc3df.cif,Co12Bi8,59,20,12,8
Co12_Bi8_m3_n2_z4_sg063_trial000_8a5f807391.cif,Co12Bi8,63,20,12,8
Co12_Bi8_m3_n2_z4_sg064_trial000_a92fd38810.cif,Co12Bi8,64,20,12,8
Co12_Bi8_m3_n2_z4_sg055_trial000_4d481f6131.cif,Co12Bi8,55,20,12,8
Co12_Bi8_m3_n2_z4_sg065_trial000_69617831d9.cif,Co12Bi8,65,20,12,8
Co12_Bi8_m3_n2_z4_sg066_trial000_cf97fd9734.cif,Co12Bi8,66,20,12,8
Co12_Bi8_m3_n2_z4_sg068_trial000_e9ee2aeec4.cif,Co12Bi8,68,20,12,8
Co12_Bi8_m3_n2_z4_sg069_trial000_a596de2f2d.cif,Co12Bi8,69,20,12,8
Co12_Bi8_m3_n2_z4_sg076_trial000_5dbab111c1.cif,Co12Bi8,76,20,12,8
Co12_Bi8_m3_n2_z4_sg074_trial000_9719c5b4e1.cif,Co12Bi8,74,20,12,8
Co12_Bi8_m3_n2_z4_sg077_trial000_ed77fc417b.cif,Co12Bi8,77,20,12,8
Co12_Bi8_m3_n2_z4_sg080_trial000_5ba8a9bc7d.cif,Co12Bi8,80,20,12,8
Co12_Bi8_m3_n2_z4_sg085_trial000_40f71f9798.cif,Co12Bi8,85,20,12,8
Co12_Bi8_m3_n2_z4_sg082_trial000_a7bd9fc329.cif,Co12Bi8,82,20,12,8
Co12_Bi8_m3_n2_z4_sg086_trial000_91a589774e.cif,Co12Bi8,86,20,12,8
Co12_Bi8_m3_n2_z4_sg087_trial000_d350463d41.cif,Co12Bi8,87,20,12,8
Co12_Bi8_m3_n2_z4_sg088_trial000_5bd1f67abe.cif,Co12Bi8,88,20,12,8
Co12_Bi8_m3_n2_z4_sg072_trial000_08959b2892.cif,Co12Bi8,72,20,12,8
Co12_Bi8_m3_n2_z4_sg081_trial000_826b98ef29.cif,Co12Bi8,81,20,12,8
Co12_Bi8_m3_n2_z4_sg084_trial000_61ca285475.cif,Co12Bi8,84,20,12,8
Co12_Bi8_m3_n2_z4_sg093_trial000_93331d272d.cif,Co12Bi8,93,20,12,8
Co12_Bi8_m3_n2_z4_sg099_trial000_7fa5106b0e.cif,Co12Bi8,99,20,12,8
Co12_Bi8_m3_n2_z4_sg104_trial000_2b2f569b6e.cif,Co12Bi8,104,20,12,8
Co12_Bi8_m3_n2_z4_sg106_trial000_434b7cb9da.cif,Co12Bi8,106,20,12,8
Co12_Bi8_m3_n2_z4_sg109_trial000_de867f2e4c.cif,Co12Bi8,109,20,12,8
Co12_Bi8_m3_n2_z4_sg113_trial000_304fdd55eb.cif,Co12Bi8,113,20,12,8
Co12_Bi8_m3_n2_z4_sg119_trial000_e04194304c.cif,Co12Bi8,119,20,12,8
Co12_Bi8_m3_n2_z4_sg115_trial000_7be371325d.cif,Co12Bi8,115,20,12,8
Co12_Bi8_m3_n2_z4_sg120_trial000_80da412da1.cif,Co12Bi8,120,20,12,8
Co12_Bi8_m3_n2_z4_sg114_trial000_ed7a22c016.cif,Co12Bi8,114,20,12,8
Co12_Bi8_m3_n2_z4_sg125_trial000_87899c2020.cif,Co12Bi8,125,20,12,8
Co12_Bi8_m3_n2_z4_sg129_trial000_7350c40753.cif,Co12Bi8,129,20,12,8
Co12_Bi8_m3_n2_z4_sg127_trial000_137464835e.cif,Co12Bi8,127,20,12,8
Co12_Bi8_m3_n2_z4_sg132_trial000_7b28f56edd.cif,Co12Bi8,132,20,12,8
Co12_Bi8_m3_n2_z4_sg136_trial000_f1e6c7963f.cif,Co12Bi8,136,20,12,8
Co12_Bi8_m3_n2_z4_sg138_trial000_95afda8db4.cif,Co12Bi8,138,20,12,8
Co12_Bi8_m3_n2_z4_sg141_trial000_76ec1646ba.cif,Co12Bi8,141,20,12,8
Co12_Bi8_m3_n2_z4_sg140_trial000_45209305ff.cif,Co12Bi8,140,20,12,8
Co12_Bi8_m3_n2_z4_sg133_trial000_a89ddc9333.cif,Co12Bi8,133,20,12,8
Co12_Bi8_m3_n2_z4_sg164_trial000_6b7fe5f350.cif,Co12Bi8,164,20,12,8
Co12_Bi8_m3_n2_z4_sg163_trial000_4fd0476c56.cif,Co12Bi8,163,20,12,8
Co12_Bi8_m3_n2_z4_sg175_trial000_14c477d025.cif,Co12Bi8,175,20,12,8
Co12_Bi8_m3_n2_z4_sg173_trial000_dae66820c7.cif,Co12Bi8,173,20,12,8
Co12_Bi8_m3_n2_z4_sg177_trial000_959b971fbc.cif,Co12Bi8,177,20,12,8
Co12_Bi8_m3_n2_z4_sg184_trial000_95e7571f1b.cif,Co12Bi8,184,20,12,8
Co12_Bi8_m3_n2_z4_sg183_trial000_54a96cdd85.cif,Co12Bi8,183,20,12,8
Co12_Bi8_m3_n2_z4_sg182_trial000_bf039eb0ee.cif,Co12Bi8,182,20,12,8
Co12_Bi8_m3_n2_z4_sg187_trial000_914f7d18cd.cif,Co12Bi8,187,20,12,8
Co12_Bi8_m3_n2_z4_sg193_trial000_a709140038.cif,Co12Bi8,193,20,12,8
Co12_Bi8_m3_n2_z4_sg191_trial000_87a4ac88f5.cif,Co12Bi8,191,20,12,8
Co12_Bi8_m3_n2_z4_sg195_trial000_70ea4ab499.cif,Co12Bi8,195,20,12,8
Co12_Bi8_m3_n2_z4_sg190_trial000_5f52eff1c8.cif,Co12Bi8,190,20,12,8
Co12_Bi8_m3_n2_z4_sg199_trial000_b8a5962479.cif,Co12Bi8,199,20,12,8
Co12_Bi8_m3_n2_z4_sg205_trial000_ea0e9226ca.cif,Co12Bi8,205,20,12,8
Co12_Bi8_m3_n2_z4_sg204_trial000_5ce1a2d9b5.cif,Co12Bi8,204,20,12,8
Co12_Bi8_m3_n2_z4_sg211_trial000_3ab8a2c617.cif,Co12Bi8,211,20,12,8
Co12_Bi8_m3_n2_z4_sg197_trial000_2b80f6289e.cif,Co12Bi8,197,20,12,8
Co12_Bi8_m3_n2_z4_sg215_trial000_791ee213f9.cif,Co12Bi8,215,20,12,8
Co12_Bi8_m3_n2_z4_sg212_trial000_46fd446171.cif,Co12Bi8,212,20,12,8
Co12_Bi8_m3_n2_z4_sg217_trial000_852ef635de.cif,Co12Bi8,217,20,12,8
Co12_Bi8_m3_n2_z4_sg213_trial000_c1eff2a4ae.cif,Co12Bi8,213,20,12,8
Co12_Bi8_m3_n2_z4_sg221_trial000_afce4ac9d3.cif,Co12Bi8,221,20,12,8
Co12_Bi8_m3_n2_z4_sg223_trial000_20073b6daa.cif,Co12Bi8,223,20,12,8
Co12_Bi8_m3_n2_z4_sg222_trial000_1b5dc6c2f1.cif,Co12Bi8,222,20,12,8
Co12_Bi8_m3_n2_z4_sg207_trial000_6eed83dd63.cif,Co12Bi8,207,20,12,8
Co3_Bi4_m3_n4_z1_sg002_trial000_713af7a293.cif,Co3Bi4,2,7,3,4
Co12_Bi8_m3_n2_z4_sg229_trial000_365822ccf6.cif,Co12Bi8,229,20,12,8
Co3_Bi4_m3_n4_z1_sg016_trial000_42ebbf2aa3.cif,Co3Bi4,16,7,3,4
Co3_Bi4_m3_n4_z1_sg075_trial000_270e3a9d91.cif,Co3Bi4,75,7,3,4
Co3_Bi4_m3_n4_z1_sg089_trial000_d49d7cc095.cif,Co3Bi4,89,7,3,4
Co3_Bi4_m3_n4_z1_sg081_trial000_6ce6b3a4fd.cif,Co3Bi4,81,7,3,4
Co3_Bi4_m3_n4_z1_sg147_trial000_8a0628e1d9.cif,Co3Bi4,147,7,3,4
Co3_Bi4_m3_n4_z1_sg150_trial000_9d63063a88.cif,Co3Bi4,150,7,3,4
Co3_Bi4_m3_n4_z1_sg149_trial000_59c2706a92.cif,Co3Bi4,149,7,3,4
Co3_Bi4_m3_n4_z1_sg157_trial000_18775d9693.cif,Co3Bi4,157,7,3,4
Co3_Bi4_m3_n4_z1_sg164_trial000_b093b4e810.cif,Co3Bi4,164,7,3,4
Co3_Bi4_m3_n4_z1_sg175_trial000_407ed5b3eb.cif,Co3Bi4,175,7,3,4
Co3_Bi4_m3_n4_z1_sg177_trial000_0608ec3954.cif,Co3Bi4,177,7,3,4
Co3_Bi4_m3_n4_z1_sg191_trial000_deba0e705c.cif,Co3Bi4,191,7,3,4
Co3_Bi4_m3_n4_z1_sg195_trial000_be52da2436.cif,Co3Bi4,195,7,3,4
Co3_Bi4_m3_n4_z1_sg200_trial000_9b2433365a.cif,Co3Bi4,200,7,3,4
Co3_Bi4_m3_n4_z1_sg207_trial000_09e2286011.cif,Co3Bi4,207,7,3,4
Co3_Bi4_m3_n4_z1_sg215_trial000_5ed865bb70.cif,Co3Bi4,215,7,3,4
Co3_Bi4_m3_n4_z1_sg221_trial000_03df18fd40.cif,Co3Bi4,221,7,3,4
Co6_Bi8_m3_n4_z2_sg002_trial000_cf1d84238d.cif,Co6Bi8,2,14,6,8
Co6_Bi8_m3_n4_z2_sg005_trial000_36b05b92d7.cif,Co6Bi8,5,14,6,8
Co6_Bi8_m3_n4_z2_sg004_trial000_6ae8c54670.cif,Co6Bi8,4,14,6,8
Co6_Bi8_m3_n4_z2_sg012_trial000_5b9ae6d591.cif,Co6Bi8,12,14,6,8
Co6_Bi8_m3_n4_z2_sg011_trial000_9d5bc41e54.cif,Co6Bi8,11,14,6,8
Co6_Bi8_m3_n4_z2_sg014_trial000_8da08a25ae.cif,Co6Bi8,14,14,6,8
Co6_Bi8_m3_n4_z2_sg006_trial000_862994e78a.cif,Co6Bi8,6,14,6,8
Co3_Bi4_m3_n4_z1_sg168_trial000_d8331f1f8a.cif,Co3Bi4,168,7,3,4
Co6_Bi8_m3_n4_z2_sg023_trial000_c7e318202f.cif,Co6Bi8,23,14,6,8
Co3_Bi4_m3_n4_z1_sg183_trial000_73d403d63b.cif,Co3Bi4,183,7,3,4
Co6_Bi8_m3_n4_z2_sg025_trial000_406358ecab.cif,Co6Bi8,25,14,6,8
Co6_Bi8_m3_n4_z2_sg032_trial000_f24ed82464.cif,Co6Bi8,32,14,6,8
Co6_Bi8_m3_n4_z2_sg050_trial000_ffa4f195e3.cif,Co6Bi8,50,14,6,8
Co6_Bi8_m3_n4_z2_sg051_trial000_eca238aac8.cif,Co6Bi8,51,14,6,8
Co6_Bi8_m3_n4_z2_sg049_trial000_7b8ab6801d.cif,Co6Bi8,49,14,6,8
Co6_Bi8_m3_n4_z2_sg035_trial000_b120aab44c.cif,Co6Bi8,35,14,6,8
Co6_Bi8_m3_n4_z2_sg059_trial000_89f070fde7.cif,Co6Bi8,59,14,6,8
Co6_Bi8_m3_n4_z2_sg055_trial000_fa218f6165.cif,Co6Bi8,55,14,6,8
Co6_Bi8_m3_n4_z2_sg065_trial000_67a8047ca5.cif,Co6Bi8,65,14,6,8
Co6_Bi8_m3_n4_z2_sg077_trial000_8152666886.cif,Co6Bi8,77,14,6,8
Co6_Bi8_m3_n4_z2_sg071_trial000_62b914d1fc.cif,Co6Bi8,71,14,6,8
Co6_Bi8_m3_n4_z2_sg082_trial000_ce8b3f680d.cif,Co6Bi8,82,14,6,8
Co6_Bi8_m3_n4_z2_sg083_trial000_ca505a4320.cif,Co6Bi8,83,14,6,8
Co6_Bi8_m3_n4_z2_sg085_trial000_2391b85548.cif,Co6Bi8,85,14,6,8
Co6_Bi8_m3_n4_z2_sg090_trial000_7096b5d2c5.cif,Co6Bi8,90,14,6,8
Co6_Bi8_m3_n4_z2_sg101_trial000_57cc97e70a.cif,Co6Bi8,101,14,6,8
Co6_Bi8_m3_n4_z2_sg099_trial000_afe1f58429.cif,Co6Bi8,99,14,6,8
