"candidate_id","target_system","formula","source_system","source_formula","source_material_id","prototype_label","n_atoms","initial_file_path"
"cobi_pyxtal_01227","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_102_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg102_trial000_852832cc67.cif"
"cobi_pyxtal_01228","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_81_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg081_trial000_b1b964ed2e.cif"
"cobi_pyxtal_01229","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_118_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg118_trial000_26840a6a11.cif"
"cobi_pyxtal_01230","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_121_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg121_trial000_ff25705e5c.cif"
"cobi_pyxtal_01231","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_116_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg116_trial000_5760de4c82.cif"
"cobi_pyxtal_01232","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_129_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg129_trial000_502dd90d44.cif"
"cobi_pyxtal_01233","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_125_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg125_trial000_5e530e520e.cif"
"cobi_pyxtal_01234","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_111_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg111_trial000_c2e35fd066.cif"
"cobi_pyxtal_01235","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_134_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg134_trial000_a8e6d208e9.cif"
"cobi_pyxtal_01236","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_128_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg128_trial000_e2f4e307cf.cif"
"cobi_pyxtal_01237","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_136_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg136_trial000_c56ed7044d.cif"
"cobi_pyxtal_01238","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_158_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg158_trial000_3074ca4274.cif"
"cobi_pyxtal_01239","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_147_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg147_trial000_fb5cc0aaea.cif"
"cobi_pyxtal_01240","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_163_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg163_trial000_e8673187ad.cif"
"cobi_pyxtal_01241","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_162_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg162_trial000_251fb7ebb8.cif"
"cobi_pyxtal_01242","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_175_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg175_trial000_ca531c9cfc.cif"
"cobi_pyxtal_01243","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_183_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg183_trial000_e6b15b7a96.cif"
"cobi_pyxtal_01244","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_189_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg189_trial000_ff19692602.cif"
"cobi_pyxtal_01245","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_190_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg190_trial000_be912ccc81.cif"
"cobi_pyxtal_01246","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_192_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg192_trial000_f72bc677dd.cif"
"cobi_pyxtal_01247","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_197_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg197_trial000_d47684f0ad.cif"
"cobi_pyxtal_01248","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_200_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg200_trial000_f986028808.cif"
"cobi_pyxtal_01249","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_201_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg201_trial000_02f290de2d.cif"
"cobi_pyxtal_01250","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_204_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg204_trial000_9236c4db74.cif"
"cobi_pyxtal_01251","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_208_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg208_trial000_e0f7349892.cif"
"cobi_pyxtal_01252","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_211_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg211_trial000_31739902eb.cif"
"cobi_pyxtal_01253","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_217_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg217_trial000_79af4a469d.cif"
"cobi_pyxtal_01254","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_218_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg218_trial000_c86f8cbc98.cif"
"cobi_pyxtal_01255","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_215_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg215_trial000_ff1932f962.cif"
"cobi_pyxtal_01256","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_222_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg222_trial000_60b547330b.cif"
"cobi_pyxtal_01257","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_194_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg194_trial000_084df8ce52.cif"
"cobi_pyxtal_01258","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_224_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg224_trial000_7da15b6859.cif"
"cobi_pyxtal_01259","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_229_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg229_trial000_be59f6817e.cif"
"cobi_pyxtal_01260","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_1_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg001_trial000_6f3090ca4c.cif"
"cobi_pyxtal_01261","Co-Bi","Co2Bi14","Co-Bi","Co1Bi7","","pyxtal_random_sg_156_z_2","16","data/candidates/Co-Bi/Co2_Bi14_m1_n7_z2_sg156_trial000_f021045f3d.cif"
"cobi_pyxtal_01262","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_81_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg081_trial000_2ddf5c7c60.cif"
"cobi_pyxtal_01263","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_83_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg083_trial000_9860cfa781.cif"
"cobi_pyxtal_01264","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_143_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg143_trial000_480dc50139.cif"
"cobi_pyxtal_01265","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_152_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg152_trial000_e76ec94718.cif"
"cobi_pyxtal_01266","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_160_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg160_trial000_a24639c283.cif"
"cobi_pyxtal_01267","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_166_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg166_trial000_3b6849abaf.cif"
"cobi_pyxtal_01268","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_177_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg177_trial000_42e604fb3f.cif"
"cobi_pyxtal_01269","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_162_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg162_trial000_c04b692279.cif"
"cobi_pyxtal_01270","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_195_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg195_trial000_a7f5b3a2c8.cif"
"cobi_pyxtal_01271","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_200_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg200_trial000_3d3b8dc67c.cif"
"cobi_pyxtal_01272","Co-Bi","Co3Bi21","Co-Bi","Co1Bi7","","pyxtal_random_sg_164_z_3","24","data/candidates/Co-Bi/Co3_Bi21_m1_n7_z3_sg164_trial000_1f36ded845.cif"
"cobi_pyxtal_01273","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_2_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg002_trial000_38325acee3.cif"
"cobi_pyxtal_01274","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_3_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg003_trial000_d30e7c7b7b.cif"
"cobi_pyxtal_01275","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_7_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg007_trial000_4fd8d704b5.cif"
"cobi_pyxtal_01276","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_12_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg012_trial000_acc9599382.cif"
"cobi_pyxtal_01277","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_15_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg015_trial000_33bf0636e0.cif"
"cobi_pyxtal_01278","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_11_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg011_trial000_f226c2644d.cif"
"cobi_pyxtal_01279","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_14_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg014_trial000_e0ec24f28d.cif"
"cobi_pyxtal_01280","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_22_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg022_trial000_f9c5558c5f.cif"
"cobi_pyxtal_01281","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_27_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg027_trial000_06e7277c76.cif"
"cobi_pyxtal_01282","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_29_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg029_trial000_ba9aeff561.cif"
"cobi_pyxtal_01283","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_31_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg031_trial000_d164b97c74.cif"
"cobi_pyxtal_01284","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_32_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg032_trial000_82c7b44c5e.cif"
"cobi_pyxtal_01285","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_35_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg035_trial000_51f79e45c7.cif"
"cobi_pyxtal_01286","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_36_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg036_trial000_fab9fd8f60.cif"
"cobi_pyxtal_01287","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_44_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg044_trial000_21f9cde00f.cif"
"cobi_pyxtal_01288","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_55_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg055_trial000_eea12b6b05.cif"
"cobi_pyxtal_01289","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_61_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg061_trial000_fe9cc4267c.cif"
"cobi_pyxtal_01290","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_53_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg053_trial000_678cb6a3b4.cif"
"cobi_pyxtal_01291","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_60_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg060_trial000_5e0cdc0f25.cif"
"cobi_pyxtal_01292","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_56_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg056_trial000_3df21a561c.cif"
"cobi_pyxtal_01293","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_59_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg059_trial000_2f3a3353c3.cif"
"cobi_pyxtal_01294","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_64_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg064_trial000_66959cb733.cif"
"cobi_pyxtal_01295","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_63_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg063_trial000_7073b84d66.cif"
"cobi_pyxtal_01296","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_72_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg072_trial000_b7dbdf24aa.cif"
"cobi_pyxtal_01297","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_75_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg075_trial000_11f023e545.cif"
"cobi_pyxtal_01298","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_76_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg076_trial000_45cc87407a.cif"
"cobi_pyxtal_01299","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_58_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg058_trial000_407ee3ead5.cif"
"cobi_pyxtal_01300","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_86_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg086_trial000_a62547cdbe.cif"
"cobi_pyxtal_01301","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_88_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg088_trial000_bdd903aba4.cif"
"cobi_pyxtal_01302","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_87_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg087_trial000_a17ae4f99a.cif"
"cobi_pyxtal_01303","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_6_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg006_trial000_c6f120eac2.cif"
"cobi_pyxtal_01304","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_93_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg093_trial000_4fcb629e09.cif"
"cobi_pyxtal_01305","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_98_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg098_trial000_b9091bd71f.cif"
"cobi_pyxtal_01306","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_102_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg102_trial000_905bc98e3c.cif"
"cobi_pyxtal_01307","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_104_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg104_trial000_6f8b0948df.cif"
"cobi_pyxtal_01308","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_106_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg106_trial000_5b36fa12df.cif"
"cobi_pyxtal_01309","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_108_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg108_trial000_f606883879.cif"
"cobi_pyxtal_01310","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_109_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg109_trial000_0bf1b3cdcf.cif"
"cobi_pyxtal_01311","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_120_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg120_trial000_c3412a49c8.cif"
"cobi_pyxtal_01312","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_119_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg119_trial000_aa9db8bce9.cif"
"cobi_pyxtal_01313","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_128_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg128_trial000_c03ba2660e.cif"
"cobi_pyxtal_01314","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_131_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg131_trial000_4074df5310.cif"
"cobi_pyxtal_01315","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_134_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg134_trial000_e158cb517b.cif"
"cobi_pyxtal_01316","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_138_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg138_trial000_4ee92bfc2c.cif"
"cobi_pyxtal_01317","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_141_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg141_trial000_58400b564d.cif"
"cobi_pyxtal_01318","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_136_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg136_trial000_7ecb11468b.cif"
"cobi_pyxtal_01319","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_159_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg159_trial000_1909cdc02f.cif"
"cobi_pyxtal_01320","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_162_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg162_trial000_eadce31430.cif"
"cobi_pyxtal_01321","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_173_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg173_trial000_520edbc94a.cif"
"cobi_pyxtal_01322","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_157_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg157_trial000_772ad9633c.cif"
"cobi_pyxtal_01323","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_186_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg186_trial000_fe7cf44eac.cif"
"cobi_pyxtal_01324","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_185_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg185_trial000_a3bd716559.cif"
"cobi_pyxtal_01325","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_183_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg183_trial000_5b5d8f9a9a.cif"
"cobi_pyxtal_01326","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_202_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg202_trial000_351f6d33eb.cif"
"cobi_pyxtal_01327","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_209_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg209_trial000_3d96dff593.cif"
"cobi_pyxtal_01328","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_216_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg216_trial000_5ccf419673.cif"
"cobi_pyxtal_01329","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_1_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg001_trial000_c3fb0fbde3.cif"
"cobi_pyxtal_01330","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_3_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg003_trial000_5391b01f7a.cif"
"cobi_pyxtal_01331","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_6_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg006_trial000_d5c703a4d5.cif"
"cobi_pyxtal_01332","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_10_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg010_trial000_fcc1764d89.cif"
"cobi_pyxtal_01333","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_16_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg016_trial000_489d92aef8.cif"
"cobi_pyxtal_01334","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_25_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg025_trial000_b60f479576.cif"
"cobi_pyxtal_01335","Co-Bi","Co4Bi28","Co-Bi","Co1Bi7","","pyxtal_random_sg_225_z_4","32","data/candidates/Co-Bi/Co4_Bi28_m1_n7_z4_sg225_trial000_f243792afd.cif"
"cobi_pyxtal_01336","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_47_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg047_trial000_458209de57.cif"
"cobi_pyxtal_01337","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_83_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg083_trial000_3a669667ab.cif"
"cobi_pyxtal_01338","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_99_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg099_trial000_4abb21bbe8.cif"
"cobi_pyxtal_01339","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_75_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg075_trial000_e478b5d267.cif"
"cobi_pyxtal_01340","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_115_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg115_trial000_2153e464e4.cif"
"cobi_pyxtal_01341","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_123_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg123_trial000_53dd373de3.cif"
"cobi_pyxtal_01342","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_143_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg143_trial000_ddcaa4014a.cif"
"cobi_pyxtal_01343","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_149_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg149_trial000_9883d639c1.cif"
"cobi_pyxtal_01344","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_156_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg156_trial000_67135a6584.cif"
"cobi_pyxtal_01345","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_157_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg157_trial000_057e8b6f10.cif"
"cobi_pyxtal_01346","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_162_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg162_trial000_b2eea9e596.cif"
"cobi_pyxtal_01347","Co-Bi","Co2Bi1","Co-Bi","Co2Bi1","","pyxtal_random_sg_174_z_1","3","data/candidates/Co-Bi/Co2_Bi1_m2_n1_z1_sg174_trial000_17896819cb.cif"
