material_id,formula_pretty,chemsys,spacegroup_number,nsites,volume,density,formation_energy_per_atom,energy_above_hull,band_gap,total_magnetization,magnetic_ordering,is_stable,volume_per_atom,composition_A_fraction,cs_Cubic,cs_Hexagonal,cs_Monoclinic,cs_Orthorhombic,cs_Tetragonal,cs_Triclinic,cs_Trigonal
mp-1356781,CoO2,Co-O,156,36,387.28942383725746,4.678551619777537,-0.9684907675000001,0.10394189250000001,0.0,20.0023655,1,0,10.75803955103493,0.3333333333333333,0,0,0,0,0,0,1
mp-1359404,CoO2,Co-O,156,36,388.1143202512593,4.668607847408153,-0.9890051244444441,0.083427535555556,0.0,16.0011211,1,0,10.780953340312758,0.3333333333333333,0,0,0,0,0,0,1
mp-1400906,CoO2,Co-O,87,12,124.58651702114541,4.847912397318181,-1.072432660000001,0.0,0.5904,3.9896382999999993,1,1,10.382209751762117,0.3333333333333333,0,0,0,0,1,0,0
mp-1408926,CoO2,Co-O,194,6,83.98293221264305,3.595876593569197,0.207418328333332,1.279850988333334,0.0,0.0013456,0,0,13.997155368773841,0.3333333333333333,0,1,0,0,0,0,0
mp-25234,CoO2,Co-O,166,6,60.89195773500494,4.95947693974611,-0.9836911083333351,0.088741551666665,0.0,4.58e-05,3,0,10.148659622500823,0.3333333333333333,0,0,0,0,0,0,1
mp-32686,CoO2,Co-O,164,6,58.485525816429195,5.163538430869658,-0.964946561666669,0.107486098333332,0.0,0.0006284,3,0,9.747587636071533,0.3333333333333333,0,0,0,0,0,0,1
mp-504097,CoO2,Co-O,227,12,121.26503310855642,4.980698103342096,-0.9527369491666691,0.11969571083333201,0.0,3.9991429,1,0,10.105419425713036,0.3333333333333333,1,0,0,0,0,0,0
mp-550206,CoO2,Co-O,166,3,55.87195158469191,2.702539034679908,-1.065683248333333,0.0067494116666670005,0.0,0.999995099999999,1,1,18.623983861563968,0.3333333333333333,0,0,0,0,0,0,1
mp-556750,CoO2,Co-O,12,3,78.48011233546804,1.9240050199716032,-0.9094040000000001,0.16302866000000102,0.0,1.0000209,1,0,26.16003744515601,0.3333333333333333,0,0,1,0,0,0,0
mp-754720,CoO2,Co-O,166,6,71.7971837569174,4.20618531814844,-0.9321049816666671,0.140327678333334,0.0,1.999944999999999,1,0,11.966197292819567,0.3333333333333333,0,0,0,0,0,0,1
mp-754748,CoO2,Co-O,39,12,147.5680165419426,4.092922941969851,-1.0666341325,0.005798527500001,1.126,4e-07,3,1,12.29733471182855,0.3333333333333333,0,0,0,1,0,0,0
mp-755508,CoO2,Co-O,186,24,233.0848168416847,5.182529935579118,-1.004605635,0.067827025,0.0,8.0000656,1,0,9.71186736840353,0.3333333333333333,0,1,0,0,0,0,0
mp-756488,CoO2,Co-O,160,12,129.93833538773998,4.648239633078222,-0.952473294166666,0.11995936583333401,0.0,8.0027239,1,0,10.828194615644998,0.3333333333333333,0,0,0,0,0,0,1
mp-796278,CoO2,Co-O,64,6,124.29623775597089,2.429617063676931,-0.9081383900000001,0.16429427000000102,0.0,2.0014581,1,0,20.716039625995148,0.3333333333333333,0,0,0,1,0,0,0
mp-856161,CoO2,Co-O,64,12,124.19826226404112,4.863067400423475,-0.9833477650000021,0.08908489499999901,0.0,1.4e-06,3,0,10.349855188670093,0.3333333333333333,0,0,0,1,0,0,0
mp-1079523,CoO4,Co-O,11,10,196.48956487420548,2.077783496710197,-0.044351181,0.599108415,0.0161,1.9991075,2,0,19.64895648742055,0.2,0,0,1,0,0,0,0
mp-601848,Fe11Co5,Co-Fe,123,16,182.6795915812145,8.262363605796118,-0.049183250625,0.0,0.0,38.6373377,1,1,11.417474473825907,0.3125,0,0,0,0,1,0,0
mp-641526,Fe13Co3,Co-Fe,123,16,184.42716416903207,8.128461329822313,-0.027467104999999003,0.0037431268750010003,0.0,39.9137877,1,1,11.526697760564504,0.1875,0,0,0,0,1,0,0
mp-18695,Fe15Co,Co-Fe,221,16,187.73996373316922,7.930399610321035,-0.009417776874999001,0.0009856337500000001,0.0,42.0670742,1,1,11.733747733323076,0.0625,1,0,0,0,0,0,0
mp-601820,Fe3Co,Co-Fe,123,4,45.778260642464964,8.21480064690456,-0.041613642499999,0.0,0.0,9.7767383,1,1,11.444565160616241,0.25,0,0,0,0,1,0,0
mp-1084832,Fe5Co3,Co-Fe,229,8,85.09936332657782,8.89838195165501,-0.0019012150000000002,0.0510832340625,0.0,17.8997504,1,0,10.637420415822227,0.375,1,0,0,0,0,0,0
mp-1080603,Fe7Co,Co-Fe,229,8,91.92474536878193,8.126109012760738,-0.020268399999999003,0.0005384212500000001,0.0,19.8978244,1,1,11.490593171097741,0.125,1,0,0,0,0,0,0
mp-601842,Fe9Co7,Co-Fe,221,16,182.58218119015507,8.32294441868472,-0.056785647499999,0.0,0.0,38.4532628,1,1,11.411386324384692,0.4375,1,0,0,0,0,0,0
mp-1225016,FeCo,Co-Fe,65,2,22.718594336402774,8.389325235934075,0.047685790000000006,0.103059915000001,0.0,4.6840705,1,0,11.359297168201387,0.5,0,0,0,1,0,0,0
mp-2090,FeCo,Co-Fe,221,2,22.88274681661618,8.32914327631918,-0.055374125,0.0,0.0,4.8366533,1,1,11.44137340830809,0.5,1,0,0,0,0,0,0
mp-1007852,FeCo3,Co-Fe,221,4,44.20049546045879,8.740069947203132,0.028938069999999,0.056625132499999,0.0,8.1292799,1,0,11.050123865114697,0.75,1,0,0,0,0,0,0
mp-1225083,FeCo3,Co-Fe,123,4,42.95434444910822,8.99362863011787,0.05374232749999901,0.081429389999999,0.0,7.1199937,1,0,10.738586112277055,0.75,0,0,0,0,1,0,0
mp-1096987,FeCo9,Co-Fe,123,10,130.34090312357782,7.468727271321804,0.6267293099999981,0.637804134999999,0.0,17.8917961,1,0,13.034090312357781,0.9,0,0,0,0,1,0,0
mp-1008349,Co3Ni,Co-Ni,221,4,42.74719400073707,9.147858956449987,-0.007562662499999001,0.015651018749998,0.0,6.2386071,1,1,10.686798500184267,0.75,1,0,0,0,0,0,0
mp-1183837,Co3Ni,Co-Ni,194,8,84.7416530296993,9.229116674551973,-0.023213681249998,0.0,0.0,12.1604263,1,1,10.592706628712412,0.75,0,1,0,0,0,0,0
mp-1226559,Co3Ni,Co-Ni,187,4,42.5007957607719,9.200893642176961,0.0007653474999990001,0.023979028749998,0.0,6.1498343,1,1,10.625198940192975,0.75,0,1,0,0,0,0,0
mp-1006883,CoNi,Co-Ni,221,2,22.00361976823828,8.876882909537516,0.154101905,0.16957769249999902,0.0,2.3086642,1,0,11.00180988411914,0.5,1,0,0,0,0,0,0
mp-1226063,CoNi,Co-Ni,65,2,21.686116211311973,9.006848177210772,0.10764406500000001,0.123119852499998,0.0,2.2885892,1,0,10.843058105655986,0.5,0,0,0,1,0,0,0
mp-1226076,CoNi,Co-Ni,166,2,21.187145840237367,9.218965014989857,0.014804099999999001,0.030279887499997004,0.0,2.5338178,1,1,10.593572920118683,0.5,0,0,0,0,0,0,1
mp-1183751,CoNi3,Co-Ni,221,4,42.40661238754197,9.202548885664886,0.017064732499999,0.024802626249999002,0.0,4.1195866,1,1,10.601653096885492,0.25,1,0,0,0,0,0,0
mp-1183785,CoNi3,Co-Ni,194,8,84.62352397959006,9.223178265795674,0.022479076249998002,0.030216969999999004,0.0,8.3050668,1,1,10.577940497448758,0.25,0,1,0,0,0,0,0
mp-1185970,Mn3Co,Co-Mn,194,8,84.71290942503794,8.771772449657565,-0.009798589698275,0.0,0.0,0.047868499999999,0,1,10.589113678129742,0.25,0,1,0,0,0,0,0
mp-1545421,Mn3Co,Co-Mn,63,8,103.28661213390504,7.194372529728458,-0.21375206086206802,0.0,0.0,8.9700913,2,1,12.91082651673813,0.25,0,0,0,1,0,0,0
mp-1009133,MnCo,Co-Mn,221,2,23.236958854656006,8.137366157288561,-0.013308018965517001,0.0,0.0,4.0277908,1,1,11.618479427328003,0.5,1,0,0,0,0,0,0
mp-1186063,MnCo3,Co-Mn,194,8,83.16987447075893,9.253576256186086,0.095505756767241,0.102159766249999,0.0,3.688674,2,0,10.396234308844866,0.75,0,1,0,0,0,0,0
mp-999543,MnCo3,Co-Mn,221,4,44.53819989572498,8.639985197363849,0.10298715301724101,0.1096411625,0.0,0.030393899999999002,2,0,11.134549973931245,0.75,1,0,0,0,0,0,0
mp-976799,Ni3Bi,Bi-Ni,221,4,55.83087500992584,11.45259086831004,0.17344036671875002,0.17344036671875002,0.0,0.3244818,1,0,13.95771875248146,0.25,1,0,0,0,0,0,0
mp-1220533,NiBi,Bi-Ni,8,32,622.2082825466019,11.429813828541812,0.034478611250001005,0.034478611250001005,0.0,2e-07,0,1,19.44400882958131,0.5,0,0,1,0,0,0,0
mp-22861,NiBi,Bi-Ni,194,4,80.9455233409639,10.98227014069688,0.30273572343750005,0.30273572343750005,0.0,0.005205599999999,0,0,20.236380835240976,0.5,0,1,0,0,0,0,0
mp-999318,NiBi,Bi-Ni,194,4,77.01005986218743,11.543499714211228,0.026048007500001,0.026048007500001,0.0,7.8e-06,0,1,19.252514965546858,0.5,0,1,0,0,0,0,0
mp-23179,NiBi3,Bi-Ni,62,16,433.7177428646935,10.500128781384422,0.036121234374995,0.036121234374995,0.0,1e-06,0,1,27.107358929043343,0.75,0,0,0,1,0,0,0
mp-623452,Mn3Bi,Bi-Mn,139,4,68.7371963805661,9.030051572260083,0.393624719051722,0.393624719051722,0.0,2.6102482,2,0,17.184299095141526,0.25,0,0,0,0,1,0,0
mp-669332,Mn3Bi,Bi-Mn,166,16,311.564154029129,7.968829792801517,0.6299638315517231,0.6299638315517231,0.0,44.8341876,1,0,19.47275962682056,0.25,0,0,0,0,0,0,1
mp-1221736,MnBi,Bi-Mn,51,8,182.03778304235047,9.62980060500664,0.21875650478447903,0.21875650478447903,0.0,11.8406057,1,0,22.75472288029381,0.5,0,0,0,1,0,0,0
mp-22878,MnBi,Bi-Mn,194,4,101.92822383004689,8.599127343758049,0.44906315603448305,0.44906315603448305,0.0,8.0321158,1,0,25.482055957511722,0.5,0,1,0,0,0,0,0
mp-568382,MnBi,Bi-Mn,194,4,92.83816995746125,9.441092785858007,0.207830463534477,0.207830463534477,0.0,7.0977532,2,0,23.20954248936531,0.5,0,1,0,0,0,0,0
mp-1185989,MnBi3,Bi-Mn,221,4,114.21740831084504,9.9134373802693,0.39517754551724205,0.39517754551724205,0.0,4.2175669,1,0,28.55435207771126,0.75,1,0,0,0,0,0,0
mp-569792,CuBi,Bi-Cu,194,4,85.15419327937276,10.628736329993018,0.14974264749999802,0.14974264749999802,0.0,4e-07,0,0,21.28854831984319,0.5,0,1,0,0,0,0,0
mp-1229111,Ag3Bi,Ag-Bi,187,4,88.46061290427231,9.99742337012961,0.14664321500000102,0.14664321500000102,0.0,0.0004351,0,0,22.115153226068077,0.75,0,1,0,0,0,0,0
mp-1006226,ZnBi,Bi-Zn,61,16,453.7732800892419,8.03281000717056,0.106655646249997,0.106655646249997,0.0,0.001911,0,0,28.36083000557762,0.5,0,0,0,1,0,0,0
mp-1064405,ZnBi,Bi-Zn,186,4,121.92166306639815,7.474214289757465,0.23942454000000102,0.23942454000000102,0.0,0.0,0,0,30.48041576659954,0.5,0,1,0,0,0,0,0
mp-1100776,ZnBi3,Bi-Zn,221,4,115.72657010566505,9.934404465790388,0.18967741499999802,0.18967741499999802,0.0,0.0026944,0,0,28.93164252641626,0.75,1,0,0,0,0,0,0
mp-971718,ZnBi3,Bi-Zn,139,4,116.15074381246734,9.89812477416886,0.17758092249999802,0.17758092249999802,0.0,0.003039499999999,0,0,29.037685953116835,0.75,0,0,0,0,1,0,0
mp-1183465,Bi3Pb,Bi-Pb,225,4,125.97191061290671,10.995499257901134,0.09424927749999701,0.09424927749999701,0.0,0.0026704,0,0,31.492977653226678,0.75,1,0,0,0,0,0,0
mp-1227326,BiPb,Bi-Pb,187,2,62.34883262829891,11.084149996411403,0.084652902499996,0.084652902499996,0.0,3.399999999999998e-06,0,0,31.174416314149454,0.5,0,1,0,0,0,0,0
mp-1227459,BiPb4,Bi-Pb,166,5,159.69552603117825,10.791002976597666,0.032338750000008,0.03233875,0.0,0.0246001,0,1,31.93910520623565,0.2,0,0,0,0,0,0,1
mp-1227319,Bi3Sb,Bi-Sb,160,4,141.43193576766612,8.79043042904125,0.003182081249995,0.006644767499999001,0.0,3e-07,0,1,35.35798394191653,0.75,0,0,0,0,0,0,1
mp-1227290,BiSb,Bi-Sb,160,2,68.25111255856382,8.0468630402421,-0.0069253724999990005,0.0,0.1101,0.0,0,1,34.12555627928191,0.5,0,0,0,0,0,0,1
mp-1227413,Bi2Te,Bi-Te,122,6,203.96051723914024,8.883337166117965,-0.032570739444433006,0.11987426277778401,0.0,0.0011894,0,0,33.99341953985671,0.6666666666666666,0,0,0,0,1,0,0
mp-1182783,Bi2Te3,Bi-Te,12,5,358.69644220847607,3.7070191809403132,0.359870538000001,0.634271542,0.4617,0.0018303999999990002,0,0,71.73928844169521,0.4,0,0,1,0,0,0,0
mp-34202,Bi2Te3,Bi-Te,166,5,181.7667606640336,7.315389164356592,-0.274401004000003,0.0,0.3388,0.0,0,1,36.35335213280672,0.4,0,0,0,0,0,0,1
mp-568390,Bi2Te3,Bi-Te,166,5,170.33093278755382,7.806536191875013,-0.024798753999994,0.24960225000000902,0.0,0.0001251,0,0,34.06618655751076,0.4,0,0,0,0,0,0,1
mp-28229,Bi4Te3,Bi-Te,166,7,251.1176558687546,8.05891095593435,-0.194445580000003,0.0015551371428510002,0.0,0.0,0,1,35.87395083839352,0.5714285714285714,0,0,0,0,0,0,1
mp-1214397,Bi8Te7,Bi-Te,164,45,1619.0690250028517,7.892228883402623,-0.21159002577777603,0.001832977333336,0.0945,0.0,0,1,35.97931166673004,0.5333333333333333,0,0,0,0,0,0,1
mp-580062,Bi8Te9,Bi-Te,166,17,607.3188890634901,7.711144993587404,-0.23482502999999702,0.007293502941173001,0.0815,0.0001316,0,1,35.72464053314648,0.47058823529411764,0,0,0,0,0,0,1
mp-1227305,BiTe,Bi-Te,65,2,62.50561811333285,8.94167468656128,0.127606229166673,0.35627373250000705,0.0,0.0021458,0,0,31.252809056666425,0.5,0,0,0,1,0,0,0
mp-1227339,BiTe,Bi-Te,166,2,67.44913067778236,8.286317371855423,-0.11337325083332601,0.11529425250000701,0.0,0.006545,0,0,33.72456533889118,0.5,0,0,0,0,0,0,1
mp-23224,BiTe,Bi-Te,164,12,430.94973280310643,7.78148624828885,-0.22833432583333502,0.00033317749999600005,0.0,0.0,0,1,35.912477733592205,0.5,0,0,0,0,0,0,1
mp-567362,BiTe,Bi-Te,225,2,68.86661599211651,8.115759649288345,-0.12440894583333001,0.10425855750000301,0.0,1.4e-05,0,0,34.433307996058254,0.5,1,0,0,0,0,0,0
mp-35216,BiTe3,Bi-Te,160,4,133.8100647375016,7.343800894020271,-0.133736236250001,0.037764391249993,0.0,0.0043132,0,1,33.4525161843754,0.25,0,0,0,0,0,0,1
mp-1102082,Bi2Se,Bi-Se,14,12,365.7794226502932,9.02354096824111,-0.091139951909724,0.15001390111110802,0.0,3.7e-06,0,0,30.4816185541911,0.6666666666666666,0,0,1,0,0,0,0
mp-1182077,Bi2Se,Bi-Se,64,12,365.64980965373877,9.026739570164443,-0.09658178690972301,0.144572066111109,0.0,2.2300000000000003e-05,0,0,30.470817471144898,0.6666666666666666,0,0,0,1,0,0,0
mp-1214190,Bi2Se,Bi-Se,164,12,379.81092647587786,8.690180759805303,-0.174319747187505,0.06683410583332901,0.0,4.4e-06,0,0,31.65091053965649,0.6666666666666666,0,0,0,0,0,0,1
mp-1182583,Bi2Se3,Bi-Se,12,5,216.49607082389755,5.022671897302478,0.254205126562499,0.6882820620000021,0.0,0.0001916,0,0,43.299214164779514,0.4,0,0,1,0,0,0,0
mp-1198150,Bi2Se3,Bi-Se,137,40,1333.79521375945,6.522073071404545,-0.28597145568750104,0.14810547975000002,0.5469,0.0,0,0,33.34488034398625,0.4,0,0,0,0,1,0,0
mp-23164,Bi2Se3,Bi-Se,62,20,588.00036732479,7.397197629320277,-0.41936729443750104,0.014709641000003002,0.9577999999999991,0.0,0,1,29.4000183662395,0.4,0,0,0,1,0,0,0
mp-541837,Bi2Se3,Bi-Se,166,5,151.77783048479455,7.164344933185313,-0.43407693543750203,0.0,0.3769,0.0,0,1,30.35556609695891,0.4,0,0,0,0,0,0,1
mp-542615,Bi3Se4,Bi-Se,166,7,211.14607427639024,7.414416863875741,-0.339298623035712,0.074107982142862,0.0,1e-07,0,0,30.163724896627176,0.42857142857142855,0,0,0,0,0,0,1
mp-27607,Bi4Se3,Bi-Se,166,7,220.78809995157792,8.068500829083089,-0.303336318169645,0.006718635714285001,0.0,0.0,0,1,31.541157135939702,0.5714285714285714,0,0,0,0,0,0,1
mp-680214,Bi8Se7,Bi-Se,164,45,1411.1487927412097,7.853121057231019,-0.32793277778471003,0.009682616444450001,0.0,0.0279236,0,1,31.358862060915772,0.5333333333333333,0,0,0,0,0,0,1
mp-1190284,Bi8Se9,Bi-Se,166,17,524.5903798716855,7.541515401189527,-0.38122222244485604,0.0017868382352900002,0.0025,0.0,0,1,30.858257639510914,0.47058823529411764,0,0,0,0,0,0,1
mp-1063755,BiSe,Bi-Se,12,4,315.31246899082106,3.032777514842582,-0.08916938036458001,0.272561399166669,0.0,2.54e-05,0,0,78.82811724770526,0.5,0,0,1,0,0,0,0
mp-1063764,BiSe,Bi-Se,12,4,222.90532526549356,4.290039122958967,-0.09125660536457701,0.270474174166672,0.0,3.6200000000000006e-05,0,0,55.72633131637339,0.5,0,0,1,0,0,0,0
mp-1078607,BiSe,Bi-Se,14,8,261.62427154236184,7.310274084795859,-0.19344766661458102,0.168283112916668,0.0,0.0031121,0,0,32.70303394279523,0.5,0,0,1,0,0,0,0
mp-1182022,BiSe,Bi-Se,14,8,271.238755870869,7.051149921658852,-0.232647574114579,0.129083205416669,0.0,1.72e-05,0,0,33.904844483858625,0.5,0,0,1,0,0,0,0
mp-27902,BiSe,Bi-Se,164,12,373.7471693883052,7.675824550082467,-0.35793819536458604,0.0037925841666670004,0.0,0.0,0,1,31.145597449025434,0.5,0,0,0,0,0,0,1
mp-568844,BiSe,Bi-Se,225,2,58.43958224992929,8.18171972906273,-0.21055150286458202,0.151179276666667,0.0,0.0009672,0,0,29.219791124964644,0.5,1,0,0,0,0,0,0
mp-570286,BiSe,Bi-Se,139,4,227.80542644763926,4.197760259783184,-0.09468154786458101,0.267049231666668,0.0,0.0002205,0,0,56.951356611909816,0.5,0,0,0,0,1,0,0
mp-1095302,BiSe2,Bi-Se,12,12,348.0593196046974,7.001708196673084,-0.34059164354166604,0.021139135989585,0.6721,0.0,0,1,29.00494330039145,0.3333333333333333,0,0,1,0,0,0,0
mp-1223757,In2Bi,Bi-In,187,3,87.29488760845726,8.343440118947923,0.058085281666668,0.105810206666667,0.0,2e-06,0,0,29.098295869485753,0.3333333333333333,0,1,0,0,0,0,0
mp-1223979,In2Bi,Bi-In,69,3,86.30438469333059,8.439196571987571,0.056389561666667004,0.104114486666667,0.0,5e-07,0,0,28.768128231110197,0.3333333333333333,0,0,0,1,0,0,0
mp-23188,In2Bi,Bi-In,194,6,174.19311599093172,8.362439161939886,0.034497030000001004,0.08222195500000101,0.0,0.0089301,0,0,29.032185998488618,0.3333333333333333,0,1,0,0,0,0,0
mp-571172,In2Bi,Bi-In,191,3,90.24668674014592,8.070541908631121,0.042666876666662,0.09039180166666201,0.0,0.0010669,0,0,30.08222891338197,0.3333333333333333,0,1,0,0,0,0,0
mp-1184488,In3Bi,Bi-In,221,4,114.13784235311607,8.051662998474768,0.044236198749999005,0.0800298925,0.0,2.4e-06,0,0,28.534460588279018,0.25,1,0,0,0,0,0,0
mp-1223990,In4Bi,Bi-In,12,5,144.37645083067392,7.685874047774097,0.040367487999998,0.069002442999995,0.0,0.001303,0,0,28.875290166134782,0.2,0,0,1,0,0,0,0
mp-23180,In5Bi3,Bi-In,140,16,478.17937672235195,8.34146901723649,0.0008905625000030001,0.05458110312500201,0.0,0.0002042,0,0,29.886211045146997,0.375,0,0,0,0,1,0,0
mp-1001833,InBi,Bi-In,216,2,77.47173639943239,6.940336152146873,-0.071587387499995,0.0,0.0,0.0,0,1,38.735868199716194,0.5,1,0,0,0,0,0,0
mp-2030206,InBi,Bi-In,123,4,119.20732881187166,9.020920077004977,-0.022999999999996003,0.048587387499999,0.0,1.3e-06,0,1,29.801832202967915,0.5,0,0,0,0,1,0,0
mp-23313,InBi,Bi-In,129,4,125.9413233653776,8.538577784237997,-0.027260852499999003,0.044326534999996,0.0,1e-07,0,1,31.4853308413444,0.5,0,0,0,0,1,0,0
mp-569765,InBi,Bi-In,129,4,122.18361096353233,8.80117863046383,-0.010102529999997,0.061484857499998005,0.0,0.003149,0,0,30.545902740883083,0.5,0,0,0,0,1,0,0
mp-1223901,InBi3,Bi-In,21,4,127.28711231667697,9.676707305179272,0.064154071250001,0.09994776499999601,0.0,3.3600000000000004e-05,0,0,31.821778079169242,0.75,0,0,0,1,0,0,0
mp-983237,Ga3Bi,Bi-Ga,221,4,93.00616458557012,7.46567087750954,0.069062200624998,0.072513066875,0.0,0.000133199999999,0,0,23.25154114639253,0.25,1,0,0,0,0,0,0
mp-1018126,GaBi,Bi-Ga,216,2,64.47665124221436,7.177759309423344,-0.006901732500004001,0.0,0.0,0.0,0,1,32.23832562110718,0.5,1,0,0,0,0,0,0
mp-1183974,GaBi3,Bi-Ga,221,4,118.93144398463285,9.72693243807845,0.11723862187500302,0.120689488125002,0.0,0.001957699999999,0,0,29.732860996158212,0.75,1,0,0,0,0,0,0
mp-1006059,Tl3Bi,Bi-Tl,194,8,255.78948602274534,10.674242340548613,-0.032464058750001,0.0,0.0,1e-07,0,1,31.973685752843167,0.25,0,1,0,0,0,0,0
mp-1187502,Tl3Bi,Bi-Tl,221,4,123.93566668560558,11.015226830938857,-0.020494016250005003,0.011970042499996001,0.0,5e-07,0,1,30.983916671401396,0.25,1,0,0,0,0,0,0
mp-1216545,Tl3Bi,Bi-Tl,187,4,124.02471056255956,11.007318418993325,0.036298703749999,0.0687627625,0.0,0.0,0,0,31.00617764063989,0.25,0,1,0,0,0,0,0
mp-1216575,Tl4Bi,Bi-Tl,166,5,157.85815140871355,10.798086256457431,0.0008548533333390001,0.026826100333337002,0.0,0.0554138,0,1,31.57163028174271,0.2,0,0,0,0,0,0,1
mp-30083,TlBi,Bi-Tl,221,2,63.60285631824302,10.792071493296165,0.090246184666668,0.111888890499997,0.0,0.0012028,0,0,31.80142815912151,0.5,1,0,0,0,0,0,0
mp-30469,TlBi2,Bi-Tl,191,3,95.7811937421584,10.789453028743688,0.015296066666669002,0.029724537222229,0.0,3e-07,0,1,31.927064580719463,0.6666666666666666,0,1,0,0,0,0,0
mp-1187484,TlBi3,Bi-Tl,221,4,127.65444597546067,10.813934436228552,0.08280016958333601,0.09362152250000101,0.0,0.0005168,0,0,31.91361149386517,0.75,1,0,0,0,0,0,0
mp-985280,Co3Bi,Bi-Co,139,4,56.13702724696654,11.411411818916328,0.426736236249999,0.426736236249999,0.0,2.9591703,1,0,14.034256811741635,0.25,0,0,0,0,1,0,0
mp-1105522,CoBi3,Bi-Co,62,16,429.75799928164946,10.600581998072151,0.047421941249999,0.047421941249999,0.0,0.0810026,0,1,26.85987495510309,0.75,0,0,0,1,0,0,0
