cif_filename,formula,m,n,z,space_group,trial,seed,n_Co,n_Bi,n_atoms,volume,density,packing_fraction,min_CoCo,min_BiBi,min_CoBi,fingerprint
Co8_Bi12_m2_n3_z4_sg015_trial000_65221044cd.cif,Co8Bi12,2,3,4,15,0,2452960718,8,12,20,1034.203569,4.783515,0.240797,3.802443,3.691649,2.790000,65221044cd97d0df86e8464af052470636eba425
Co8_Bi12_m2_n3_z4_sg014_trial000_c4b2aa2165.cif,Co8Bi12,2,3,4,14,0,220853116,8,12,20,1060.326262,4.665666,0.234864,2.925089,2.768556,2.790000,c4b2aa216545e06e5c598be5d6daf3c7ec29f9a2
Co8_Bi12_m2_n3_z4_sg016_trial000_7eaeced421.cif,Co8Bi12,2,3,4,16,0,3325882773,8,12,20,1028.319252,4.810888,0.242174,2.585148,2.510364,2.790000,7eaeced421e5bd8f870e50198e5aafd2346576a8
Co8_Bi12_m2_n3_z4_sg019_trial000_317c2ab8b7.cif,Co8Bi12,2,3,4,19,0,2212821691,8,12,20,1574.525683,3.141980,0.158164,4.034824,3.121883,2.790000,317c2ab8b78551e67d503628c28a71d29eaed368
Co8_Bi12_m2_n3_z4_sg020_trial000_29bbf20eb9.cif,Co8Bi12,2,3,4,20,0,3151786296,8,12,20,842.405856,5.872619,0.295621,2.313428,2.428602,2.790000,29bbf20eb902415d006a599d38c441a3d561934e
Co8_Bi12_m2_n3_z4_sg023_trial000_f98cc93a13.cif,Co8Bi12,2,3,4,23,0,1296139107,8,12,20,1498.492002,3.301405,0.166189,4.424452,2.535488,2.790000,f98cc93a130ae4fb749dbafaf78b1b4b0d70e07f
Co8_Bi12_m2_n3_z4_sg027_trial000_84f1e1cd13.cif,Co8Bi12,2,3,4,27,0,4076450247,8,12,20,1849.530492,2.674802,0.134646,4.262746,2.925706,2.790000,84f1e1cd13d2939a2fd2770d9611cd959c14d429
Co8_Bi12_m2_n3_z4_sg032_trial000_f69a15ae0b.cif,Co8Bi12,2,3,4,32,0,1251190057,8,12,20,968.967107,5.105569,0.257008,1.931421,2.835390,2.790000,f69a15ae0bf82d5ca00ebd6272e07449bacbd140
Co8_Bi12_m2_n3_z4_sg034_trial000_da16a5443f.cif,Co8Bi12,2,3,4,34,0,1894671820,8,12,20,1721.859884,2.873131,0.144630,4.767114,4.493942,2.790000,da16a5443fbb33dcf1ddafa606ef4fad8b5901a5
Co8_Bi12_m2_n3_z4_sg021_trial000_1192e64cc2.cif,Co8Bi12,2,3,4,21,0,3280941372,8,12,20,1761.077133,2.809149,0.141409,5.481424,3.254039,2.790000,1192e64cc214f4bab49fe479fde26745c676eb89
Co8_Bi12_m2_n3_z4_sg037_trial000_9ee4a8daa3.cif,Co8Bi12,2,3,4,37,0,3495473939,8,12,20,1068.036114,4.631986,0.233169,3.373772,2.681306,2.790000,9ee4a8daa3994a4b86b1af9bf26d1c32918309c4
Co8_Bi12_m2_n3_z4_sg039_trial000_437e41ac57.cif,Co8Bi12,2,3,4,39,0,4160810258,8,12,20,1790.244461,2.763381,0.139105,4.696375,2.506788,2.790000,437e41ac5778983f37ad5ad609116890cdd225ab
Co8_Bi12_m2_n3_z4_sg046_trial000_7e6f70d274.cif,Co8Bi12,2,3,4,46,0,4166452470,8,12,20,1486.751277,3.327475,0.167501,3.725350,3.556226,2.790000,7e6f70d2742432b7e16df2d6b32408a751e20e50
Co8_Bi12_m2_n3_z4_sg044_trial000_4cd5297974.cif,Co8Bi12,2,3,4,44,0,413678799,8,12,20,1882.107612,2.628505,0.132316,2.783183,2.621362,2.790000,4cd5297974cf5bcfabb5962be5860db1dd736f3d
Co8_Bi12_m2_n3_z4_sg031_trial000_f027c34ba5.cif,Co8Bi12,2,3,4,31,0,3219441319,8,12,20,1149.672132,4.303078,0.216612,2.115830,2.313168,2.790000,f027c34ba5393e2944b16984cb0712c13f7693b8
Co8_Bi12_m2_n3_z4_sg050_trial000_2119404a05.cif,Co8Bi12,2,3,4,50,0,3527873833,8,12,20,1125.087825,4.397104,0.221345,2.652685,3.667077,2.790000,2119404a05f6399cbff7195618f1f0e501680386
Co8_Bi12_m2_n3_z4_sg045_trial000_6ef96d4020.cif,Co8Bi12,2,3,4,45,0,130338072,8,12,20,467.272641,10.587242,0.532949,2.021453,2.520260,2.790000,6ef96d40208bc45982c437d422ddc7700eed2ded
Co8_Bi12_m2_n3_z4_sg052_trial000_46be6c119b.cif,Co8Bi12,2,3,4,52,0,3224093798,8,12,20,818.344058,6.045292,0.304313,2.702704,3.250395,2.790000,46be6c119b59cfaee1a25dcbc3b382b51a5ddd89
Co8_Bi12_m2_n3_z4_sg049_trial000_3ee23c3a65.cif,Co8Bi12,2,3,4,49,0,1675554300,8,12,20,1862.022853,2.656857,0.133743,2.109041,3.757013,2.790000,3ee23c3a659b761466bc6be5bbfbcb2c4b6aac00
Co8_Bi12_m2_n3_z4_sg054_trial000_00cbd50010.cif,Co8Bi12,2,3,4,54,0,2826776638,8,12,20,1196.944533,4.133131,0.208057,3.893167,3.308005,2.790000,00cbd5001016b9ee663e6245f7303167e6f96211
Co8_Bi12_m2_n3_z4_sg056_trial000_c197819ea7.cif,Co8Bi12,2,3,4,56,0,3128413285,8,12,20,1067.155412,4.635809,0.233361,3.433270,4.090479,2.790000,c197819ea78dab9b678d63ef37fd5ace22384e88
Co8_Bi12_m2_n3_z4_sg064_trial000_e8b89fe4ca.cif,Co8Bi12,2,3,4,64,0,2806516560,8,12,20,1368.038414,3.616220,0.182036,4.549072,2.382069,2.790000,e8b89fe4ca3cfd5682cf985362c531ca4535228b
Co8_Bi12_m2_n3_z4_sg063_trial000_bc4b1904b9.cif,Co8Bi12,2,3,4,63,0,954030701,8,12,20,650.618113,7.603736,0.382763,3.264460,2.736241,2.790000,bc4b1904b9b51960492f805ad9ce685c4bbef2af
Co8_Bi12_m2_n3_z4_sg062_trial000_5bd0677613.cif,Co8Bi12,2,3,4,62,0,2382019878,8,12,20,1009.729839,4.899457,0.246633,2.614831,2.490173,2.790000,5bd06776133eb35804cb71302a6e3a279c1ad97e
Co8_Bi12_m2_n3_z4_sg058_trial000_a8e3b7e9dc.cif,Co8Bi12,2,3,4,58,0,3398267867,8,12,20,1977.486321,2.501726,0.125934,2.530116,4.143764,2.790000,a8e3b7e9dc582c1df42e5c0d7e6f169e35ac0132
Co8_Bi12_m2_n3_z4_sg059_trial000_4a1b74decd.cif,Co8Bi12,2,3,4,59,0,233375656,8,12,20,1707.548512,2.897211,0.145842,5.195119,3.606985,2.790000,4a1b74decdabd7851e8a821093af90f53b025129
Co8_Bi12_m2_n3_z4_sg066_trial000_5f783e4119.cif,Co8Bi12,2,3,4,66,0,3912598184,8,12,20,1461.592775,3.384752,0.170384,4.724549,4.707527,2.790000,5f783e411950e01923bce8c0192c63aa957703a5
Co8_Bi12_m2_n3_z4_sg072_trial000_656418fce5.cif,Co8Bi12,2,3,4,72,0,2055731343,8,12,20,1700.250460,2.909647,0.146468,2.361393,3.574758,2.790000,656418fce59e53432a589defea2538373ee834a1
Co8_Bi12_m2_n3_z4_sg069_trial000_4f2f46bded.cif,Co8Bi12,2,3,4,69,0,2706012231,8,12,20,737.761176,6.705596,0.337552,2.390777,2.390777,2.790000,4f2f46bded989f77832caa688e49bb810dd689a5
Co8_Bi12_m2_n3_z4_sg061_trial000_b4bdcbbf69.cif,Co8Bi12,2,3,4,61,0,2862472309,8,12,20,1092.703998,4.527419,0.227905,4.469238,2.996024,2.790000,b4bdcbbf699cd0f3bc497c155bd04c968ed3c355
Co8_Bi12_m2_n3_z4_sg078_trial000_81399074bd.cif,Co8Bi12,2,3,4,78,0,4231114689,8,12,20,933.739095,5.298191,0.266705,2.004819,2.581581,2.790000,81399074bd38e7d8d678b49b2c2085879c0fd0ef
Co8_Bi12_m2_n3_z4_sg077_trial000_bcc765ff54.cif,Co8Bi12,2,3,4,77,0,3023225525,8,12,20,988.801651,5.003155,0.251853,2.647481,2.482597,2.790000,bcc765ff54ee97e2c17a5a21a109050566eaedff
Co8_Bi12_m2_n3_z4_sg085_trial000_3e6ab6ac1f.cif,Co8Bi12,2,3,4,85,0,4033333021,8,12,20,1018.301948,4.858214,0.244557,3.702919,3.313640,2.790000,3e6ab6ac1f132db1380d0b0c735c453fa7ffdc69
Co8_Bi12_m2_n3_z4_sg086_trial000_6f1596f88e.cif,Co8Bi12,2,3,4,86,0,2098639170,8,12,20,1193.034757,4.146676,0.208739,3.301530,2.547281,2.790000,6f1596f88e4d111d9de225252bf206ac19ae5982
Co8_Bi12_m2_n3_z4_sg082_trial000_3fdf589ce6.cif,Co8Bi12,2,3,4,82,0,1870904051,8,12,20,1169.049547,4.231753,0.213021,3.433038,3.408824,2.790000,3fdf589ce611614167684b207267b377da7c6d03
Co8_Bi12_m2_n3_z4_sg088_trial000_ff940a1f55.cif,Co8Bi12,2,3,4,88,0,2815022281,8,12,20,1277.292523,3.873137,0.194969,5.528038,4.322632,2.790000,ff940a1f5537a8b3feda55275a40f361428299cb
Co8_Bi12_m2_n3_z4_sg084_trial000_8394f3d356.cif,Co8Bi12,2,3,4,84,0,2070721949,8,12,20,1508.373274,3.279777,0.165100,4.537942,2.452796,2.790000,8394f3d356edc5ae0ed5b60e89b529b126275791
Co8_Bi12_m2_n3_z4_sg090_trial000_00f0ceaea0.cif,Co8Bi12,2,3,4,90,0,524552514,8,12,20,2050.551846,2.412584,0.121447,3.944572,3.157957,2.790000,00f0ceaea0a1b6a66e72672810bae0979792c890
Co8_Bi12_m2_n3_z4_sg091_trial000_4ec8aa0b6d.cif,Co8Bi12,2,3,4,91,0,1744791439,8,12,20,883.195228,5.601398,0.281968,3.824543,3.037766,2.790000,4ec8aa0b6da8266c39290b138be4b76d27bac45d
Co8_Bi12_m2_n3_z4_sg102_trial000_6938fa99dd.cif,Co8Bi12,2,3,4,102,0,1682840993,8,12,20,1511.152555,3.273745,0.164797,3.129906,2.473057,2.790000,6938fa99dd80cce6cc9bda7bdc7a802fda396bd6
Co8_Bi12_m2_n3_z4_sg101_trial000_ca75b19294.cif,Co8Bi12,2,3,4,101,0,2138037588,8,12,20,714.125276,6.927536,0.348724,2.018308,2.477674,2.790000,ca75b19294f472528d7d310fcd39b818024f0d6c
Co8_Bi12_m2_n3_z4_sg081_trial000_f3f0bfdaee.cif,Co8Bi12,2,3,4,81,0,1214591026,8,12,20,1450.243058,3.411241,0.171718,2.445791,2.509626,2.790000,f3f0bfdaee899f5381d88bd5e917cff0f3d800c1
Co8_Bi12_m2_n3_z4_sg106_trial000_683315302f.cif,Co8Bi12,2,3,4,106,0,776214219,8,12,20,1304.945770,3.791061,0.190838,2.264952,3.052540,2.790000,683315302f63e56b317f59b70e428a7f52426e51
Co8_Bi12_m2_n3_z4_sg105_trial000_7ad70ce6b7.cif,Co8Bi12,2,3,4,105,0,150833996,8,12,20,1504.912954,3.287319,0.165480,1.875652,2.361857,2.790000,7ad70ce6b75d0a579b30111254c2f4f8bf133b4f
Co8_Bi12_m2_n3_z4_sg104_trial000_2dff65771d.cif,Co8Bi12,2,3,4,104,0,3173890239,8,12,20,1921.952947,2.574011,0.129573,2.561715,4.602923,2.790000,2dff65771d15582c24201f68a5c356c551d9c20d
Co8_Bi12_m2_n3_z4_sg109_trial000_d4b1c8747b.cif,Co8Bi12,2,3,4,109,0,3644344417,8,12,20,1672.127890,2.958583,0.148932,5.474207,5.422258,2.790000,d4b1c8747b4cf5ac42a11b3e51444f461a37a33e
Co8_Bi12_m2_n3_z4_sg116_trial000_e83b4d45a7.cif,Co8Bi12,2,3,4,116,0,4289538095,8,12,20,975.915938,5.069216,0.255178,2.448832,2.775582,2.790000,e83b4d45a7ef2fa70f299f0273ab6fd204f1cfab
Co8_Bi12_m2_n3_z4_sg079_trial000_90f1a29f1e.cif,Co8Bi12,2,3,4,79,0,1375835447,8,12,20,2000.280321,2.473218,0.124499,3.039660,2.985879,2.790000,90f1a29f1e3411720fc472237d61ea69cfd409dd
Co8_Bi12_m2_n3_z4_sg114_trial000_c8f0793a3b.cif,Co8Bi12,2,3,4,114,0,1154737839,8,12,20,1254.698588,3.942882,0.198480,4.914654,2.998136,2.790000,c8f0793a3b8e521a2f1c8919426fded0a837e9d3
Co8_Bi12_m2_n3_z4_sg117_trial000_653c198bdc.cif,Co8Bi12,2,3,4,117,0,4246848396,8,12,20,1471.893569,3.361064,0.169192,2.687532,2.769929,2.790000,653c198bdc1a07caaea5dd27c312d287dc6f37bc
Co8_Bi12_m2_n3_z4_sg118_trial000_a2d6efb00d.cif,Co8Bi12,2,3,4,118,0,2922394828,8,12,20,729.442925,6.782064,0.341401,2.705006,2.390330,2.790000,a2d6efb00dfebb9b41e50fb880b1d4dfb163dae3
Co8_Bi12_m2_n3_z4_sg120_trial000_3a02e52a7d.cif,Co8Bi12,2,3,4,120,0,2562504854,8,12,20,568.945716,8.695256,0.437709,3.671901,2.309179,2.790000,3a02e52a7d285638f2ca284e89fce03297f9bc51
Co8_Bi12_m2_n3_z4_sg122_trial000_930f8a57d8.cif,Co8Bi12,2,3,4,122,0,170996625,8,12,20,799.732201,6.185981,0.311395,4.985350,3.593877,2.790000,930f8a57d89328738320b7b685fd880e9cdc4a15
Co8_Bi12_m2_n3_z4_sg123_trial000_9203d7043f.cif,Co8Bi12,2,3,4,123,0,4101271017,8,12,20,1211.479898,4.083541,0.205561,2.281371,3.787415,2.790000,9203d7043fa943a318379b3c526541f714d481f4
Co8_Bi12_m2_n3_z4_sg129_trial000_268be0c39d.cif,Co8Bi12,2,3,4,129,0,2751052874,8,12,20,1851.787237,2.671543,0.134482,3.408011,4.948618,2.790000,268be0c39d10696cf36c691fd7e6cd679be73459
Co8_Bi12_m2_n3_z4_sg134_trial000_6b07232826.cif,Co8Bi12,2,3,4,134,0,2996834443,8,12,20,1396.394611,3.542787,0.178340,2.888850,2.994286,2.790000,6b072328262dc936907e259d4d4a714bd100898a
Co8_Bi12_m2_n3_z4_sg140_trial000_0b7a6adf94.cif,Co8Bi12,2,3,4,140,0,1556056003,8,12,20,1835.197823,2.695692,0.135698,4.287110,4.274480,2.790000,0b7a6adf941ded48a2990892ab8a686c5e38e8d9
Co8_Bi12_m2_n3_z4_sg141_trial000_fefe9add9e.cif,Co8Bi12,2,3,4,141,0,597325536,8,12,20,1636.094867,3.023742,0.152212,4.395406,4.370544,2.790000,fefe9add9e432d0493b1aa831b0194be9a91de76
Co8_Bi12_m2_n3_z4_sg159_trial000_c69ad8a376.cif,Co8Bi12,2,3,4,159,0,4151357293,8,12,20,1857.693783,2.663048,0.134055,4.023711,2.414460,2.790000,c69ad8a3760cc9626c44fbbeab83085043da3dd5
Co8_Bi12_m2_n3_z4_sg163_trial000_98ba890ee0.cif,Co8Bi12,2,3,4,163,0,146785758,8,12,20,1180.519689,4.190636,0.210952,4.290871,3.346692,2.790000,98ba890ee00d41b56d51d02366a0df1f45b25abb
Co8_Bi12_m2_n3_z4_sg147_trial000_043dea91a6.cif,Co8Bi12,2,3,4,147,0,3554984075,8,12,20,1904.906457,2.597045,0.130732,2.490300,2.727774,2.790000,043dea91a6b571faf5dab613ae3caeb7e0e58f0b
Co8_Bi12_m2_n3_z4_sg165_trial000_bdd4ed56f8.cif,Co8Bi12,2,3,4,165,0,1671290053,8,12,20,566.405592,8.734251,0.439672,3.727181,2.460916,2.790000,bdd4ed56f8e64429a8c4d092549298dc63080ee9
Co8_Bi12_m2_n3_z4_sg173_trial000_5c3f35b3ba.cif,Co8Bi12,2,3,4,173,0,1510121650,8,12,20,2061.774996,2.399451,0.120786,6.162446,4.172157,2.790000,5c3f35b3ba472501ce6569038939327d54446086
Co8_Bi12_m2_n3_z4_sg174_trial000_c44546cb32.cif,Co8Bi12,2,3,4,174,0,3009382153,8,12,20,1029.749343,4.804206,0.241838,1.868522,2.709643,2.790000,c44546cb32db3cc1292090561d92f235a3116c9e
Co8_Bi12_m2_n3_z4_sg175_trial000_3ecfba4216.cif,Co8Bi12,2,3,4,175,0,3704320709,8,12,20,1151.234618,4.297237,0.216318,2.790000,2.484453,2.790000,3ecfba4216bb484b2f039ef0c6afd126ad012794
Co8_Bi12_m2_n3_z4_sg183_trial000_5e92d3aa17.cif,Co8Bi12,2,3,4,183,0,1329828340,8,12,20,1653.829924,2.991316,0.150579,1.860880,3.061925,2.790000,5e92d3aa177a48b742ac576470ca8b49e85c735e
Co8_Bi12_m2_n3_z4_sg177_trial000_bc2b55d0a2.cif,Co8Bi12,2,3,4,177,0,1893203316,8,12,20,690.517499,7.164378,0.360646,3.328053,3.423106,2.790000,bc2b55d0a27cc9aaa537b75fa12fe28e85e67276
Co8_Bi12_m2_n3_z4_sg158_trial000_9c84ac36c3.cif,Co8Bi12,2,3,4,158,0,940596960,8,12,20,1574.936033,3.141161,0.158122,4.597208,3.043338,2.790000,9c84ac36c35e96acd89d6bde7a8113a05e99e8c3
Co8_Bi12_m2_n3_z4_sg188_trial000_bca763914b.cif,Co8Bi12,2,3,4,188,0,2697055334,8,12,20,1302.884094,3.797059,0.191140,3.356764,3.493823,2.790000,bca763914b95c1f24879257186293e5b5b7a6db5
Co8_Bi12_m2_n3_z4_sg189_trial000_5e7089f385.cif,Co8Bi12,2,3,4,189,0,2415759455,8,12,20,1004.317579,4.925861,0.247962,2.711182,2.588475,2.790000,5e7089f385f89a882098e36645d31485b4c0258a
Co8_Bi12_m2_n3_z4_sg193_trial000_9c7974d04b.cif,Co8Bi12,2,3,4,193,0,3784097922,8,12,20,1213.985749,4.075112,0.205136,3.409866,2.837170,2.790000,9c7974d04b97860ec85c9c7035415896f6b00608
Co8_Bi12_m2_n3_z4_sg192_trial000_9783b29d40.cif,Co8Bi12,2,3,4,192,0,3439362439,8,12,20,1960.726816,2.523109,0.127010,5.538516,3.657658,2.790000,9783b29d40cac481bd9a91fc4cd328dd3285a0be
Co8_Bi12_m2_n3_z4_sg198_trial000_88de24ff03.cif,Co8Bi12,2,3,4,198,0,3258389528,8,12,20,1384.047565,3.574392,0.179931,4.686436,4.061154,2.790000,88de24ff03627308344b7d0628ddf9ecb4e4968e
Co8_Bi12_m2_n3_z4_sg199_trial000_de203db68e.cif,Co8Bi12,2,3,4,199,0,954617576,8,12,20,1352.258092,3.658420,0.184161,4.389865,4.822423,2.790000,de203db68e04e9e649490a9c4bf4b375872fcab9
Co8_Bi12_m2_n3_z4_sg201_trial000_771334bacf.cif,Co8Bi12,2,3,4,201,0,2482904112,8,12,20,1031.359862,4.796704,0.241460,3.169852,4.374926,2.790000,771334bacf3c4e48f0c6a2ec58375002da773e05
Co8_Bi12_m2_n3_z4_sg197_trial000_a0b945d886.cif,Co8Bi12,2,3,4,197,0,2902872660,8,12,20,1796.921336,2.753114,0.138589,6.078732,4.650970,2.790000,a0b945d886db51a1d8b47202ef383b00881563ea
Co8_Bi12_m2_n3_z4_sg190_trial000_8f51b1dc7f.cif,Co8Bi12,2,3,4,190,0,4104280920,8,12,20,1525.339279,3.243297,0.163264,4.531398,3.723402,2.790000,8f51b1dc7f2abe0d7ac79bd8f3553fbdf0e5e8e3
Co8_Bi12_m2_n3_z4_sg211_trial000_7f7836e833.cif,Co8Bi12,2,3,4,211,0,4205026320,8,12,20,1389.928896,3.559267,0.179169,5.580000,3.945656,2.790000,7f7836e833d833f05cb110f6c5a3b619c3779c43
Co8_Bi12_m2_n3_z4_sg207_trial000_61ff5e81d4.cif,Co8Bi12,2,3,4,207,0,2088698269,8,12,20,703.938875,7.027781,0.353770,4.447831,3.500184,2.790000,61ff5e81d45ac16c661830acda48b28a4ad4a38b
Co8_Bi12_m2_n3_z4_sg212_trial000_28ee15af82.cif,Co8Bi12,2,3,4,212,0,934765761,8,12,20,1620.249535,3.053313,0.153700,4.152557,4.832422,2.790000,28ee15af82dde98f8dd44d436829d6930a4f95ab
Co8_Bi12_m2_n3_z4_sg217_trial000_ca2802f283.cif,Co8Bi12,2,3,4,217,0,176093039,8,12,20,1389.928896,3.559267,0.179169,5.580000,3.945656,2.790000,ca2802f2835aa31cd20a0477b21f2b59511938b7
Co8_Bi12_m2_n3_z4_sg218_trial000_746e6ec616.cif,Co8Bi12,2,3,4,218,0,2460582024,8,12,20,1389.928896,3.559267,0.179169,5.580000,2.790000,2.790000,746e6ec616073859e0d3f677271722e5321bcccb
Co8_Bi12_m2_n3_z4_sg224_trial000_38a5e27f75.cif,Co8Bi12,2,3,4,224,0,2367005232,8,12,20,1389.928896,3.559267,0.179169,5.580000,3.945656,2.790000,38a5e27f75275aa017b4f90ba30ebbb13721e689
Co8_Bi12_m2_n3_z4_sg223_trial000_b6ab25e106.cif,Co8Bi12,2,3,4,223,0,2733642679,8,12,20,1389.928896,3.559267,0.179169,5.580000,2.790000,2.790000,b6ab25e1061fc5a77b2bf1163bf21560f0d13a93
Co8_Bi12_m2_n3_z4_sg221_trial000_1e6a39537c.cif,Co8Bi12,2,3,4,221,0,508341117,8,12,20,918.081204,5.388552,0.271253,3.158136,3.252889,2.790000,1e6a39537c74bc08c86f7db34441c5bbfd0ac591
Co2_Bi5_m2_n5_z1_sg001_trial000_b0b1a0515c.cif,Co2Bi5,2,5,1,1,0,3378038132,2,5,7,691.897468,2.790619,0.134204,4.697526,3.969262,2.790000,b0b1a0515c48fffa739a34c005902a1db0c8a029
Co2_Bi5_m2_n5_z1_sg006_trial000_99199b9a17.cif,Co2Bi5,2,5,1,6,0,284567987,2,5,7,545.304094,3.540818,0.170282,5.177595,2.789564,2.790000,99199b9a17a605dd7c3803b2ee60a67de8d1415e
Co2_Bi5_m2_n5_z1_sg025_trial000_3e4eea9f23.cif,Co2Bi5,2,5,1,25,0,1116273878,2,5,7,494.239406,3.906654,0.187875,5.398073,2.808624,2.790000,3e4eea9f234efaa48da919d3bed68cb183b94c8d
Co2_Bi5_m2_n5_z1_sg047_trial000_2f56507e21.cif,Co2Bi5,2,5,1,47,0,1352836302,2,5,7,310.170621,6.225033,0.299368,2.303606,2.541151,2.790000,2f56507e216218c2731af7180ffb3f277d06c05b
Co2_Bi5_m2_n5_z1_sg089_trial000_16d651c98c.cif,Co2Bi5,2,5,1,89,0,4011655182,2,5,7,326.266327,5.917933,0.284600,2.594889,2.348878,2.790000,16d651c98c51c77fd5c39b9409ed283d467f73ee
Co2_Bi5_m2_n5_z1_sg099_trial000_2d194e4911.cif,Co2Bi5,2,5,1,99,0,2109736927,2,5,7,429.427067,4.496275,0.216231,4.660965,3.953653,2.790000,2d194e4911942b174f46c5b65e368a69f556e0aa
Co2_Bi5_m2_n5_z1_sg123_trial000_33147ab6cf.cif,Co2Bi5,2,5,1,123,0,2948380939,2,5,7,630.877418,3.060535,0.147184,7.518659,2.790000,2.790000,33147ab6cf459ea6021ffa29dfa8f5e9f41eace3
Co2_Bi5_m2_n5_z1_sg149_trial000_49dc3c0bed.cif,Co2Bi5,2,5,1,149,0,619436016,2,5,7,213.024096,9.063868,0.435891,2.371130,2.337713,2.790000,49dc3c0bedb6a48d7af15b33733a54120aaba7b6
Co2_Bi5_m2_n5_z1_sg177_trial000_cb2c4c3091.cif,Co2Bi5,2,5,1,177,0,1298157409,2,5,7,548.883114,3.517730,0.169171,5.580000,3.392576,2.790000,cb2c4c3091eea9a7316d7c6ea07d30a0a94c3ef1
Co2_Bi5_m2_n5_z1_sg187_trial000_4c3b62efce.cif,Co2Bi5,2,5,1,187,0,3621819593,2,5,7,393.620905,4.905284,0.235900,1.966490,3.861597,2.790000,4c3b62efce69187dd0a46251db014bf4a9c9395f
Co2_Bi5_m2_n5_z1_sg191_trial000_4ac19e8914.cif,Co2Bi5,2,5,1,191,0,1931134375,2,5,7,115.865607,16.664327,0.801405,2.148451,2.685245,2.790000,4ac19e89145a7851b33ceb3c6c2ae26f78de5801
Co4_Bi10_m2_n5_z2_sg004_trial000_c4fb56ccc2.cif,Co4Bi10,2,5,2,4,0,4177726392,4,10,14,1081.194969,3.571645,0.171764,2.498681,2.645790,2.790000,c4fb56ccc2931ab0a1d8e9870b758c6c6396240e
Co4_Bi10_m2_n5_z2_sg005_trial000_56fde2e4ca.cif,Co4Bi10,2,5,2,5,0,3638080037,4,10,14,1121.201730,3.444202,0.165635,5.517729,4.258358,2.790000,56fde2e4cabe91f40e9b68e823c6b84e08ed1866
Co4_Bi10_m2_n5_z2_sg008_trial000_8cb166ecb4.cif,Co4Bi10,2,5,2,8,0,866348179,4,10,14,793.264559,4.868041,0.234109,4.212921,2.588547,2.790000,8cb166ecb4af21aa601c91618492b2c3f2ac1b1a
Co4_Bi10_m2_n5_z2_sg010_trial000_c41a346daa.cif,Co4Bi10,2,5,2,10,0,2696653886,4,10,14,1318.829809,2.928084,0.140815,3.596261,2.459877,2.790000,c41a346daaffc00f01e0c00897ab7758b8117dd5
Co4_Bi10_m2_n5_z2_sg012_trial000_8a3f398bfb.cif,Co4Bi10,2,5,2,12,0,2798028737,4,10,14,1211.619341,3.187176,0.153275,6.203679,4.036377,2.790000,8a3f398bfb1a71f32dd78a28b521ab8b1a3be05c
Co4_Bi10_m2_n5_z2_sg018_trial000_7b4285d80c.cif,Co4Bi10,2,5,2,18,0,1621624612,4,10,14,978.315363,3.947239,0.189827,5.316547,2.810331,2.790000,7b4285d80cf62793cebec1752a866d0c646241d3
Co4_Bi10_m2_n5_z2_sg014_trial000_0ae1efc854.cif,Co4Bi10,2,5,2,14,0,4121411759,4,10,14,913.002370,4.229611,0.203406,6.097470,2.516113,2.790000,0ae1efc8548be41ed7c4109be2ddf7c603451bb4
Co4_Bi10_m2_n5_z2_sg023_trial000_2ece9d4187.cif,Co4Bi10,2,5,2,23,0,317056222,4,10,14,1468.315289,2.629983,0.126479,5.098765,4.973984,2.790000,2ece9d4187b5b40527881b3a59fa26fd681e29b3
Co4_Bi10_m2_n5_z2_sg025_trial000_dfdc6ac148.cif,Co4Bi10,2,5,2,25,0,3616515720,4,10,14,590.983122,6.534272,0.314240,3.034638,2.611219,2.790000,dfdc6ac148cf6566ccfe4dd900212e1d6ae12a80
Co4_Bi10_m2_n5_z2_sg038_trial000_6aba03355d.cif,Co4Bi10,2,5,2,38,0,1347199300,4,10,14,955.463006,4.041648,0.194367,5.919174,3.534983,2.790000,6aba03355d6df5f1b1321f50558d06895e117d57
Co4_Bi10_m2_n5_z2_sg032_trial000_ef1b86a178.cif,Co4Bi10,2,5,2,32,0,3343970785,4,10,14,1536.900448,2.512619,0.120835,3.787118,4.214710,2.790000,ef1b86a178fd70b1401d1a305e31a48224af54b6
Co4_Bi10_m2_n5_z2_sg050_trial000_63cd85d9bc.cif,Co4Bi10,2,5,2,50,0,4041237822,4,10,14,490.775710,7.868451,0.378402,2.513376,2.826186,2.790000,63cd85d9bc26b73d85a77ab18c5e62b2909820ef
Co4_Bi10_m2_n5_z2_sg035_trial000_5c6d37ebdd.cif,Co4Bi10,2,5,2,35,0,472272311,4,10,14,969.875060,3.981590,0.191479,3.609228,2.649490,2.790000,5c6d37ebdddc167be015d5dedb2f392079ecd410
Co4_Bi10_m2_n5_z2_sg059_trial000_b075f0d112.cif,Co4Bi10,2,5,2,59,0,4105357280,4,10,14,1005.523489,3.840432,0.184690,5.064969,3.302168,2.790000,b075f0d112ce731a77f1e93f2d5350b088fae528
Co4_Bi10_m2_n5_z2_sg051_trial000_dd4fc49cc9.cif,Co4Bi10,2,5,2,51,0,678831407,4,10,14,532.236832,7.255501,0.348925,4.686175,2.346238,2.790000,dd4fc49cc94dfbb3f6cd587391543f7eca2a9803
Co4_Bi10_m2_n5_z2_sg055_trial000_1cb5bf3fdc.cif,Co4Bi10,2,5,2,55,0,1596685868,4,10,14,684.921655,5.638082,0.271141,5.241677,3.134622,2.790000,1cb5bf3fdcbd11ff57bd3556f4dda4431ffa789d
