cif_filename,formula,m,n,z,space_group,trial,seed,n_Co,n_Bi,n_atoms,volume,density,packing_fraction,min_CoCo,min_BiBi,min_CoBi,fingerprint
Co4_Bi12_m1_n3_z4_sg036_trial000_a94d668957.cif,Co4Bi12,1,3,4,36,0,3725518769,4,12,16,997.982715,4.564894,0.216745,7.087219,2.352806,2.790000,a94d66895768e046804dd17cf4eee8214b2e9444
Co4_Bi12_m1_n3_z4_sg039_trial000_88a8335983.cif,Co4Bi12,1,3,4,39,0,125742103,4,12,16,719.315011,6.333366,0.300714,3.331294,2.807824,2.790000,88a83359832b824650d24ce6f7a82daa82662935
Co4_Bi12_m1_n3_z4_sg040_trial000_8dd4705d45.cif,Co4Bi12,1,3,4,40,0,3621992295,4,12,16,850.084693,5.359095,0.254454,2.932704,2.869878,2.790000,8dd4705d45998e88f3d31753c07752cbd47137b0
Co4_Bi12_m1_n3_z4_sg046_trial000_fd39f74271.cif,Co4Bi12,1,3,4,46,0,3595207566,4,12,16,1205.138311,3.780217,0.179488,5.297795,2.642754,2.790000,fd39f742715d4bf5518df5f43d0ab8232594fa58
Co4_Bi12_m1_n3_z4_sg045_trial000_f7c70b9d33.cif,Co4Bi12,1,3,4,45,0,1406909821,4,12,16,1047.841597,4.347685,0.206432,6.444424,3.636847,2.790000,f7c70b9d33fe21a5fb7e0d9e4531686a22154012
Co4_Bi12_m1_n3_z4_sg041_trial000_267f19299d.cif,Co4Bi12,1,3,4,41,0,2125896266,4,12,16,1716.011691,2.654810,0.126053,8.227175,2.699612,2.790000,267f19299dea677a3f3eda56899a6f554fe996c3
Co4_Bi12_m1_n3_z4_sg052_trial000_61be2d1656.cif,Co4Bi12,1,3,4,52,0,2616800154,4,12,16,687.952524,6.622092,0.314422,5.809107,2.859653,2.790000,61be2d16569d58cbd880e6a9c3e2a95cd6f4a5ba
Co4_Bi12_m1_n3_z4_sg044_trial000_e73b3b3c5f.cif,Co4Bi12,1,3,4,44,0,114512130,4,12,16,1063.665651,4.283005,0.203361,5.823847,3.089578,2.790000,e73b3b3c5fc9817d613f32ab7c3e13bee1cb7059
Co4_Bi12_m1_n3_z4_sg048_trial000_849599b81c.cif,Co4Bi12,1,3,4,48,0,3647671121,4,12,16,1620.390752,2.811473,0.133491,6.207562,3.371915,2.790000,849599b81c6d8f62ff3432b7a62ef6b6542c8a19
Co4_Bi12_m1_n3_z4_sg049_trial000_f31c7b79bf.cif,Co4Bi12,1,3,4,49,0,3989710202,4,12,16,812.144555,5.609451,0.266341,4.665869,2.485027,2.790000,f31c7b79bfb59ad7ed05a01bdd0486130baa59c4
Co4_Bi12_m1_n3_z4_sg050_trial000_4ba4fdbb98.cif,Co4Bi12,1,3,4,50,0,1472051447,4,12,16,896.841776,5.079697,0.241188,4.406998,3.762997,2.790000,4ba4fdbb9898f3fec7b614954381629a9cfe1111
Co4_Bi12_m1_n3_z4_sg056_trial000_5d6977dd0b.cif,Co4Bi12,1,3,4,56,0,3597174170,4,12,16,351.760092,12.951114,0.614930,3.457511,2.608484,2.790000,5d6977dd0b5167ffa6a5684713759aefedaf0588
Co4_Bi12_m1_n3_z4_sg057_trial000_196318b924.cif,Co4Bi12,1,3,4,57,0,4286207476,4,12,16,1150.393483,3.960110,0.188029,5.391267,2.836170,2.790000,196318b924429f7e5f2a4ddf7e883a9b976badf0
Co4_Bi12_m1_n3_z4_sg060_trial000_f526811877.cif,Co4Bi12,1,3,4,60,0,1525317774,4,12,16,1307.112810,3.485304,0.165485,5.580000,3.856064,2.790000,f526811877b7629bd8159d80d4a91471d5cb7e22
Co4_Bi12_m1_n3_z4_sg058_trial000_29be75bbf1.cif,Co4Bi12,1,3,4,58,0,1831172924,4,12,16,838.999386,5.429903,0.257816,1.948339,2.518236,2.790000,29be75bbf1aee68b235ccfe1d19c7b1bb6b8e52b
Co4_Bi12_m1_n3_z4_sg061_trial000_2a2a6576dc.cif,Co4Bi12,1,3,4,61,0,906105004,4,12,16,985.527457,4.622585,0.219484,5.856804,2.963543,2.790000,2a2a6576dc6fbe8768fcb7703cb490b25b8d327b
Co4_Bi12_m1_n3_z4_sg063_trial000_34ea94ce55.cif,Co4Bi12,1,3,4,63,0,733423758,4,12,16,286.874291,15.880422,0.754016,2.372180,2.372180,2.790000,34ea94ce558619ba4481365b42df6716f61328bd
Co4_Bi12_m1_n3_z4_sg064_trial000_128a70903e.cif,Co4Bi12,1,3,4,64,0,2550370775,4,12,16,1553.103314,2.933279,0.139275,7.927443,3.987030,2.790000,128a70903e8ab60e6062a80b89f151e47f129c9c
Co4_Bi12_m1_n3_z4_sg062_trial000_502f079ab0.cif,Co4Bi12,1,3,4,62,0,82614995,4,12,16,872.180207,5.223330,0.248008,4.371409,2.990902,2.790000,502f079ab0aecbb330ad470d0df5e00b0e48c2cf
Co4_Bi12_m1_n3_z4_sg066_trial000_e4ceebbe8f.cif,Co4Bi12,1,3,4,66,0,1609112384,4,12,16,1205.609842,3.778739,0.179418,3.934343,3.419028,2.790000,e4ceebbe8f8862e2f21f11631ff0260a9fc777fe
Co4_Bi12_m1_n3_z4_sg068_trial000_5ae2a0afe7.cif,Co4Bi12,1,3,4,68,0,4175698345,4,12,16,678.594237,6.713415,0.318759,5.580000,2.790000,2.790000,5ae2a0afe73060c7ce5ed4f20b189596678b6191
Co4_Bi12_m1_n3_z4_sg069_trial000_2b4fb61d14.cif,Co4Bi12,1,3,4,69,0,2688254329,4,12,16,669.341551,6.806219,0.323165,5.580000,2.790000,2.790000,2b4fb61d1493eaa07c057c7679491724f2b07045
Co4_Bi12_m1_n3_z4_sg072_trial000_e9a82ad6fa.cif,Co4Bi12,1,3,4,72,0,2305123454,4,12,16,245.715355,18.540497,0.880318,2.759010,2.759010,2.790000,e9a82ad6fabb950e1cec5f3300da31f5697d0b9f
Co4_Bi12_m1_n3_z4_sg055_trial000_60b9ffd1b8.cif,Co4Bi12,1,3,4,55,0,4112215723,4,12,16,590.303192,7.717534,0.366435,4.883095,2.840166,2.790000,60b9ffd1b826ebab7a1bb9d1479b46c9a4b3c503
Co4_Bi12_m1_n3_z4_sg074_trial000_64d6d00bc0.cif,Co4Bi12,1,3,4,74,0,3123453465,4,12,16,474.882364,9.593291,0.455498,5.232963,2.802838,2.790000,64d6d00bc05528cd87d3c3f7777e6ba84877b8d9
Co4_Bi12_m1_n3_z4_sg076_trial000_2d30f4279b.cif,Co4Bi12,1,3,4,76,0,1106885171,4,12,16,928.234991,4.907900,0.233031,4.789142,2.387984,2.790000,2d30f4279bf00c8d4394b4f381f4bf508f1f7c04
Co4_Bi12_m1_n3_z4_sg079_trial000_458813c30a.cif,Co4Bi12,1,3,4,79,0,246943745,4,12,16,808.971767,5.631451,0.267386,5.098225,2.363494,2.790000,458813c30a92b1e3a3f27acaf62010dfd0de1505
Co4_Bi12_m1_n3_z4_sg078_trial000_34dbbfad23.cif,Co4Bi12,1,3,4,78,0,2089650813,4,12,16,773.195376,5.892023,0.279758,4.603689,2.415915,2.790000,34dbbfad23299961731b3b74c1a4b76561b9e6ac
Co4_Bi12_m1_n3_z4_sg082_trial000_e8e72324ee.cif,Co4Bi12,1,3,4,82,0,2321567556,4,12,16,1021.708208,4.458890,0.211712,3.154817,2.405018,2.790000,e8e72324eeba91c242768414b90f3ac14533094c
Co4_Bi12_m1_n3_z4_sg088_trial000_268d3431f2.cif,Co4Bi12,1,3,4,88,0,2299278360,4,12,16,665.611098,6.844364,0.324976,5.580000,3.445848,2.790000,268d3431f232c3bfe01f284038c6c06fe4a14996
Co4_Bi12_m1_n3_z4_sg086_trial000_87cc7ed7e3.cif,Co4Bi12,1,3,4,86,0,1680429517,4,12,16,448.905300,10.148432,0.481856,5.354105,2.507306,2.790000,87cc7ed7e36261e475cf83d520102f7714f6b42d
Co4_Bi12_m1_n3_z4_sg092_trial000_056082f5d8.cif,Co4Bi12,1,3,4,92,0,1855197781,4,12,16,1534.437093,2.968962,0.140969,7.535801,2.750764,2.790000,056082f5d86a28420513c32dc25f7ffae6f8b85b
Co4_Bi12_m1_n3_z4_sg095_trial000_a12e106083.cif,Co4Bi12,1,3,4,95,0,3371358007,4,12,16,1303.458717,3.495074,0.165949,4.113547,3.154449,2.790000,a12e106083ae76f551f6034217e6c01f99ddf672
Co4_Bi12_m1_n3_z4_sg096_trial000_5d83c8020f.cif,Co4Bi12,1,3,4,96,0,1675219170,4,12,16,1264.150213,3.603753,0.171109,7.341842,3.626354,2.790000,5d83c8020fc8bc93ae75ba6c74f68ae2647a6e42
Co4_Bi12_m1_n3_z4_sg098_trial000_a3b06f7eff.cif,Co4Bi12,1,3,4,98,0,1845478540,4,12,16,1602.279494,2.843252,0.135000,7.423155,2.870065,2.790000,a3b06f7eff0c1de562197091e5e32f6b95479ecd
Co4_Bi12_m1_n3_z4_sg089_trial000_1bdb3b3b07.cif,Co4Bi12,1,3,4,89,0,3098618782,4,12,16,845.089575,5.390772,0.255958,2.597327,2.679981,2.790000,1bdb3b3b070c36197934c756bc2ddfad77ca169f
Co4_Bi12_m1_n3_z4_sg087_trial000_f4a85aba35.cif,Co4Bi12,1,3,4,87,0,954170412,4,12,16,1747.436421,2.607068,0.123786,5.964958,4.083128,2.790000,f4a85aba35c96f691b8259525587c0f4e455cbc6
Co4_Bi12_m1_n3_z4_sg104_trial000_f3f9b11596.cif,Co4Bi12,1,3,4,104,0,502229838,4,12,16,886.132325,5.141089,0.244103,2.309488,2.697396,2.790000,f3f9b11596a78473c6fcd8d2fe6aa1b1caa3f49d
Co4_Bi12_m1_n3_z4_sg103_trial000_a94a2067b8.cif,Co4Bi12,1,3,4,103,0,88780302,4,12,16,846.685784,5.380609,0.255476,3.970622,2.748822,2.790000,a94a2067b887c47fa9ab7cd0a501648140182267
Co4_Bi12_m1_n3_z4_sg108_trial000_a5252469e1.cif,Co4Bi12,1,3,4,108,0,2366847687,4,12,16,334.593761,13.615570,0.646479,3.202216,2.327742,2.790000,a5252469e17fbe3e204819745caff9d24d7ba9ff
Co4_Bi12_m1_n3_z4_sg105_trial000_3381daacb9.cif,Co4Bi12,1,3,4,105,0,3850119689,4,12,16,1234.948060,3.688969,0.175155,2.791213,3.288106,2.790000,3381daacb97063bf55adc5d532ff4429e3f76647
Co4_Bi12_m1_n3_z4_sg109_trial000_440965018d.cif,Co4Bi12,1,3,4,109,0,3072647797,4,12,16,1458.505742,3.123529,0.148308,6.451878,3.478001,2.790000,440965018d6357f1b5f31cdefa83a4b2241ad1c2
Co4_Bi12_m1_n3_z4_sg114_trial000_20959cfb5b.cif,Co4Bi12,1,3,4,114,0,1215574986,4,12,16,729.728609,6.242985,0.296422,3.135378,3.095099,2.790000,20959cfb5b769db09138ca397c5b615a9fb5d58e
Co4_Bi12_m1_n3_z4_sg107_trial000_06da4aefcd.cif,Co4Bi12,1,3,4,107,0,2754221374,4,12,16,774.126189,5.884938,0.279422,2.062976,3.482358,2.790000,06da4aefcd7c6b08d3948c9e89fcd3d1e968a7a6
Co4_Bi12_m1_n3_z4_sg113_trial000_b9c96f7376.cif,Co4Bi12,1,3,4,113,0,91836435,4,12,16,1207.574734,3.772590,0.179126,5.541497,3.123923,2.790000,b9c96f73761daacb6a5f50726fc061906bf4b9f3
Co4_Bi12_m1_n3_z4_sg118_trial000_2358721c55.cif,Co4Bi12,1,3,4,118,0,3010307936,4,12,16,529.494571,8.603837,0.408517,2.127811,2.576450,2.790000,2358721c5551d2de60230fb3d746df33fc137bb7
Co4_Bi12_m1_n3_z4_sg099_trial000_8895889cbe.cif,Co4Bi12,1,3,4,99,0,789079964,4,12,16,1526.043456,2.985292,0.141744,6.646858,2.687299,2.790000,8895889cbe68fc3b6386373f07cf4f947f4b4605
Co4_Bi12_m1_n3_z4_sg115_trial000_5a92dabfa4.cif,Co4Bi12,1,3,4,115,0,2119265567,4,12,16,1323.839627,3.441266,0.163394,2.312120,3.373929,2.790000,5a92dabfa4a0f5d5cc8b14d59911242cc6d0ca19
Co4_Bi12_m1_n3_z4_sg116_trial000_5e8fa97649.cif,Co4Bi12,1,3,4,116,0,1527124656,4,12,16,585.880801,7.775788,0.369201,4.776987,2.790000,2.790000,5e8fa9764971ea097b5f1f88124ef7a1112e49b4
Co4_Bi12_m1_n3_z4_sg125_trial000_6f55af15bf.cif,Co4Bi12,1,3,4,125,0,1050031255,4,12,16,853.022776,5.340637,0.253578,2.958686,2.365511,2.790000,6f55af15bffe44340ad70ef700263ddfdd41f8b9
Co4_Bi12_m1_n3_z4_sg124_trial000_66813d467d.cif,Co4Bi12,1,3,4,124,0,2554033100,4,12,16,644.545000,7.068063,0.335598,2.284899,2.684343,2.790000,66813d467d23666e0c4b7bd989466d7a69e10cc3
Co4_Bi12_m1_n3_z4_sg130_trial000_4ecdfb5d3c.cif,Co4Bi12,1,3,4,130,0,2342375424,4,12,16,722.148519,6.308515,0.299534,5.580000,2.721810,2.790000,4ecdfb5d3c55ce703008952a51dc2b159c6057e0
Co4_Bi12_m1_n3_z4_sg129_trial000_0f9ec0762d.cif,Co4Bi12,1,3,4,129,0,4137662572,4,12,16,1773.744534,2.568400,0.121950,3.018340,2.403296,2.790000,0f9ec0762d6921a83fbdb8eac2e0b9538ddd10e4
Co4_Bi12_m1_n3_z4_sg133_trial000_4b757e90b8.cif,Co4Bi12,1,3,4,133,0,2335089810,4,12,16,505.675585,9.009106,0.427760,3.945656,2.796878,2.790000,4b757e90b8956b15ab1efe1ae708c96da70135cf
Co4_Bi12_m1_n3_z4_sg126_trial000_683d580995.cif,Co4Bi12,1,3,4,126,0,1317369102,4,12,16,607.009741,7.505127,0.356350,3.830190,2.421928,2.790000,683d580995c0cee890f1b1d34d18c4e908b263e2
Co4_Bi12_m1_n3_z4_sg141_trial000_0b305e072c.cif,Co4Bi12,1,3,4,141,0,1759870867,4,12,16,700.457519,6.503870,0.308809,5.580000,3.520743,2.790000,0b305e072c6d2660f08cc3bacdbdc7d19b1862f4
Co4_Bi12_m1_n3_z4_sg147_trial000_52f040f89d.cif,Co4Bi12,1,3,4,147,0,2015879566,4,12,16,763.626621,5.965854,0.283264,3.511423,3.266783,2.790000,52f040f89dbd331b1a6eefb5b754333d1d7f7c1d
Co4_Bi12_m1_n3_z4_sg150_trial000_5664807e96.cif,Co4Bi12,1,3,4,150,0,2207330563,4,12,16,1288.824497,3.534760,0.167833,4.642994,3.023905,2.790000,5664807e96662370c6ddc5d2e77d2196f8ca511d
Co4_Bi12_m1_n3_z4_sg159_trial000_8f8731e252.cif,Co4Bi12,1,3,4,159,0,4192638298,4,12,16,943.245758,4.829796,0.229323,2.041732,2.571117,2.790000,8f8731e252c19b8705846da6c6f4e25e991b5249
Co4_Bi12_m1_n3_z4_sg158_trial000_8547fabc87.cif,Co4Bi12,1,3,4,158,0,383222658,4,12,16,797.577513,5.711902,0.271206,2.837024,2.900691,2.790000,8547fabc872c968d6df01019986e4f0f860c98e5
Co4_Bi12_m1_n3_z4_sg164_trial000_336d850bb4.cif,Co4Bi12,1,3,4,164,0,4263153990,4,12,16,1430.024726,3.185739,0.151262,4.407805,2.939166,2.790000,336d850bb496a77b7f710be4e6ddf6148b0a3257
Co4_Bi12_m1_n3_z4_sg168_trial000_d59796460c.cif,Co4Bi12,1,3,4,168,0,1793443774,4,12,16,846.456697,5.382065,0.255545,7.874703,3.111965,2.790000,d59796460c706d7646c67b52b0badbeaf37f970f
Co4_Bi12_m1_n3_z4_sg173_trial000_d588023f4a.cif,Co4Bi12,1,3,4,173,0,2971477645,4,12,16,725.369254,6.280505,0.298204,4.076747,2.891916,2.790000,d588023f4ac7ec77555ba2ffdaf272a0d17bfa8d
Co4_Bi12_m1_n3_z4_sg123_trial000_d45496c3d1.cif,Co4Bi12,1,3,4,123,0,3216889119,4,12,16,860.840880,5.292134,0.251275,4.413779,3.007830,2.790000,d45496c3d1d9f318358e945c18640009f3b74410
Co4_Bi12_m1_n3_z4_sg174_trial000_a7a637b166.cif,Co4Bi12,1,3,4,174,0,2548375850,4,12,16,1288.432102,3.535836,0.167884,4.949307,3.288842,2.790000,a7a637b166035e118c45238077c255c4ab6d7cca
Co4_Bi12_m1_n3_z4_sg185_trial000_9f0cfbf7ea.cif,Co4Bi12,1,3,4,185,0,634389889,4,12,16,1483.103348,3.071725,0.145848,5.651503,3.802216,2.790000,9f0cfbf7ea9c58296a1efe9019012f41d469a42c
Co4_Bi12_m1_n3_z4_sg183_trial000_8ed2f4771f.cif,Co4Bi12,1,3,4,183,0,3570367281,4,12,16,1368.505531,3.328949,0.158061,5.962599,2.515883,2.790000,8ed2f4771fd0f54a8a6db1be21c217311eef92c9
Co4_Bi12_m1_n3_z4_sg165_trial000_4f8d415c17.cif,Co4Bi12,1,3,4,165,0,3983283856,4,12,16,1019.563374,4.468270,0.212157,2.878349,3.071397,2.790000,4f8d415c1749439d5376140eef9381e0d32c40ee
Co4_Bi12_m1_n3_z4_sg121_trial000_bad0f2ca37.cif,Co4Bi12,1,3,4,121,0,3631469835,4,12,16,1331.340378,3.421878,0.162474,4.873671,2.717302,2.790000,bad0f2ca37e65ab9323672087f6fbcaba644879b
Co4_Bi12_m1_n3_z4_sg190_trial000_2507c7b22c.cif,Co4Bi12,1,3,4,190,0,1675946142,4,12,16,849.717521,5.361411,0.254564,5.174665,2.933865,2.790000,2507c7b22c0a752c0f1454c17630276409a7114d
Co4_Bi12_m1_n3_z4_sg188_trial000_d6fca3c26f.cif,Co4Bi12,1,3,4,188,0,3181535571,4,12,16,1174.350317,3.879324,0.184194,5.580000,2.790000,2.790000,d6fca3c26f5f1a3e6bf41ac4847a0b453d10eeca
Co4_Bi12_m1_n3_z4_sg196_trial000_515f6485f1.cif,Co4Bi12,1,3,4,196,0,76421628,4,12,16,267.491941,17.031111,0.808651,4.556051,2.790000,2.790000,515f6485f16ce04ef67985eeac1b05808b370124
Co4_Bi12_m1_n3_z4_sg198_trial000_0269f17753.cif,Co4Bi12,1,3,4,198,0,1693097335,4,12,16,708.146371,6.433253,0.305456,5.458331,2.318555,2.790000,0269f177534e07ab76d929e40fa76f6f410ff126
Co4_Bi12_m1_n3_z4_sg175_trial000_d875940b30.cif,Co4Bi12,1,3,4,175,0,3119419600,4,12,16,1214.745139,3.750322,0.178068,2.041112,2.596645,2.790000,d875940b30ff55507e396c92b92313f405eb654c
Co4_Bi12_m1_n3_z4_sg202_trial000_99331ccb45.cif,Co4Bi12,1,3,4,202,0,205280150,4,12,16,267.491941,17.031111,0.808651,4.556051,2.790000,2.790000,99331ccb456680cb77d5c6dbbc12c44577e25440
Co4_Bi12_m1_n3_z4_sg191_trial000_1ea27af4e1.cif,Co4Bi12,1,3,4,191,0,3930026093,4,12,16,860.514415,5.294141,0.251370,5.382943,2.992904,2.790000,1ea27af4e1b36248a27490d047bab549cb6a351c
Co4_Bi12_m1_n3_z4_sg201_trial000_2c162a5a39.cif,Co4Bi12,1,3,4,201,0,4256380081,4,12,16,267.491941,17.031111,0.808651,4.556051,2.790000,2.790000,2c162a5a39f5f11b45a178704c74abd0c6184b97
Co4_Bi12_m1_n3_z4_sg208_trial000_ccb41a3d6e.cif,Co4Bi12,1,3,4,208,0,3734752306,4,12,16,483.073220,9.430630,0.447774,5.548250,2.353812,2.790000,ccb41a3d6e689106562caf1c9b75891f35aa74dd
Co4_Bi12_m1_n3_z4_sg205_trial000_138540e231.cif,Co4Bi12,1,3,4,205,0,2772007088,4,12,16,300.685431,15.151000,0.719382,4.737208,2.865866,2.790000,138540e231415f83d832723244a28b7c26aa32ba
Co4_Bi12_m1_n3_z4_sg209_trial000_e50b9ae4ac.cif,Co4Bi12,1,3,4,209,0,4220492973,4,12,16,267.491941,17.031111,0.808651,4.556051,2.790000,2.790000,e50b9ae4acb257f465ba951759e438fbf7ba5b90
Co4_Bi12_m1_n3_z4_sg207_trial000_4cb87fcf3d.cif,Co4Bi12,1,3,4,207,0,1802892359,4,12,16,1674.072033,2.721320,0.129211,5.936923,3.221615,2.790000,4cb87fcf3d0c488cc8647ad0af3b75489e3ffa67
Co4_Bi12_m1_n3_z4_sg216_trial000_9a165edea0.cif,Co4Bi12,1,3,4,216,0,3872399358,4,12,16,267.491941,17.031111,0.808651,4.556051,2.790000,2.790000,9a165edea0aea139a3189a83435cd34d4780524a
Co4_Bi12_m1_n3_z4_sg221_trial000_0785640cb7.cif,Co4Bi12,1,3,4,221,0,2877192823,4,12,16,718.387582,6.341542,0.301102,6.332929,2.790000,2.790000,0785640cb7dc118c079b53fe55d5f08d61fe81a6
Co4_Bi12_m1_n3_z4_sg224_trial000_2dfe45661d.cif,Co4Bi12,1,3,4,224,0,2635931752,4,12,16,491.414074,9.270563,0.440174,5.580000,2.790000,2.790000,2dfe45661d1479dc8ef41bf75a1042147b99f580
Co4_Bi12_m1_n3_z4_sg215_trial000_2ccc09abf4.cif,Co4Bi12,1,3,4,215,0,2833742593,4,12,16,879.563121,5.179486,0.245926,4.790627,2.829314,2.790000,2ccc09abf4abdd8a825c4b7725cfad0b0416e2d3
Co4_Bi12_m1_n3_z4_sg225_trial000_a1156ed23d.cif,Co4Bi12,1,3,4,225,0,174753470,4,12,16,267.491941,17.031111,0.808651,4.556051,2.790000,2.790000,a1156ed23d5ac5bd529d3e7c525c9d89178a591c
Co1_Bi4_m1_n4_z1_sg002_trial000_309897077b.cif,Co1Bi4,1,4,1,2,0,2442643785,1,4,5,451.671971,3.289868,0.153597,,3.080324,2.790000,309897077b26585fd05b2cb2015c443789ba50b5
Co1_Bi4_m1_n4_z1_sg001_trial000_7dd7d1372d.cif,Co1Bi4,1,4,1,1,0,3508307692,1,4,5,446.192825,3.330267,0.155483,,3.649285,2.790000,7dd7d1372dc53d0dcc668d70e0e599a0ddb698ca
Co4_Bi12_m1_n3_z4_sg193_trial000_fa971b3965.cif,Co4Bi12,1,3,4,193,0,4047011682,4,12,16,574.473029,7.930198,0.376532,3.282752,3.370433,2.790000,fa971b3965b7a3ac0a9193fd384de18681463030
Co1_Bi4_m1_n4_z1_sg006_trial000_3fbd3af9d4.cif,Co1Bi4,1,4,1,6,0,688326552,1,4,5,333.800333,4.451587,0.207835,,2.422742,2.790000,3fbd3af9d4fc509714b58a9d23518ce7657c2c90
Co1_Bi4_m1_n4_z1_sg083_trial000_ec4df449f9.cif,Co1Bi4,1,4,1,83,0,1893717878,1,4,5,269.841493,5.506719,0.257097,,3.411545,2.790000,ec4df449f94a98bdb0ba075e5f8f5e59c82cbc1d
Co1_Bi4_m1_n4_z1_sg111_trial000_57db412071.cif,Co1Bi4,1,4,1,111,0,2188774792,1,4,5,136.293669,10.902497,0.509015,,3.156419,2.790000,57db412071bbb9d21897f1254695e7d281decadc
Co1_Bi4_m1_n4_z1_sg089_trial000_bba4d71dda.cif,Co1Bi4,1,4,1,89,0,2922569964,1,4,5,528.790687,2.810075,0.131197,,3.945656,2.790000,bba4d71ddafbadb62d319288f969c78dc4d3ab3c
Co1_Bi4_m1_n4_z1_sg143_trial000_a43ea5bc1b.cif,Co1Bi4,1,4,1,143,0,811650119,1,4,5,324.183566,4.583642,0.214001,,3.210921,2.790000,a43ea5bc1bb9dae406bc37a337bb17839be34cd2
Co1_Bi4_m1_n4_z1_sg150_trial000_f67bdb7b01.cif,Co1Bi4,1,4,1,150,0,1966002771,1,4,5,155.785848,9.538359,0.445326,,2.824761,2.790000,f67bdb7b0175ecbe392bbb35e1329afc40d37dd8
Co1_Bi4_m1_n4_z1_sg147_trial000_c712acdafb.cif,Co1Bi4,1,4,1,147,0,2745092866,1,4,5,521.949589,2.846906,0.132916,,2.790000,2.790000,c712acdafb08d6081435b2361944326499299d26
Co1_Bi4_m1_n4_z1_sg164_trial000_fd6b08f73d.cif,Co1Bi4,1,4,1,164,0,839113200,1,4,5,176.476629,8.420046,0.393114,,3.021560,2.790000,fd6b08f73d7fb07ca456db3e9bc02b7f8ccf5527
Co1_Bi4_m1_n4_z1_sg157_trial000_8d812b8a15.cif,Co1Bi4,1,4,1,157,0,3145723854,1,4,5,577.579801,2.572703,0.120114,,2.877327,2.790000,8d812b8a156e6b708f4b6133862c177ca8f64971
Co1_Bi4_m1_n4_z1_sg156_trial000_f85e7f371a.cif,Co1Bi4,1,4,1,156,0,3813506145,1,4,5,292.669083,5.077206,0.237044,,2.785337,2.790000,f85e7f371aa7c726636aadadd552a548616c1e32
Co1_Bi4_m1_n4_z1_sg174_trial000_37557232cb.cif,Co1Bi4,1,4,1,174,0,2124992824,1,4,5,286.483948,5.186822,0.242162,,3.588895,2.790000,37557232cbdc4658a036b70370d3b2ec955cb2d6
Co1_Bi4_m1_n4_z1_sg149_trial000_5d58684a7d.cif,Co1Bi4,1,4,1,149,0,3418029445,1,4,5,210.102440,7.072461,0.330198,,2.645076,2.790000,5d58684a7db67169422fa7ef68b9288183d41489
Co1_Bi4_m1_n4_z1_sg162_trial000_2470b32101.cif,Co1Bi4,1,4,1,162,0,74389750,1,4,5,145.959962,10.180472,0.475305,,2.391941,2.790000,2470b3210135fa92cc13df1d89fd50f595110ed9
Co1_Bi4_m1_n4_z1_sg183_trial000_3c13b166ee.cif,Co1Bi4,1,4,1,183,0,4056726897,1,4,5,250.774183,5.925416,0.276645,,2.409977,2.790000,3c13b166ee855f8dbd2cf7f3c3f623aaf8caa035
Co1_Bi4_m1_n4_z1_sg187_trial000_af47f7ca84.cif,Co1Bi4,1,4,1,187,0,3412156230,1,4,5,213.953872,6.945148,0.324254,,2.790000,2.790000,af47f7ca84c2c4cee6e48f6b66cb6dfa774a7083
Co1_Bi4_m1_n4_z1_sg200_trial000_2b8338f27e.cif,Co1Bi4,1,4,1,200,0,625797188,1,4,5,173.741112,8.552618,0.399304,,3.945656,2.790000,2b8338f27e4289d6883f9d432c7126b152fe97b1
Co1_Bi4_m1_n4_z1_sg191_trial000_713401a709.cif,Co1Bi4,1,4,1,191,0,1516244562,1,4,5,495.675080,2.997813,0.139962,,5.063912,2.790000,713401a709ec94b847731cc8907f41bf658b369f
Co2_Bi8_m1_n4_z2_sg003_trial000_e3e2228bd7.cif,Co2Bi8,1,4,2,3,0,2013308423,2,8,10,1121.498642,2.649921,0.123719,3.074660,2.436223,2.790000,e3e2228bd75b230484a3391131cb56b91bc02f11
Co2_Bi8_m1_n4_z2_sg007_trial000_7a1c3d5efc.cif,Co2Bi8,1,4,2,7,0,2790513000,2,8,10,513.289726,5.789874,0.270317,7.029711,3.121687,2.790000,7a1c3d5efc21a1557bce4ac5845f2b93873c872f
Co2_Bi8_m1_n4_z2_sg001_trial000_33ce9899bd.cif,Co2Bi8,1,4,2,1,0,3810189542,2,8,10,918.960364,3.233962,0.150987,7.067437,2.309188,2.790000,33ce9899bd4482a7057bc5b7f8e49511ea3d2de9
Co2_Bi8_m1_n4_z2_sg008_trial000_d79303fc8a.cif,Co2Bi8,1,4,2,8,0,507388594,2,8,10,684.879780,4.339276,0.202592,6.702757,3.475485,2.790000,d79303fc8a8071faf541cc660a0efe2b83fa1490
Co2_Bi8_m1_n4_z2_sg006_trial000_d2bf16dd77.cif,Co2Bi8,1,4,2,6,0,1484996888,2,8,10,1041.013521,2.854797,0.133285,2.680062,2.469141,2.790000,d2bf16dd776809670b9c7c6701dcad32c8c8bccf
Co2_Bi8_m1_n4_z2_sg011_trial000_7673d7ac0c.cif,Co2Bi8,1,4,2,11,0,2180423757,2,8,10,438.185330,6.782251,0.316649,4.456717,2.989974,2.790000,7673d7ac0c95e8fa84d4a1208a5da01bb100575d
Co2_Bi8_m1_n4_z2_sg012_trial000_19b5170433.cif,Co2Bi8,1,4,2,12,0,190981063,2,8,10,419.130443,7.090591,0.331045,4.988717,2.635504,2.790000,19b5170433c616ab022b87cd5c7df92811158909
