chemsys,entry_id,origin,formula,spg_number,spg_symbol,strukturbericht,prototype_formula,is_unique_to_nomad
N-Ti,k5_iYV3Z_F-5qcMaIeQnV-RHaI1Z,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k5nIlbDEcRuo7M6uL3StUDEEGTXI,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,k63MrDHTo14QoZVpMHZjVGg3sG4A,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,k7R_B7Qg6vSMZ70bMu5kfaXRyNvv,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k87H8oySHGUnEQDf2KlHlxpI0tKY,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k8Ijvz2ZbnohJvMznxsshS-A1Ec0,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k8KzK2iiLzTO_GHpmBm1cODJ7q3E,Miguel Marques,N3Ti4,139.0,I4/mmm,,,True
N-Ti,k8oUI4T3B1xZHk3jXJRiMyJJnu-3,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,k9n116p_K6Hns66uasgmDwL61CGy,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kC-OEBb6ZMYVc9UbFgVyHSq15-Gf,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kEO2eXSueueKNO3R_-bAkvHEcIul,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kF1deKOILhRvj9pj2Jmwfr4NH8cD,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kFlt7G8Qs1GdSMxXWxhsegFQDULq,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kHjVxTNYNd1LWmYzhUCy-WfmLH-n,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kHqOwsNZ32d9dwRxT7JlIxh-BVaO,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,kI8V03Dh98xZH6rReyOvfJJ57IVm,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kIMXrBqldbF4s1xLBtRZ7pea7BaV,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,kJxzxRKqdkScDcQbtsWMVGaSqHQa,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kP13OdeEhQmA6RB1PQzlO4jtcvL3,OQMD,N2Ti2,194.0,P6_3/mmc,Bk,BN,False
N-Ti,kTyd_PgSUW-N7TuB13b_p5VGXPv_,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kUQo5zIPVlCvCq_TuE3vD8Na-biQ,Miguel Marques,N5Ti4,87.0,I4/m,,Te4Ti5,True
N-Ti,kV4QVDVc5VHO1a6GT91hvRayRTdq,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k_rS0OTkChCbbfuNgX-W90Wf7ZF9,Materials Project,NTi,216.0,F-43m,B3,SZn,False
N-Ti,kcKmd44mKBdtSt-WBBrSUvMNb9un,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kcuwr5_8Ov0IYqEHSF0Ldr-aeGRP,Materials Project,NTi3,221.0,Pm-3m,L12,AuCu3,False
N-Ti,kfoF06ehymmfz6BwlHkuemloVR5n,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kfrPlgxpL34FdnA8MHclanewivkw,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kgxDrcJAjiONW_H1Z0x9ss2QHD12,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kiE6khul8WomkKFu38PhbLkj6pzl,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,koIEzinaHQ_uY5iLWsUM8DUyWajH,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,kobrFzNwOFImOJn7ak6XsszYl7X3,Materials Project,NTi,221.0,Pm-3m,B2,ClCs,False
N-Ti,kpiVU8xIDW-elTnae_dicLut6UGi,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,krobIZsjg5Y547lHPbbi2nV7mW7s,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kuOG5Z-1S1WnhZI6AZFzxUo5ekQY,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,kye17HzoDgz6VtfaPtWR-dOfXgYh,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,l11R7FswT6WTGnx_1waet95FLE_v,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,l3pGkYPlAoVI63EE6rPtCXGHEcVL,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,l4D_B6e7k7jNDDq9yRVRd_kUBv7s,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,l9tgBxWSZ3vQDhTxOZzc5XxMUyg_,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lD3RZ8uXFRndiTXS3MO75iTaEj-x,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lEM-qhloZLF-n39YS30jNltOjv4d,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lGGi6QzULxy9nvArmAaScEnreifh,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,lHiiclrZqyWpMxckcLNWLeAh7rEg,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,lHo340SdP5IeF7Uyj2k_rpSxEFvF,Materials Project,NTi,225.0,Fm-3m,B1,ClNa,False
N-Ti,lIZxEG63ZsLg3J3uMq9wikIdr-fl,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,lIgsWkiqgYRk3p9aS_p-M9i1JcXE,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lK7YkxhunFD2MXdPAXps7dFAjr5n,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,lKn2_gZknEXrO8K4Q5fAwAm4N_mT,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lLgcmWZBNovgN6Sv_I0Ny_oj3zkj,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,lMnolLZ2CBfRlI2mB8HiqzVsER-P,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lMnv_gnXVJBe2-r238bK3jtgwzqa,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lO-J5C53Uh3kbVWEN3grqWpVKwaf,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lRamQkjwFhKEmXeOBYG8jHNIEEsv,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,lSenMkJQFR-0RxZOJ0dYQsq6nKXM,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lUEUPYGEv46qAiD6MzxL9M-KfWs2,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,lWwRwyLZ-N-s19xgjPw7h8jAyL-P,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,lXFX8xL6jGcs7nSc_mVn_SzINg-B,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,lZVV6nHikD7JHsXTRijFD4UTXQGD,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lb1KQDOTlrlBDfojw4FO4tmu8C-l,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lcLJ5zDl4wEwh_9BBpaPkTCwOZie,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,ldcWVadn-P1I6ZJg5wmbSkwFaMOO,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lemqoogu4-xz_vbJC2ufFjNTNTP7,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lf5CIool3U2IAOBx7yaYaYD1Stqj,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,lgnysWay4brDMoL8T-eVljxKYFme,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ljqOBtl1SeMqC0MGy4EHq6FFfzqp,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ljr5egfkit6LNv6hYvbcD4eZQSBV,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lk8mndsoYnhZLxcQ3WkAIXVAbbFT,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lmG8K5oZSnZpe5iV1mlNqNOqkgYR,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,loE9L5IIrFBtWjYniKuHZnF0HzGe,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lpsc8K8zCfyaQaDq96KXA664jiUN,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,lqZbDehZnkBLhrFHyPez_npRJese,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ltiijoBg3GSaeO0jxBbmiqNYfJjy,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,lu737UiByj4xFev0HdxqFMZ43CG8,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,luxthkWDgjgJ599HUthb3R2WO3v2,Miguel Marques,N3Ti4,139.0,I4/mmm,,,True
N-Ti,lwqtbOMNODKktU7NMDIRub2BCSD5,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,lzlX4QW-3hXQOX1DX1LJNG-SKbSE,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,m-KlKHsfuX8u_Qooxar-lWKsU57p,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,m-cr80Rrz2lyrdXTjnTJzv6e4Ih5,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,m4sgq8B2kV57W1MFFNtOzdbdJwDO,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,m9wUozlZ_JvF_AKYrmWl_x3ZS_W5,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mB2vkEgU6thV5jwSlyN-CSItw1xV,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,mIsIfvihzInJiDihagFIMkxIUHRh,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mJxNY9EFvHZb8nAzbsSJc4COTpko,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mKlPdgcHYrslpWP1O5cSkfp4dfPt,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mME48CJeBjq78AdNeXO50OwdgYuN,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mMojNyGYyPv9OxzDinxF2OEd1UrA,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,mNvqlogy9tQOaVzaC-fjgy-dxcYe,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mQRiyi3NY3w7B8NzMF1kNtm1c2hA,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mRo_tA-swgwrTsu9KUYoW9WOuV5g,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mTSRGcHeQ_Z9KYouUbxaE6TZXA11,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mUunmSDqaYrfZ1mUUOnwcRY_NrMR,Miguel Marques,N5Ti4,87.0,I4/m,,Te4Ti5,True
N-Ti,mVDee_9oRQRJXp2rvpZFXkpgn1Wj,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,m_OxWElWa-pmkWnaLqZgI-c43vec,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,m_k4nnQBkjV6anFT_gU6Uw8onhlo,OQMD,N3Ti,225.0,Fm-3m,D03,BiF3,False
N-Ti,mbKG7GAV3waFi3RnCT62IUiLom_6,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mci2FklqysMHUVvqX8VfbF-fufBe,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mdnd6IRvuiX6yOWoRk_NKwP-TaiI,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mg8QkGULU53zB59JG4prjx7SOA5h,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,mhGcubAVJejRBA0zS4Wif94qzRuf,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mhgyr3pduJRsFkKZzI3dD22UqXsI,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mlYvf8Z2h-nQr7TVZhCKpDDzkC-I,Thomas Purcell,N108Ti108,,,,,True
N-Ti,mo2jXgDmhIWoHfoAf-V8Zc2S9cJ_,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,mpDyI8iIr562RCiKsxoqjjhzlHtr,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mpXnNdrxxmyUqD95NeqKYUoRKL2n,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,mpvXRm6ZjQGlgannPDp5z4d9DCR6,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mrV7feU0hXB3TbQZhzlVVrOeH48M,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,msybecFmi5HTrUe8TWwzFO8DsuSv,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,mtZqEp3Oj72OaXWFVEMkP_0xH5fo,Materials Project,NTi2,141.0,I4_1/amd,C5,O2Ti,False
N-Ti,muylo2kqw0opPnftqwHiPNBTEisK,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,mzQblpTfSHTkOlnfH693A00OepsY,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,n0UGqXfJrln5d2OjLzfx5DFAb92s,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,n1fopKKzN1rPlG7CHSK0ID-D1i8g,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,n3rTJO6yRI0vaUbuu0UYcnV7POSL,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,n4hO9BfuiJ8CAfOwOv90tJqQ0AlT,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,n5Xdq4iVmSAljcnpoDrErVucJKYG,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,n60voOvsiokuh0CBWrxIej44l8mG,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,n78dTxNnJpGKvodh37eVIozjf7VV,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,n8LE4tw5ewnU6bsoVGOyzA6DVcpA,Thomas Purcell,NTi,216.0,F-43m,B3,SZn,True
N-Ti,nADkei-_GbEuoSTV8yqMXtIlSm8M,OQMD,NTi,187.0,P-6m2,Bh,CW,False
N-Ti,nBVagKsj8ySKsqJu29r_7TRpFgC7,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nBq0Vr9kpP-8XxDJcEf5q1Fwwr_4,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,nD72UefHFtlIrph_hXd0R_wVaht5,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,nEFi8sCldFnjixCf4ugnOYsTSyTq,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nEaLG8nVhQnrvfUtmO_K4-ftHNFH,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nEpsHy2txbIO8EVrHji6r1rpCm1y,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nEuYl2f-Bh3kogDNsduQ1V2MyAo-,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nF8olC6CWfOVXZEmtH-sQCtqyLK7,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nFfDQXf1vZ4Ay7kIDvuM1zCvszZc,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,nG2gcWGo_LI1FNSDOE8QJqr7yR_u,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nGQcKf8E6dz5UJ86h4sgBx9xQw-l,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nGRad1INLW7nr11P7QPLzxc9qp3K,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nH3MXQ5fjakndSL_DbOX5k1VZFEb,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,nKx5APBvXxWYbdWDk9M1IrqvrXoX,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nNQH3hEXRy26FsN29Z6PC35gEV-K,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nNyUehJNej5s3lKcvB7TgDClcmC0,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,nNyt4YKy9HWQuAvbw1E6ibRGgA9l,Miguel Marques,N5Ti4,87.0,I4/m,,Te4Ti5,True
N-Ti,nOIUkxj1AtLqK5CvMUNqjJO5CUcj,Russell Johnson,NTi,,,,,True
N-Ti,nPqk2CBA_9cMdm4eQj2qv6dDVBzv,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,nQFVLtg7d1ZHSzxgOb8bpW8Y8sfD,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,nR0n04mn3LbkQOxax9YaiI97arOc,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nRZWaaHRhE7CktahO-QLefL2PPqB,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nSw76obbGRSZLE0xdmr3r7B1aqd7,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,nTn0hmCMkEo7gmo0mqcLTbvCg3dJ,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nWMDOo2ns2b10co7o9aJfkx1fTL7,Miguel Marques,N2Ti,139.0,I4/mmm,C11b,MoSi2,True
N-Ti,nX2_HRLop8tfkYuoxr3PIz241NrH,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nY-iy8gKgnKeiSPBdDrd7j_RXI9J,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nYE6hKyUSFXlqRF-O-yEIyfyj9qk,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,na0Uu1AIwkUdIPeo-1SQVM4IhZ1Y,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,na_FH35VlRXE6qE2Sx7t_JC_A0nD,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nbZH1wddMxwPiU9-TKsphwjc26iN,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nbib6kXsX9sDBxQqRrATo5UOu2oz,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nbwvThxy0wD0I1GDnCv-ZTrBgWW_,Materials Project,NTi,225.0,Fm-3m,B1,ClNa,False
N-Ti,nd8aH1JWcqNo5LUEuy45oulEZFoy,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ndqWyoECbgyCwtPj6EEY43mw1neO,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nedgSqibMN0GnT07JgJ0akW-AjDm,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nfQCvlh_z75iyCzh9XoO400AKH1t,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nhRZko2PYey9gIvd-elYB2WLxID1,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nol-TOBj992OpS6DNINvte3fHAqQ,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,nsFWY2fIcEX3kn3B9-2xMQFShkhA,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nsLOX-XWf4U7xyoSTavGB-sHIOWw,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,nu4Mqhv3Uga4-JG6sCMk54kg2Oe-,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,numRnl9lbmi5UD3l0DsmQify3p3A,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o-YVcvYGK5ZpxtEsymhgO_bPnsal,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o1M-mh8UHMAWhMdCrJ1ngk606koN,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o66FCitpK_7T6tehCrYDiu0CX0YL,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o6nkzk3xE76FHr0BWp77FyHH2SHE,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o80jRPCwal_53geSkliLVPcD5YAT,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o8lIFqxb9aRoowvkRirM35WzBkqY,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o9TjojIsyZ5MJtTSRxZX5tWslNYw,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oA6TFXHmVSyJJAVuhi2Ivcod8eDa,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,oBreaMz8SfEwMZSnlxsYR8G0xnmf,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oBy0gbEuDPGH-PnsdnKPWj0VOEjj,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oC9DOdO2pBDzUjfEEMoXFBtmrFAP,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oCHZaQtHuwLWWOz2SiJ8mfiGn3vz,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oEkwIcsXCAuMQeMTFx0e_W2pTsSH,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oIPrtBXK8eH8GgkZ43mz0ArHusDS,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,oLeMrYB8_NRhJxzyBDPTp0-AAzW_,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,oNOQWScBDGl_xSfReNsHNP3UT7iP,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,oOJYB5eUGPhF5V5wyvXK6_PRKZWE,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,oOVuylMVG0HgnuJWXoyAQZyjq-iV,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oRgGUD3Wj7bSLMVCvRjnHw1wcXUE,Miguel Marques,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,oVCM81ke9EI9rx1xn-hnxjrSbHH7,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oXxZI9Kboj6tbBF9ZEK1IePD9YQ1,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,oYHWWzGycRRdHKdQa5e65TrShRFt,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,o__DMEwo0BkcsBE8JcrwussaCH6J,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,o_u7jtlafhqAyYoODgRcYm7Xeyei,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oasiyy7VLDM7LtIdPd-siCFWgRli,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,obiN1EoyA3AAkPcNkeXkKsBiBLYU,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oboFc8SyxLSiPpRJlqMUB2cAyQa5,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oca43xkSehBEdiTXm13l9MI_WkpN,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,odFaInYYYnuShM8ANupBlIEpGkaM,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,odJI78xNuczja_AIg2YpotQI6fAZ,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,oeBCC8U9d7MqsKg-rYm6b7tlhp9a,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ohnqVNCTRb3t4Mea-ZFsglOokWGk,Miguel Marques,N5Ti4,87.0,I4/m,,Te4Ti5,True
N-Ti,oi0PMhtsMAiU4WuZLIhBvEp-Y1yV,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ois2CZCgpX-AEpMSiS5xkp6LznUH,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,ok7H5qTHTHjGPq00hlrWO2ZUNPBV,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,onq5UefktnlYU_bBGil_Teg3KDaV,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ooazBs16sutOkRTzW3F8QUCwDGSP,Russell Johnson,NTi,,,,,True
N-Ti,osbNoMkv33R-PXNXnmJGxC4IGOrf,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,otEOy_ubBsotybbhrk3URnXAjLgc,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,oxFjhq-SQOtuQFARV-O6CE1BJup4,Materials Project,NTi,216.0,F-43m,B3,SZn,False
N-Ti,oyN-uuKAeasnH5pVdo8wtqApmrve,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,p02K_ArXXRXNWD4fbKsU9B2LEnMd,OQMD,N3Ti,221.0,Pm-3m,L12,AuCu3,False
