cif_filename,formula,space_group,n_atoms,n_Co,n_Bi,min_CoCo,min_BiBi,min_CoBi,volume,volume_per_atom,packing_fraction
Co1_Bi1_m1_n1_z1_sg001_trial000_775b80aa54.cif,Co1Bi1,1,2,1,1,4.388931,4.388931,2.790000,73.004127,36.502064,0.321623
Co1_Bi1_m1_n1_z1_sg002_trial000_5f8f0cb849.cif,Co1Bi1,2,2,1,1,3.698912,3.698912,2.790000,94.757503,47.378752,0.247788
Co1_Bi1_m1_n1_z1_sg010_trial000_d50ee1af68.cif,Co1Bi1,10,2,1,1,2.790000,2.790000,3.156724,62.378083,31.189041,0.376411
Co1_Bi1_m1_n1_z1_sg016_trial000_faad3bf305.cif,Co1Bi1,16,2,1,1,3.297164,3.297164,2.790000,61.278521,30.639261,0.383165
Co1_Bi1_m1_n1_z1_sg025_trial000_7356e074c1.cif,Co1Bi1,25,2,1,1,3.277426,3.277426,2.790000,43.450185,21.725093,0.540384
Co1_Bi1_m1_n1_z1_sg006_trial000_66abf100ac.cif,Co1Bi1,6,2,1,1,2.790000,2.790000,3.002765,87.492215,43.746107,0.268364
Co1_Bi1_m1_n1_z1_sg047_trial000_de7c5c152b.cif,Co1Bi1,47,2,1,1,2.790000,2.790000,2.915613,46.773277,23.386638,0.501992
Co1_Bi1_m1_n1_z1_sg081_trial000_a2c40c49d5.cif,Co1Bi1,81,2,1,1,2.790000,2.790000,3.323253,50.76675,25.383375,0.462503
Co1_Bi1_m1_n1_z1_sg089_trial000_a284c1fdeb.cif,Co1Bi1,89,2,1,1,2.790000,2.790000,3.395938,53.491947,26.745974,0.438941
Co1_Bi1_m1_n1_z1_sg099_trial000_7d5c8bcbd4.cif,Co1Bi1,99,2,1,1,2.939387,2.939387,2.790000,44.500093,22.250047,0.527635
Co1_Bi1_m1_n1_z1_sg115_trial000_6bf6469718.cif,Co1Bi1,115,2,1,1,2.790000,2.790000,4.750320,115.056914,57.528457,0.204071
Co1_Bi1_m1_n1_z1_sg123_trial000_5d90b7bc68.cif,Co1Bi1,123,2,1,1,2.790000,2.790000,3.443571,66.168636,33.084318,0.354848
Co1_Bi1_m1_n1_z1_sg157_trial000_2fd28dee04.cif,Co1Bi1,157,2,1,1,3.216473,3.216473,2.790000,70.392014,35.196007,0.333558
Co1_Bi1_m1_n1_z1_sg156_trial000_e36aa19c0c.cif,Co1Bi1,156,2,1,1,4.039935,4.039935,2.790000,64.949663,32.474832,0.361508
Co1_Bi1_m1_n1_z1_sg174_trial000_910940e48d.cif,Co1Bi1,174,2,1,1,3.528441,3.528441,2.790000,60.163154,30.081577,0.390269
Co1_Bi1_m1_n1_z1_sg195_trial000_ceb6affe99.cif,Co1Bi1,195,2,1,1,3.221615,3.221615,2.790000,33.436493,16.718246,0.702221
Co1_Bi1_m1_n1_z1_sg200_trial000_dfa81cb798.cif,Co1Bi1,200,2,1,1,3.221615,3.221615,2.790000,33.436493,16.718246,0.702221
Co1_Bi1_m1_n1_z1_sg150_trial000_4fe3a09a04.cif,Co1Bi1,150,2,1,1,3.067968,3.067968,2.790000,45.484812,22.742406,0.516212
Co1_Bi1_m1_n1_z1_sg207_trial000_dfff18a07c.cif,Co1Bi1,207,2,1,1,3.221615,3.221615,2.790000,33.436493,16.718246,0.702221
Co1_Bi1_m1_n1_z1_sg215_trial000_3d5aa988e5.cif,Co1Bi1,215,2,1,1,3.221615,3.221615,2.790000,33.436493,16.718246,0.702221
Co1_Bi1_m1_n1_z1_sg221_trial000_1e9851f49f.cif,Co1Bi1,221,2,1,1,3.221615,3.221615,2.790000,33.436493,16.718246,0.702221
Co2_Bi2_m1_n1_z2_sg002_trial000_db61eb2ad5.cif,Co2Bi2,2,4,2,2,2.894613,2.894613,2.790000,84.561565,21.140391,0.55533
Co2_Bi2_m1_n1_z2_sg005_trial000_1caa851efa.cif,Co2Bi2,5,4,2,2,2.855255,2.855255,2.790000,67.091533,16.772883,0.699933
Co2_Bi2_m1_n1_z2_sg007_trial000_b09382981c.cif,Co2Bi2,7,4,2,2,3.006548,3.376114,2.790000,151.801105,37.950276,0.30935
Co2_Bi2_m1_n1_z2_sg008_trial000_623b029abc.cif,Co2Bi2,8,4,2,2,3.800203,3.800203,2.790000,117.513048,29.378262,0.399612
Co2_Bi2_m1_n1_z2_sg013_trial000_573e544096.cif,Co2Bi2,13,4,2,2,2.790000,3.532528,3.809254,184.679642,46.169911,0.254276
Co2_Bi2_m1_n1_z2_sg012_trial000_3d6c9e0865.cif,Co2Bi2,12,4,2,2,2.790000,2.790000,3.063434,120.446247,30.111562,0.38988
Co2_Bi2_m1_n1_z2_sg014_trial000_a8d96e2e85.cif,Co2Bi2,14,4,2,2,2.790000,2.790000,3.173559,102.224706,25.556176,0.459376
Co2_Bi2_m1_n1_z2_sg016_trial000_f04a767be0.cif,Co2Bi2,16,4,2,2,2.790000,2.981788,3.683499,189.679959,47.41999,0.247573
Co2_Bi2_m1_n1_z2_sg021_trial000_9626185d7c.cif,Co2Bi2,21,4,2,2,2.845984,2.845984,2.790000,76.913242,19.22831,0.610553
Co2_Bi2_m1_n1_z2_sg027_trial000_f29d737165.cif,Co2Bi2,27,4,2,2,2.790000,2.790000,3.131227,102.607458,25.651865,0.457663
Co2_Bi2_m1_n1_z2_sg031_trial000_bc0ca50423.cif,Co2Bi2,31,4,2,2,4.190379,4.436181,2.790000,147.771205,36.942801,0.317786
Co2_Bi2_m1_n1_z2_sg032_trial000_7eec0f3e8c.cif,Co2Bi2,32,4,2,2,2.790000,2.790000,3.673850,162.737373,40.684343,0.288561
Co2_Bi2_m1_n1_z2_sg034_trial000_23403bc77e.cif,Co2Bi2,34,4,2,2,2.973884,2.973884,2.790000,88.194134,22.048534,0.532457
Co2_Bi2_m1_n1_z2_sg038_trial000_34bc4b09f5.cif,Co2Bi2,38,4,2,2,2.917439,2.917439,2.790000,70.549595,17.637399,0.665625
Co2_Bi2_m1_n1_z2_sg044_trial000_876cf0a4a2.cif,Co2Bi2,44,4,2,2,3.706207,3.706207,2.790000,115.188275,28.797069,0.407677
Co2_Bi2_m1_n1_z2_sg035_trial000_48e1733fbc.cif,Co2Bi2,35,4,2,2,4.470869,4.470869,2.790000,175.056323,43.764081,0.268254
Co2_Bi2_m1_n1_z2_sg048_trial000_a8bba2b9a5.cif,Co2Bi2,48,4,2,2,3.352750,3.352750,2.790000,111.307276,27.826819,0.421892
Co2_Bi2_m1_n1_z2_sg049_trial000_55e18f9ab1.cif,Co2Bi2,49,4,2,2,3.046936,3.046936,2.790000,101.308252,25.327063,0.463532
Co2_Bi2_m1_n1_z2_sg050_trial000_772075f649.cif,Co2Bi2,50,4,2,2,3.797516,3.797516,2.790000,160.174045,40.043511,0.293179
Co2_Bi2_m1_n1_z2_sg051_trial000_9d675c150d.cif,Co2Bi2,51,4,2,2,2.810007,3.523103,2.790000,140.488404,35.122101,0.33426
Co2_Bi2_m1_n1_z2_sg055_trial000_13074fde5a.cif,Co2Bi2,55,4,2,2,4.426074,4.426074,2.790000,204.894934,51.223734,0.229189
Co2_Bi2_m1_n1_z2_sg058_trial000_50ba57aff1.cif,Co2Bi2,58,4,2,2,3.395320,3.395320,2.790000,145.674026,36.418506,0.322361
Co2_Bi2_m1_n1_z2_sg071_trial000_14f8c398c3.cif,Co2Bi2,71,4,2,2,5.071111,5.071111,2.790000,197.143003,49.285751,0.238201
Co2_Bi2_m1_n1_z2_sg082_trial000_8ee08440e2.cif,Co2Bi2,82,4,2,2,4.103529,4.103529,2.790000,127.342784,31.835696,0.368765
Co2_Bi2_m1_n1_z2_sg085_trial000_909d92c5dd.cif,Co2Bi2,85,4,2,2,2.790000,2.790000,3.988969,175.297291,43.824323,0.267885
Co2_Bi2_m1_n1_z2_sg087_trial000_6906bef6ab.cif,Co2Bi2,87,4,2,2,4.905468,4.905468,2.790000,181.679354,45.419838,0.258475
Co2_Bi2_m1_n1_z2_sg086_trial000_efd4d9cca4.cif,Co2Bi2,86,4,2,2,3.987179,3.987179,2.790000,90.546586,22.636647,0.518624
Co2_Bi2_m1_n1_z2_sg083_trial000_03ecb20f02.cif,Co2Bi2,83,4,2,2,4.497093,4.497093,2.790000,225.698072,56.424518,0.208064
Co2_Bi2_m1_n1_z2_sg090_trial000_be615e5e78.cif,Co2Bi2,90,4,2,2,3.649415,4.055049,2.790000,108.012173,27.003043,0.434762
Co2_Bi2_m1_n1_z2_sg100_trial000_22db5cc3a0.cif,Co2Bi2,100,4,2,2,3.481263,3.481263,2.790000,116.264928,29.066232,0.403902
Co2_Bi2_m1_n1_z2_sg094_trial000_2115ed03ea.cif,Co2Bi2,94,4,2,2,3.945656,3.945656,2.790000,92.449206,23.112302,0.50795
Co2_Bi2_m1_n1_z2_sg101_trial000_2076cc4a5f.cif,Co2Bi2,101,4,2,2,3.773278,3.773278,2.790000,134.315289,33.578822,0.349622
Co2_Bi2_m1_n1_z2_sg112_trial000_cccceba1b1.cif,Co2Bi2,112,4,2,2,4.426348,2.837026,2.790000,131.000712,32.750178,0.358468
Co2_Bi2_m1_n1_z2_sg114_trial000_b8ed0aab8d.cif,Co2Bi2,114,4,2,2,5.106652,5.106652,2.790000,204.158764,51.039691,0.230015
Co2_Bi2_m1_n1_z2_sg116_trial000_a8498d266a.cif,Co2Bi2,116,4,2,2,2.790000,2.790000,2.986882,69.827595,17.456899,0.672508
Co2_Bi2_m1_n1_z2_sg118_trial000_2fc644db2f.cif,Co2Bi2,118,4,2,2,3.792300,3.792300,2.790000,117.735041,29.43376,0.398858
Co2_Bi2_m1_n1_z2_sg124_trial000_24c7935ed3.cif,Co2Bi2,124,4,2,2,2.813613,2.813613,2.790000,61.937686,15.484422,0.758175
Co2_Bi2_m1_n1_z2_sg126_trial000_785ec34c71.cif,Co2Bi2,126,4,2,2,4.083946,4.083946,2.790000,99.262777,24.815694,0.473084
Co2_Bi2_m1_n1_z2_sg129_trial000_4b74316be2.cif,Co2Bi2,129,4,2,2,2.790000,2.790000,3.377586,115.082906,28.770727,0.40805
Co2_Bi2_m1_n1_z2_sg131_trial000_3f8cf9736c.cif,Co2Bi2,131,4,2,2,3.482874,3.482874,2.790000,108.444154,27.111038,0.43303
Co2_Bi2_m1_n1_z2_sg134_trial000_02fecd17f9.cif,Co2Bi2,134,4,2,2,3.945656,3.945656,2.790000,121.216563,30.304141,0.387402
Co2_Bi2_m1_n1_z2_sg136_trial000_1ab049a447.cif,Co2Bi2,136,4,2,2,4.548852,4.548852,2.790000,144.052751,36.013188,0.325989
Co1_Bi1_m1_n1_z1_sg191_trial000_a6b98b7590.cif,Co1Bi1,191,2,1,1,3.735275,3.735275,2.790000,67.42331,33.711655,0.348245
Co2_Bi2_m1_n1_z2_sg150_trial000_ae1b8a0b59.cif,Co2Bi2,150,4,2,2,2.790000,3.568563,3.516007,177.42036,44.35509,0.26468
Co2_Bi2_m1_n1_z2_sg158_trial000_70a0c1d985.cif,Co2Bi2,158,4,2,2,2.790000,2.790000,3.318059,156.47055,39.117637,0.300118
Co2_Bi2_m1_n1_z2_sg162_trial000_2269ccc32e.cif,Co2Bi2,162,4,2,2,2.790000,2.831012,2.790000,114.506994,28.626748,0.410102
Co2_Bi2_m1_n1_z2_sg164_trial000_9e1a21bc21.cif,Co2Bi2,164,4,2,2,3.328343,3.132609,2.790000,122.92502,30.731255,0.382018
Co2_Bi2_m1_n1_z2_sg173_trial000_319762b885.cif,Co2Bi2,173,4,2,2,3.416178,3.416178,2.790000,121.569123,30.392281,0.386279
Co2_Bi2_m1_n1_z2_sg111_trial000_4f9acdf39f.cif,Co2Bi2,111,4,2,2,3.116778,3.116778,2.790000,66.478189,16.619547,0.706391
Co2_Bi2_m1_n1_z2_sg182_trial000_031a0d394d.cif,Co2Bi2,182,4,2,2,2.790000,4.335606,3.599918,159.663925,39.915981,0.294115
Co2_Bi2_m1_n1_z2_sg176_trial000_57df0d441e.cif,Co2Bi2,176,4,2,2,2.790000,4.292337,3.547687,154.251782,38.562946,0.304435
Co2_Bi2_m1_n1_z2_sg143_trial000_7cd420cd7c.cif,Co2Bi2,143,4,2,2,2.790000,2.790000,3.149863,118.35837,29.589593,0.396758
Co2_Bi2_m1_n1_z2_sg186_trial000_cb935affd6.cif,Co2Bi2,186,4,2,2,2.856954,3.978736,2.790000,113.835017,28.458754,0.412523
Co2_Bi2_m1_n1_z2_sg192_trial000_918910f129.cif,Co2Bi2,192,4,2,2,3.598497,3.598497,2.790000,125.151796,31.287949,0.375221
Co2_Bi2_m1_n1_z2_sg194_trial000_5a08b2cf19.cif,Co2Bi2,194,4,2,2,2.790000,2.790000,2.981591,67.655519,16.91388,0.694099
Co3_Bi3_m1_n1_z3_sg075_trial000_0d39718986.cif,Co3Bi3,75,6,3,3,3.944590,3.944590,2.790000,298.101814,49.683636,0.236293
Co3_Bi3_m1_n1_z3_sg083_trial000_abdb5bc809.cif,Co3Bi3,83,6,3,3,4.543359,2.790000,2.791139,286.966044,47.827674,0.245462
Co3_Bi3_m1_n1_z3_sg123_trial000_8f61bbd2c0.cif,Co3Bi3,123,6,3,3,2.790000,3.976313,2.790000,179.161924,29.860321,0.393161
Co3_Bi3_m1_n1_z3_sg145_trial000_1ec4ad4423.cif,Co3Bi3,145,6,3,3,2.820421,4.040167,2.790000,254.677014,42.446169,0.276583
Co3_Bi3_m1_n1_z3_sg146_trial000_bed91b7b0c.cif,Co3Bi3,146,6,3,3,4.003804,4.003804,2.790000,163.177109,27.196185,0.431674
Co3_Bi3_m1_n1_z3_sg143_trial000_0f44709259.cif,Co3Bi3,143,6,3,3,4.785138,2.843405,2.790000,333.889415,55.648236,0.210966
Co3_Bi3_m1_n1_z3_sg157_trial000_8b76872ef7.cif,Co3Bi3,157,6,3,3,2.790000,2.790000,3.197503,190.170196,31.695033,0.370402
Co3_Bi3_m1_n1_z3_sg171_trial000_c8f0730bac.cif,Co3Bi3,171,6,3,3,2.790000,4.347458,3.334716,322.311677,53.718613,0.218544
Co3_Bi3_m1_n1_z3_sg180_trial000_5debcf645a.cif,Co3Bi3,180,6,3,3,4.669140,3.743898,2.790000,302.861662,50.476944,0.232579
Co3_Bi3_m1_n1_z3_sg189_trial000_eace77e800.cif,Co3Bi3,189,6,3,3,2.790000,4.723689,2.858848,301.497875,50.249646,0.233631
Co3_Bi3_m1_n1_z3_sg155_trial000_7c40de007f.cif,Co3Bi3,155,6,3,3,2.790000,2.790000,2.901793,97.625769,16.270961,0.721525
Co3_Bi3_m1_n1_z3_sg195_trial000_f3a2e61ade.cif,Co3Bi3,195,6,3,3,3.945656,3.945656,2.790000,173.741112,28.956852,0.405427
Co3_Bi3_m1_n1_z3_sg200_trial000_9d3097c41d.cif,Co3Bi3,200,6,3,3,3.945656,3.945656,2.790000,173.741112,28.956852,0.405427
Co3_Bi3_m1_n1_z3_sg207_trial000_eb629c8f19.cif,Co3Bi3,207,6,3,3,3.945656,3.945656,2.790000,173.741112,28.956852,0.405427
Co3_Bi3_m1_n1_z3_sg221_trial000_4a5d1dd88c.cif,Co3Bi3,221,6,3,3,3.945656,3.945656,2.790000,173.741112,28.956852,0.405427
Co3_Bi3_m1_n1_z3_sg215_trial000_9b0d48df75.cif,Co3Bi3,215,6,3,3,3.945656,3.945656,2.790000,173.741112,28.956852,0.405427
Co4_Bi4_m1_n1_z4_sg015_trial000_a940452fcf.cif,Co4Bi4,15,8,4,4,2.790000,2.790000,3.328700,330.602343,41.325293,0.284085
Co4_Bi4_m1_n1_z4_sg020_trial000_65cfe0e8bc.cif,Co4Bi4,20,8,4,4,2.790000,3.069219,2.812830,246.489337,30.811167,0.381027
Co4_Bi4_m1_n1_z4_sg017_trial000_ca76651d71.cif,Co4Bi4,17,8,4,4,2.904803,2.821751,2.790000,388.349246,48.543656,0.241842
Co4_Bi4_m1_n1_z4_sg024_trial000_1abf265717.cif,Co4Bi4,24,8,4,4,4.326928,4.458653,2.790000,401.303961,50.162995,0.234035
Co4_Bi4_m1_n1_z4_sg022_trial000_80b1c97cc4.cif,Co4Bi4,22,8,4,4,3.829929,3.829929,2.790000,231.194844,28.899356,0.406234
Co4_Bi4_m1_n1_z4_sg029_trial000_ae7d736bcc.cif,Co4Bi4,29,8,4,4,2.790000,2.970587,2.931377,215.835732,26.979467,0.435142
Co4_Bi4_m1_n1_z4_sg028_trial000_102a1a9352.cif,Co4Bi4,28,8,4,4,3.942562,2.790000,3.171714,449.078443,56.134805,0.209138
Co4_Bi4_m1_n1_z4_sg025_trial000_f370b67a7c.cif,Co4Bi4,25,8,4,4,2.909813,2.790000,2.848943,325.903731,40.737966,0.288181
Co4_Bi4_m1_n1_z4_sg030_trial000_3c170d79cd.cif,Co4Bi4,30,8,4,4,3.738682,4.042191,2.790000,327.212871,40.901609,0.287028
Co4_Bi4_m1_n1_z4_sg036_trial000_09daf4a18a.cif,Co4Bi4,36,8,4,4,4.308564,4.308564,2.790000,322.704326,40.338041,0.291038
Co4_Bi4_m1_n1_z4_sg039_trial000_9e64a8fb32.cif,Co4Bi4,39,8,4,4,2.798701,2.792331,2.790000,224.850521,28.106315,0.417696
Co4_Bi4_m1_n1_z4_sg042_trial000_1811d8e3c6.cif,Co4Bi4,42,8,4,4,4.175537,4.175537,2.790000,244.015476,30.501934,0.38489
Co4_Bi4_m1_n1_z4_sg046_trial000_b8c6695614.cif,Co4Bi4,46,8,4,4,3.811544,3.854182,2.790000,262.247561,32.780945,0.358132
Co4_Bi4_m1_n1_z4_sg045_trial000_5636d5cc46.cif,Co4Bi4,45,8,4,4,4.793738,4.793738,2.790000,443.198232,55.399779,0.211912
Co4_Bi4_m1_n1_z4_sg048_trial000_71077365c6.cif,Co4Bi4,48,8,4,4,3.367265,3.367265,2.790000,377.816185,47.227023,0.248584
Co4_Bi4_m1_n1_z4_sg049_trial000_9dee2f837f.cif,Co4Bi4,49,8,4,4,2.790000,2.790000,3.260915,231.03918,28.879898,0.406508
Co4_Bi4_m1_n1_z4_sg051_trial000_88f9165fd2.cif,Co4Bi4,51,8,4,4,2.925985,2.790000,3.071945,303.852722,37.98159,0.309094
Co4_Bi4_m1_n1_z4_sg054_trial000_1168f15056.cif,Co4Bi4,54,8,4,4,4.503885,3.607238,2.790000,414.800203,51.850025,0.22642
Co4_Bi4_m1_n1_z4_sg056_trial000_796790151d.cif,Co4Bi4,56,8,4,4,4.388406,4.388406,2.790000,466.790646,58.348831,0.201202
Co4_Bi4_m1_n1_z4_sg050_trial000_afd5825cbe.cif,Co4Bi4,50,8,4,4,4.569566,4.569566,2.790000,403.82108,50.477635,0.232576
Co4_Bi4_m1_n1_z4_sg055_trial000_334ba71028.cif,Co4Bi4,55,8,4,4,3.925569,3.498916,2.790000,280.18219,35.022774,0.335208
Co4_Bi4_m1_n1_z4_sg060_trial000_986f5c37ff.cif,Co4Bi4,60,8,4,4,3.575896,3.576094,2.790000,235.825422,29.478178,0.398257
Co4_Bi4_m1_n1_z4_sg062_trial000_1283e12ad7.cif,Co4Bi4,62,8,4,4,4.497501,3.051870,2.790000,449.637535,56.204692,0.208878
Co4_Bi4_m1_n1_z4_sg063_trial000_571658c264.cif,Co4Bi4,63,8,4,4,4.369412,4.369412,2.790000,291.757298,36.469662,0.321909
Co4_Bi4_m1_n1_z4_sg061_trial000_cd7ac9f144.cif,Co4Bi4,61,8,4,4,4.891528,4.891528,2.790000,399.930412,49.991302,0.234839
Co4_Bi4_m1_n1_z4_sg067_trial000_6e356a20e5.cif,Co4Bi4,67,8,4,4,3.983387,3.983387,2.790000,437.010654,54.626332,0.214913
Co4_Bi4_m1_n1_z4_sg068_trial000_58aeba5d59.cif,Co4Bi4,68,8,4,4,4.439895,4.439895,2.790000,300.398521,37.549815,0.312649
Co4_Bi4_m1_n1_z4_sg074_trial000_b9451c84af.cif,Co4Bi4,74,8,4,4,2.824237,2.824237,2.790000,154.068153,19.258519,0.609595
Co4_Bi4_m1_n1_z4_sg072_trial000_3e2f40bad8.cif,Co4Bi4,72,8,4,4,4.597788,4.597788,2.790000,422.634735,52.829342,0.222223
Co4_Bi4_m1_n1_z4_sg077_trial000_dd939371d4.cif,Co4Bi4,77,8,4,4,4.762970,2.966996,2.790000,369.235033,46.154379,0.254362
Co4_Bi4_m1_n1_z4_sg083_trial000_e990639157.cif,Co4Bi4,83,8,4,4,4.535519,3.945656,2.790000,384.882191,48.110274,0.244021
Co4_Bi4_m1_n1_z4_sg084_trial000_b9486b55bb.cif,Co4Bi4,84,8,4,4,3.292923,3.945656,2.790000,410.119115,51.264889,0.229005
Co4_Bi4_m1_n1_z4_sg094_trial000_b9ee8c18cd.cif,Co4Bi4,94,8,4,4,2.790000,2.790000,2.886976,157.871097,19.733887,0.594911
Co4_Bi4_m1_n1_z4_sg095_trial000_90fc360640.cif,Co4Bi4,95,8,4,4,3.278364,3.317960,2.790000,298.740961,37.34262,0.314383
Co4_Bi4_m1_n1_z4_sg098_trial000_b642cd7fee.cif,Co4Bi4,98,8,4,4,2.790000,2.790000,2.790000,131.274427,16.409303,0.715442
Co4_Bi4_m1_n1_z4_sg101_trial000_3611f31a98.cif,Co4Bi4,101,8,4,4,5.027801,3.143745,2.790000,389.436324,48.679541,0.241167
Co4_Bi4_m1_n1_z4_sg102_trial000_748ae77e90.cif,Co4Bi4,102,8,4,4,3.237144,3.473559,2.790000,212.442763,26.555345,0.442092
Co4_Bi4_m1_n1_z4_sg106_trial000_65459a508d.cif,Co4Bi4,106,8,4,4,3.169951,3.169951,2.790000,192.136386,24.017048,0.488815
Co4_Bi4_m1_n1_z4_sg088_trial000_5105330eb4.cif,Co4Bi4,88,8,4,4,3.945656,3.945656,2.790000,244.393095,30.549137,0.384296
Co4_Bi4_m1_n1_z4_sg115_trial000_245eff320c.cif,Co4Bi4,115,8,4,4,2.790000,5.102485,2.790000,425.002648,53.125331,0.220985
Co4_Bi4_m1_n1_z4_sg118_trial000_2ee6a88ac1.cif,Co4Bi4,118,8,4,4,3.586039,3.586039,2.790000,221.909769,27.738721,0.423231
Co4_Bi4_m1_n1_z4_sg120_trial000_a088a1bb22.cif,Co4Bi4,120,8,4,4,2.790000,2.790000,2.900025,144.279197,18.0349,0.650955
Co4_Bi4_m1_n1_z4_sg117_trial000_3bd8f0e621.cif,Co4Bi4,117,8,4,4,3.122428,3.122428,2.790000,269.512987,33.689123,0.348477
Co4_Bi4_m1_n1_z4_sg122_trial000_9ddc841278.cif,Co4Bi4,122,8,4,4,2.790000,2.790000,2.790000,128.111324,16.013916,0.733106
Co4_Bi4_m1_n1_z4_sg124_trial000_b8f5e3f6f9.cif,Co4Bi4,124,8,4,4,3.945656,3.394872,2.790000,422.816362,52.852045,0.222128
Co4_Bi4_m1_n1_z4_sg128_trial000_f100b992c2.cif,Co4Bi4,128,8,4,4,2.790000,2.790000,3.263298,237.688172,29.711021,0.395136
Co4_Bi4_m1_n1_z4_sg130_trial000_d5c95bd14f.cif,Co4Bi4,130,8,4,4,3.173582,3.173582,2.790000,196.796151,24.599519,0.477241
Co4_Bi4_m1_n1_z4_sg132_trial000_e2295ceb40.cif,Co4Bi4,132,8,4,4,3.690434,3.945656,2.790000,459.627374,57.453422,0.204338
Co4_Bi4_m1_n1_z4_sg082_trial000_be8b2d1044.cif,Co4Bi4,82,8,4,4,3.510485,2.790000,2.956850,250.470173,31.308772,0.374972
Co4_Bi4_m1_n1_z4_sg134_trial000_0b0e565e82.cif,Co4Bi4,134,8,4,4,4.071725,3.815423,2.790000,253.022776,31.627847,0.371189
Co4_Bi4_m1_n1_z4_sg079_trial000_582488a49f.cif,Co4Bi4,79,8,4,4,3.310665,2.957138,2.790000,152.702767,19.087846,0.615046
Co4_Bi4_m1_n1_z4_sg137_trial000_181ceeb635.cif,Co4Bi4,137,8,4,4,4.009537,3.962068,2.790000,288.565974,36.070747,0.325469
Co4_Bi4_m1_n1_z4_sg138_trial000_7939d9dbf3.cif,Co4Bi4,138,8,4,4,3.945656,3.945656,2.790000,302.634379,37.829297,0.310339
Co4_Bi4_m1_n1_z4_sg141_trial000_8318f04604.cif,Co4Bi4,141,8,4,4,4.208531,4.208531,2.790000,351.890519,43.986315,0.266899
Co4_Bi4_m1_n1_z4_sg147_trial000_fa7c8f28db.cif,Co4Bi4,147,8,4,4,2.790000,2.790000,2.790000,262.968631,32.871079,0.35715
Co4_Bi4_m1_n1_z4_sg163_trial000_de614e4bbe.cif,Co4Bi4,163,8,4,4,2.790000,2.981534,3.053014,204.446411,25.555801,0.459383
Co4_Bi4_m1_n1_z4_sg173_trial000_1a09c778f5.cif,Co4Bi4,173,8,4,4,2.790000,3.230195,2.808377,339.546388,42.443298,0.276602
Co4_Bi4_m1_n1_z4_sg103_trial000_e5eb51182e.cif,Co4Bi4,103,8,4,4,3.992062,3.928147,2.790000,304.7396,38.09245,0.308195
Co4_Bi4_m1_n1_z4_sg174_trial000_a8b278b610.cif,Co4Bi4,174,8,4,4,4.108443,4.832422,2.790000,425.538881,53.19236,0.220706
Co4_Bi4_m1_n1_z4_sg159_trial000_8de08ce77f.cif,Co4Bi4,159,8,4,4,3.066783,3.066802,2.790000,337.613486,42.201686,0.278186
Co4_Bi4_m1_n1_z4_sg192_trial000_88c23feaee.cif,Co4Bi4,192,8,4,4,3.006112,2.790000,3.006112,262.015184,32.751898,0.358449
Co4_Bi4_m1_n1_z4_sg187_trial000_d3f3c9eda0.cif,Co4Bi4,187,8,4,4,2.790000,4.071043,2.862937,392.290252,49.036281,0.239413
Co4_Bi4_m1_n1_z4_sg195_trial000_6d6a0c9a6c.cif,Co4Bi4,195,8,4,4,4.943019,4.556051,2.790000,341.603061,42.700383,0.274937
Co4_Bi4_m1_n1_z4_sg196_trial000_2ea079d9c7.cif,Co4Bi4,196,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg201_trial000_ffa97699c3.cif,Co4Bi4,201,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg202_trial000_3509e51ba8.cif,Co4Bi4,202,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg200_trial000_b3bac246bf.cif,Co4Bi4,200,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg205_trial000_c40aceb263.cif,Co4Bi4,205,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg207_trial000_02b893da76.cif,Co4Bi4,207,8,4,4,2.790000,2.790000,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg209_trial000_62acaf9535.cif,Co4Bi4,209,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg208_trial000_f4b688862c.cif,Co4Bi4,208,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg216_trial000_b4e1522643.cif,Co4Bi4,216,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg215_trial000_a3a9a5467c.cif,Co4Bi4,215,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg221_trial000_689ed97a92.cif,Co4Bi4,221,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg224_trial000_72a1a1dbb6.cif,Co4Bi4,224,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
Co4_Bi4_m1_n1_z4_sg225_trial000_90cee143d0.cif,Co4Bi4,225,8,4,4,3.945656,3.945656,2.790000,173.741112,21.717639,0.54057
