cif_filename,formula,space_group,n_atoms,n_Co,n_Bi,min_CoCo,min_BiBi,min_CoBi,volume,volume_per_atom,packing_fraction
Co4_Bi12_m1_n3_z4_sg063_trial000_34ea94ce55.cif,Co4Bi12,63,16,4,12,2.790000,2.790000,3.281412,466.725196,29.170325,0.463458
Co4_Bi12_m1_n3_z4_sg062_trial000_502f079ab0.cif,Co4Bi12,62,16,4,12,4.371409,2.990902,2.790000,872.180193,54.511262,0.248008
Co4_Bi12_m1_n3_z4_sg068_trial000_5ae2a0afe7.cif,Co4Bi12,68,16,4,12,5.580000,2.790000,2.790000,678.594237,42.41214,0.318759
Co4_Bi12_m1_n3_z4_sg069_trial000_2b4fb61d14.cif,Co4Bi12,69,16,4,12,5.580000,2.790000,2.790000,669.341551,41.833847,0.323165
Co4_Bi12_m1_n3_z4_sg072_trial000_e9a82ad6fa.cif,Co4Bi12,72,16,4,12,2.790000,2.790000,2.821338,254.088582,15.880536,0.851308
Co4_Bi12_m1_n3_z4_sg055_trial000_60b9ffd1b8.cif,Co4Bi12,55,16,4,12,4.883095,2.840166,2.790000,590.303214,36.893951,0.366435
Co4_Bi12_m1_n3_z4_sg074_trial000_64d6d00bc0.cif,Co4Bi12,74,16,4,12,4.824987,2.802838,2.790000,474.882368,29.680148,0.455498
Co4_Bi12_m1_n3_z4_sg088_trial000_268d3431f2.cif,Co4Bi12,88,16,4,12,5.580000,3.445848,2.790000,665.611098,41.600694,0.324976
Co4_Bi12_m1_n3_z4_sg086_trial000_87cc7ed7e3.cif,Co4Bi12,86,16,4,12,5.580000,2.790000,3.104567,618.507732,38.656733,0.349725
Co4_Bi12_m1_n3_z4_sg089_trial000_1bdb3b3b07.cif,Co4Bi12,89,16,4,12,2.790000,2.878786,2.996966,1047.455388,65.465962,0.206508
Co4_Bi12_m1_n3_z4_sg103_trial000_a94a2067b8.cif,Co4Bi12,103,16,4,12,4.030103,2.790000,2.831795,885.309136,55.331821,0.24433
Co4_Bi12_m1_n3_z4_sg108_trial000_a5252469e1.cif,Co4Bi12,108,16,4,12,3.838132,2.790000,3.344056,576.136869,36.008554,0.375445
Co4_Bi12_m1_n3_z4_sg114_trial000_20959cfb5b.cif,Co4Bi12,114,16,4,12,3.135378,3.095099,2.790000,729.728575,45.608036,0.296422
Co4_Bi12_m1_n3_z4_sg116_trial000_5e8fa97649.cif,Co4Bi12,116,16,4,12,4.776987,2.790000,2.790000,585.880802,36.61755,0.369201
Co4_Bi12_m1_n3_z4_sg130_trial000_4ecdfb5d3c.cif,Co4Bi12,130,16,4,12,5.719797,2.790000,2.859899,777.796227,48.612264,0.278103
Co4_Bi12_m1_n3_z4_sg133_trial000_4b757e90b8.cif,Co4Bi12,133,16,4,12,3.945656,2.796878,2.790000,505.675585,31.604724,0.42776
Co4_Bi12_m1_n3_z4_sg126_trial000_683d580995.cif,Co4Bi12,126,16,4,12,4.412282,2.790000,3.214009,927.949582,57.996849,0.233103
Co4_Bi12_m1_n3_z4_sg141_trial000_0b305e072c.cif,Co4Bi12,141,16,4,12,5.580000,3.520743,2.790000,700.457519,43.778595,0.308809
Co4_Bi12_m1_n3_z4_sg147_trial000_52f040f89d.cif,Co4Bi12,147,16,4,12,3.511423,3.266783,2.790000,763.626652,47.726666,0.283264
Co4_Bi12_m1_n3_z4_sg158_trial000_8547fabc87.cif,Co4Bi12,158,16,4,12,2.837024,2.900691,2.790000,797.577511,49.848594,0.271206
Co4_Bi12_m1_n3_z4_sg168_trial000_d59796460c.cif,Co4Bi12,168,16,4,12,3.940449,3.111965,2.790000,846.45669,52.903543,0.255545
Co4_Bi12_m1_n3_z4_sg173_trial000_d588023f4a.cif,Co4Bi12,173,16,4,12,4.076747,2.891916,2.790000,725.369234,45.335577,0.298204
Co4_Bi12_m1_n3_z4_sg123_trial000_d45496c3d1.cif,Co4Bi12,123,16,4,12,4.413779,3.007830,2.790000,860.841021,53.802564,0.251275
Co4_Bi12_m1_n3_z4_sg165_trial000_4f8d415c17.cif,Co4Bi12,165,16,4,12,2.878349,3.071397,2.790000,1019.563438,63.722715,0.212157
Co4_Bi12_m1_n3_z4_sg190_trial000_2507c7b22c.cif,Co4Bi12,190,16,4,12,5.174665,2.933865,2.790000,849.717559,53.107347,0.254564
Co4_Bi12_m1_n3_z4_sg196_trial000_515f6485f1.cif,Co4Bi12,196,16,4,12,4.556051,2.790000,2.790000,267.491941,16.718246,0.808651
Co4_Bi12_m1_n3_z4_sg202_trial000_99331ccb45.cif,Co4Bi12,202,16,4,12,4.556051,2.790000,2.790000,267.491941,16.718246,0.808651
Co4_Bi12_m1_n3_z4_sg191_trial000_1ea27af4e1.cif,Co4Bi12,191,16,4,12,5.382943,2.992904,2.790000,860.51442,53.782151,0.25137
Co4_Bi12_m1_n3_z4_sg201_trial000_2c162a5a39.cif,Co4Bi12,201,16,4,12,4.556051,2.790000,2.790000,267.491941,16.718246,0.808651
Co4_Bi12_m1_n3_z4_sg208_trial000_ccb41a3d6e.cif,Co4Bi12,208,16,4,12,,2.790000,3.307019,804.471269,50.279454,0.268882
Co4_Bi12_m1_n3_z4_sg205_trial000_138540e231.cif,Co4Bi12,205,16,4,12,4.737208,2.865866,2.790000,300.685449,18.792841,0.719382
Co4_Bi12_m1_n3_z4_sg209_trial000_e50b9ae4ac.cif,Co4Bi12,209,16,4,12,4.556051,2.790000,2.790000,267.491941,16.718246,0.808651
Co4_Bi12_m1_n3_z4_sg216_trial000_9a165edea0.cif,Co4Bi12,216,16,4,12,4.556051,2.790000,2.790000,267.491941,16.718246,0.808651
Co4_Bi12_m1_n3_z4_sg221_trial000_0785640cb7.cif,Co4Bi12,221,16,4,12,,2.790000,2.790000,718.387549,44.899222,0.301102
Co4_Bi12_m1_n3_z4_sg224_trial000_2dfe45661d.cif,Co4Bi12,224,16,4,12,5.580000,2.790000,2.790000,491.414074,30.71338,0.440174
Co4_Bi12_m1_n3_z4_sg215_trial000_2ccc09abf4.cif,Co4Bi12,215,16,4,12,4.790627,2.829314,2.790000,879.563095,54.972693,0.245926
Co4_Bi12_m1_n3_z4_sg225_trial000_a1156ed23d.cif,Co4Bi12,225,16,4,12,4.556051,2.790000,2.790000,267.491941,16.718246,0.808651
Co4_Bi12_m1_n3_z4_sg193_trial000_fa971b3965.cif,Co4Bi12,193,16,4,12,3.282752,3.370433,2.790000,574.473038,35.904565,0.376532
Co1_Bi4_m1_n4_z1_sg083_trial000_ec4df449f9.cif,Co1Bi4,83,5,1,4,4.641783,3.411545,2.790000,269.841501,53.9683,0.257097
Co1_Bi4_m1_n4_z1_sg111_trial000_57db412071.cif,Co1Bi4,111,5,1,4,4.601458,3.156419,2.790000,136.293671,27.258734,0.509015
Co1_Bi4_m1_n4_z1_sg143_trial000_a43ea5bc1b.cif,Co1Bi4,143,5,1,4,,3.210921,2.790000,324.183564,64.836713,0.214001
Co1_Bi4_m1_n4_z1_sg150_trial000_f67bdb7b01.cif,Co1Bi4,150,5,1,4,4.812185,2.824761,2.790000,155.785847,31.157169,0.445326
Co1_Bi4_m1_n4_z1_sg164_trial000_fd6b08f73d.cif,Co1Bi4,164,5,1,4,5.580000,3.021560,2.790000,176.476629,35.295326,0.393114
Co1_Bi4_m1_n4_z1_sg156_trial000_f85e7f371a.cif,Co1Bi4,156,5,1,4,,2.790000,2.794670,294.141338,58.828268,0.235858
Co1_Bi4_m1_n4_z1_sg174_trial000_37557232cb.cif,Co1Bi4,174,5,1,4,5.639413,3.588895,2.790000,286.483941,57.296788,0.242162
Co1_Bi4_m1_n4_z1_sg149_trial000_5d58684a7d.cif,Co1Bi4,149,5,1,4,4.501564,2.790000,2.942864,246.563648,49.31273,0.28137
Co1_Bi4_m1_n4_z1_sg162_trial000_2470b32101.cif,Co1Bi4,162,5,1,4,4.832422,2.790000,3.254302,231.630017,46.326003,0.29951
Co1_Bi4_m1_n4_z1_sg187_trial000_af47f7ca84.cif,Co1Bi4,187,5,1,4,4.832422,2.790000,2.790000,213.953872,42.790774,0.324254
Co1_Bi4_m1_n4_z1_sg200_trial000_2b8338f27e.cif,Co1Bi4,200,5,1,4,5.580000,3.945656,2.790000,173.741112,34.748222,0.399304
Co2_Bi8_m1_n4_z2_sg007_trial000_7a1c3d5efc.cif,Co2Bi8,7,10,2,8,5.694573,3.121687,2.790000,513.289734,51.328973,0.270317
Co2_Bi8_m1_n4_z2_sg008_trial000_d79303fc8a.cif,Co2Bi8,8,10,2,8,,3.475485,2.790000,684.879732,68.487973,0.202592
Co2_Bi8_m1_n4_z2_sg011_trial000_7673d7ac0c.cif,Co2Bi8,11,10,2,8,4.456717,2.989974,2.790000,438.185322,43.818532,0.316649
Co2_Bi8_m1_n4_z2_sg012_trial000_19b5170433.cif,Co2Bi8,12,10,2,8,5.281161,2.790000,2.953553,497.245387,49.724539,0.279039
Co2_Bi8_m1_n4_z2_sg017_trial000_300a49f621.cif,Co2Bi8,17,10,2,8,3.805823,3.048770,2.790000,613.175433,61.317543,0.226283
Co2_Bi8_m1_n4_z2_sg014_trial000_3f51d00faf.cif,Co2Bi8,14,10,2,8,5.935901,2.790000,2.900248,422.9799,42.29799,0.328032
Co2_Bi8_m1_n4_z2_sg023_trial000_3f9fbef2c2.cif,Co2Bi8,23,10,2,8,,2.989666,2.790000,384.352141,38.435214,0.361
Co2_Bi8_m1_n4_z2_sg031_trial000_cfb2c65d9d.cif,Co2Bi8,31,10,2,8,,2.790000,3.140493,567.637194,56.763719,0.244436
Co2_Bi8_m1_n4_z2_sg034_trial000_cdb1a75994.cif,Co2Bi8,34,10,2,8,,3.165010,2.790000,499.721437,49.972144,0.277657
Co2_Bi8_m1_n4_z2_sg044_trial000_887a05667a.cif,Co2Bi8,44,10,2,8,5.644319,3.256487,2.790000,580.390733,58.039073,0.239065
Co2_Bi8_m1_n4_z2_sg049_trial000_40fd2c28d1.cif,Co2Bi8,49,10,2,8,5.580000,3.264083,2.790000,478.164963,47.816496,0.290174
Co2_Bi8_m1_n4_z2_sg048_trial000_5d75d4a12b.cif,Co2Bi8,48,10,2,8,5.925456,2.790000,3.131311,685.916378,68.591638,0.202286
Co2_Bi8_m1_n4_z2_sg079_trial000_4d48972556.cif,Co2Bi8,79,10,2,8,2.926302,2.926302,2.790000,500.343396,50.03434,0.277312
Co2_Bi8_m1_n4_z2_sg094_trial000_729e80e606.cif,Co2Bi8,94,10,2,8,3.690492,2.919561,2.790000,365.595652,36.559565,0.37952
Co2_Bi8_m1_n4_z2_sg081_trial000_5123f93121.cif,Co2Bi8,81,10,2,8,5.085960,2.790000,3.122320,662.290781,66.229078,0.209502
Co1_Bi4_m1_n4_z1_sg175_trial000_ddaae2a3e9.cif,Co1Bi4,175,5,1,4,4.832422,2.790000,2.790000,230.647073,46.129415,0.300786
Co2_Bi8_m1_n4_z2_sg104_trial000_2f863105e8.cif,Co2Bi8,104,10,2,8,3.945656,2.790000,2.822026,285.748947,28.574895,0.48557
Co2_Bi8_m1_n4_z2_sg107_trial000_9ebe629f6c.cif,Co2Bi8,107,10,2,8,5.162612,3.104590,2.790000,453.05031,45.305031,0.30626
Co2_Bi8_m1_n4_z2_sg082_trial000_39ac7c2a3b.cif,Co2Bi8,82,10,2,8,4.175985,3.226847,2.790000,475.17042,47.517042,0.292003
Co2_Bi8_m1_n4_z2_sg117_trial000_32db7f2d11.cif,Co2Bi8,117,10,2,8,5.618284,2.790000,3.276206,476.308582,47.630858,0.291305
Co2_Bi8_m1_n4_z2_sg116_trial000_5d5ad50b0e.cif,Co2Bi8,116,10,2,8,2.790000,2.790000,3.050462,692.426821,69.242682,0.200384
Co2_Bi8_m1_n4_z2_sg124_trial000_1c149e7af6.cif,Co2Bi8,124,10,2,8,5.580000,3.195986,2.790000,455.967524,45.596752,0.3043
Co2_Bi8_m1_n4_z2_sg128_trial000_5a9ce22e9e.cif,Co2Bi8,128,10,2,8,5.580000,3.825588,2.790000,476.46019,47.646019,0.291212
Co2_Bi8_m1_n4_z2_sg134_trial000_7b868aeb09.cif,Co2Bi8,134,10,2,8,,2.790000,3.171689,449.061177,44.906118,0.30898
Co2_Bi8_m1_n4_z2_sg121_trial000_cf32d22915.cif,Co2Bi8,121,10,2,8,3.935844,2.790000,3.097680,226.22532,22.622532,0.613331
Co2_Bi8_m1_n4_z2_sg139_trial000_0ae3bab56a.cif,Co2Bi8,139,10,2,8,,3.206155,2.790000,605.910249,60.591025,0.228996
Co2_Bi8_m1_n4_z2_sg101_trial000_603002eb3d.cif,Co2Bi8,101,10,2,8,,3.743171,2.790000,683.423967,68.342397,0.203023
Co2_Bi8_m1_n4_z2_sg150_trial000_f9ee56f90e.cif,Co2Bi8,150,10,2,8,,2.790000,3.245780,641.009479,64.100948,0.216457
Co2_Bi8_m1_n4_z2_sg190_trial000_cfd61f52bc.cif,Co2Bi8,190,10,2,8,5.489621,2.790000,2.790000,318.786999,31.8787,0.435247
Co2_Bi8_m1_n4_z2_sg189_trial000_c14dfbdf91.cif,Co2Bi8,189,10,2,8,5.504621,3.319860,2.790000,545.621961,54.562196,0.254299
Co2_Bi8_m1_n4_z2_sg182_trial000_da7eae4547.cif,Co2Bi8,182,10,2,8,3.639602,3.662960,2.790000,586.0522,58.60522,0.236755
Co2_Bi8_m1_n4_z2_sg201_trial000_4f78a6cc53.cif,Co2Bi8,201,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg204_trial000_d4d80e6b5a.cif,Co2Bi8,204,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg197_trial000_8c4768f706.cif,Co2Bi8,197,10,2,8,,3.884216,2.790000,438.209487,43.820949,0.316632
Co2_Bi8_m1_n4_z2_sg207_trial000_57ced063a3.cif,Co2Bi8,207,10,2,8,,3.221615,2.790000,579.2236,57.92236,0.239547
Co2_Bi8_m1_n4_z2_sg211_trial000_606e076d22.cif,Co2Bi8,211,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg217_trial000_34cdd44687.cif,Co2Bi8,217,10,2,8,5.867650,3.395821,2.790000,311.02888,31.102888,0.446103
Co2_Bi8_m1_n4_z2_sg222_trial000_660ddee89d.cif,Co2Bi8,222,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg223_trial000_fa306fadfc.cif,Co2Bi8,223,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg224_trial000_fe09b4eab1.cif,Co2Bi8,224,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg218_trial000_72eecce9a4.cif,Co2Bi8,218,10,2,8,,4.425775,2.790000,593.838893,59.383889,0.233651
Co2_Bi8_m1_n4_z2_sg229_trial000_bd56c0bf4d.cif,Co2Bi8,229,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg208_trial000_bba208b936.cif,Co2Bi8,208,10,2,8,5.580000,3.221615,2.790000,267.491941,26.749194,0.518711
Co2_Bi8_m1_n4_z2_sg221_trial000_4abb35cc5a.cif,Co2Bi8,221,10,2,8,,3.221615,2.790000,612.532633,61.253263,0.22652
Co3_Bi12_m1_n4_z3_sg089_trial000_1c1042b0c5.cif,Co3Bi12,89,15,3,12,,2.790000,3.056973,818.709404,54.580627,0.254213
Co3_Bi12_m1_n4_z3_sg155_trial000_b1b11d34d4.cif,Co3Bi12,155,15,3,12,5.580000,3.116289,2.790000,1029.163945,68.61093,0.202229
Co3_Bi12_m1_n4_z3_sg166_trial000_c8e2360e30.cif,Co3Bi12,166,15,3,12,5.580000,3.864185,2.790000,519.951447,34.66343,0.400281
Co3_Bi12_m1_n4_z3_sg180_trial000_9dcca073d4.cif,Co3Bi12,180,15,3,12,5.580000,2.863303,2.790000,822.083848,54.80559,0.253169
Co3_Bi12_m1_n4_z3_sg200_trial000_6f2ea595b4.cif,Co3Bi12,200,15,3,12,5.617637,2.995506,2.790000,501.424933,33.428329,0.41507
Co4_Bi16_m1_n4_z4_sg037_trial000_227bdd0f49.cif,Co4Bi16,37,20,4,16,5.728651,2.790000,3.005191,1182.469846,59.123492,0.23468
Co4_Bi16_m1_n4_z4_sg040_trial000_697e7d7edc.cif,Co4Bi16,40,20,4,16,,2.790000,3.117613,1211.178437,60.558922,0.229117
Co4_Bi16_m1_n4_z4_sg046_trial000_dc0998eda2.cif,Co4Bi16,46,20,4,16,5.642024,2.790000,3.070362,1180.210024,59.010501,0.235129
Co4_Bi16_m1_n4_z4_sg059_trial000_fc65878084.cif,Co4Bi16,59,20,4,16,4.339765,2.790000,2.790092,1019.10601,50.955301,0.272299
Co4_Bi16_m1_n4_z4_sg051_trial000_44304b2c14.cif,Co4Bi16,51,20,4,16,3.126318,3.095386,2.790000,1172.603227,58.630161,0.236655
Co4_Bi16_m1_n4_z4_sg064_trial000_589d8791a6.cif,Co4Bi16,64,20,4,16,,2.790000,3.087768,788.370951,39.418548,0.351994
Co4_Bi16_m1_n4_z4_sg065_trial000_f51f6a6804.cif,Co4Bi16,65,20,4,16,5.816903,2.790000,2.908452,668.503003,33.42515,0.41511
Co4_Bi16_m1_n4_z4_sg063_trial000_c1956ff93c.cif,Co4Bi16,63,20,4,16,4.058577,2.790000,3.053272,591.262734,29.563137,0.469338
Co4_Bi16_m1_n4_z4_sg068_trial000_accec5d958.cif,Co4Bi16,68,20,4,16,,3.865649,2.790000,1261.691552,63.084578,0.219944
Co4_Bi16_m1_n4_z4_sg074_trial000_0294d3d64e.cif,Co4Bi16,74,20,4,16,4.740798,2.790000,2.843671,665.412108,33.270605,0.417038
Co4_Bi16_m1_n4_z4_sg088_trial000_1cedda941a.cif,Co4Bi16,88,20,4,16,5.108402,2.790000,2.916368,834.545987,41.727299,0.332519
Co4_Bi16_m1_n4_z4_sg108_trial000_aeb1f0482f.cif,Co4Bi16,108,20,4,16,2.790000,2.976428,3.315470,819.056177,40.952809,0.338807
Co4_Bi16_m1_n4_z4_sg109_trial000_c61893eff1.cif,Co4Bi16,109,20,4,16,5.866807,2.790000,3.135685,1213.166315,60.658316,0.228742
Co4_Bi16_m1_n4_z4_sg098_trial000_41d5ca81b8.cif,Co4Bi16,98,20,4,16,5.137211,2.796437,2.790000,859.310405,42.96552,0.322936
Co4_Bi16_m1_n4_z4_sg118_trial000_ea397ec8d7.cif,Co4Bi16,118,20,4,16,2.838223,2.790000,3.213193,595.91921,29.79596,0.465671
Co4_Bi16_m1_n4_z4_sg120_trial000_5fd1b2bd53.cif,Co4Bi16,120,20,4,16,5.521455,3.126446,2.790000,801.574112,40.078706,0.346196
Co4_Bi16_m1_n4_z4_sg133_trial000_f3527be32e.cif,Co4Bi16,133,20,4,16,5.580000,2.790000,2.790000,1124.384988,56.219249,0.246803
Co4_Bi16_m1_n4_z4_sg137_trial000_b0dc958535.cif,Co4Bi16,137,20,4,16,2.803107,2.790000,2.965345,558.423568,27.921178,0.496938
Co4_Bi16_m1_n4_z4_sg138_trial000_4890570d5e.cif,Co4Bi16,138,20,4,16,5.580000,3.394380,2.790000,1048.026452,52.401323,0.264785
Co4_Bi16_m1_n4_z4_sg188_trial000_fd26b7d123.cif,Co4Bi16,188,20,4,16,5.580000,2.802768,2.790000,1296.851706,64.842585,0.213981
Co4_Bi16_m1_n4_z4_sg195_trial000_cee871e2f1.cif,Co4Bi16,195,20,4,16,5.255656,2.862727,2.790000,1161.370665,58.068533,0.238944
Co4_Bi16_m1_n4_z4_sg193_trial000_36e6ca32d2.cif,Co4Bi16,193,20,4,16,4.524171,2.790000,3.039377,1239.972577,61.998629,0.223797
Co4_Bi16_m1_n4_z4_sg201_trial000_180aa31d6b.cif,Co4Bi16,201,20,4,16,5.485465,2.790000,2.790000,466.858464,23.342923,0.594403
Co4_Bi16_m1_n4_z4_sg205_trial000_b8cc256963.cif,Co4Bi16,205,20,4,16,,3.109877,2.790000,669.527235,33.476362,0.414475
Co4_Bi16_m1_n4_z4_sg207_trial000_83d28fdafc.cif,Co4Bi16,207,20,4,16,4.532266,2.790000,3.231528,744.794154,37.239708,0.372589
Co2_Bi8_m1_n4_z2_sg215_trial000_3c53927347.cif,Co2Bi8,215,10,2,8,,3.659291,2.790000,623.644577,62.364458,0.222484
Co4_Bi16_m1_n4_z4_sg224_trial000_fd3b8281b3.cif,Co4Bi16,224,20,4,16,5.614698,2.790000,2.807376,500.63855,25.031928,0.554296
Co1_Bi5_m1_n5_z1_sg047_trial000_06bfef620e.cif,Co1Bi5,47,6,1,5,5.580000,3.243398,2.790000,361.521983,60.253664,0.234216
Co1_Bi5_m1_n5_z1_sg089_trial000_22ace22146.cif,Co1Bi5,89,6,1,5,5.397323,2.790000,3.037894,328.778471,54.796412,0.257541
Co1_Bi5_m1_n5_z1_sg081_trial000_57e4ff9ff2.cif,Co1Bi5,81,6,1,5,5.908014,2.790000,2.954007,313.083904,52.180651,0.270452
Co1_Bi5_m1_n5_z1_sg111_trial000_43337aed63.cif,Co1Bi5,111,6,1,5,4.760873,2.910411,2.790000,241.587493,40.264582,0.35049
Co1_Bi5_m1_n5_z1_sg123_trial000_b7ae3aee06.cif,Co1Bi5,123,6,1,5,5.580000,2.790000,2.790000,213.378475,35.563079,0.396826
Co1_Bi5_m1_n5_z1_sg168_trial000_60af8f3c3b.cif,Co1Bi5,168,6,1,5,5.173449,2.790000,3.087398,155.704822,25.950804,0.543811
Co1_Bi5_m1_n5_z1_sg177_trial000_e378bfb671.cif,Co1Bi5,177,6,1,5,5.773750,2.790000,2.886875,301.250717,50.208453,0.281075
Co1_Bi5_m1_n5_z1_sg215_trial000_e479344bd8.cif,Co1Bi5,215,6,1,5,,2.790000,2.945847,290.536532,48.422755,0.29144
Co1_Bi5_m1_n5_z1_sg195_trial000_837aa80745.cif,Co1Bi5,195,6,1,5,,3.699901,2.790000,420.845084,70.140847,0.2012
Co2_Bi10_m1_n5_z2_sg004_trial000_8ee13de9c0.cif,Co2Bi10,4,12,2,10,5.044394,2.993160,2.790000,691.161591,57.596799,0.24502
Co2_Bi10_m1_n5_z2_sg013_trial000_c95a691bf2.cif,Co2Bi10,13,12,2,10,5.820307,2.790000,3.101891,746.794304,62.232859,0.226767
Co2_Bi10_m1_n5_z2_sg016_trial000_caf63fa2e4.cif,Co2Bi10,16,12,2,10,5.580000,2.790000,2.805342,641.209168,53.434097,0.264107
Co2_Bi10_m1_n5_z2_sg050_trial000_95d5d8e564.cif,Co2Bi10,50,12,2,10,5.454827,2.790000,2.945442,462.837376,38.569781,0.365891
Co2_Bi10_m1_n5_z2_sg053_trial000_a19b48fcd4.cif,Co2Bi10,53,12,2,10,5.580000,2.790613,2.790000,804.468065,67.039005,0.210509
Co2_Bi10_m1_n5_z2_sg071_trial000_0653f3d728.cif,Co2Bi10,71,12,2,10,5.190608,2.790000,3.152186,634.591458,52.882622,0.266862
Co2_Bi10_m1_n5_z2_sg065_trial000_5ef63b8c5c.cif,Co2Bi10,65,12,2,10,5.580000,2.790000,2.790000,497.004813,41.417068,0.340737
Co2_Bi10_m1_n5_z2_sg082_trial000_f267cca6d3.cif,Co2Bi10,82,12,2,10,2.790000,2.790000,3.217772,502.239979,41.853332,0.337186
Co2_Bi10_m1_n5_z2_sg087_trial000_c87e7cfc62.cif,Co2Bi10,87,12,2,10,5.580000,2.790000,2.998552,281.243267,23.436939,0.602141
Co2_Bi10_m1_n5_z2_sg083_trial000_b650a81433.cif,Co2Bi10,83,12,2,10,2.904211,2.790000,3.325934,790.245063,65.853755,0.214298
Co2_Bi10_m1_n5_z2_sg100_trial000_8a43cc549c.cif,Co2Bi10,100,12,2,10,4.748453,2.790000,3.022813,728.773585,60.731132,0.232374
Co2_Bi10_m1_n5_z2_sg102_trial000_1e8701362d.cif,Co2Bi10,102,12,2,10,,3.518893,2.790000,669.061214,55.755101,0.253113
Co2_Bi10_m1_n5_z2_sg105_trial000_ed72f7f519.cif,Co2Bi10,105,12,2,10,5.578740,2.790000,2.951052,451.754583,37.646215,0.374868
Co2_Bi10_m1_n5_z2_sg117_trial000_5a860ecc21.cif,Co2Bi10,117,12,2,10,,2.790000,2.906049,555.632064,46.302672,0.304785
Co2_Bi10_m1_n5_z2_sg121_trial000_cde1754153.cif,Co2Bi10,121,12,2,10,5.580000,2.790000,2.790000,704.597234,58.716436,0.240347
Co2_Bi10_m1_n5_z2_sg079_trial000_8f428e3f51.cif,Co2Bi10,79,12,2,10,,2.790000,2.963351,800.2683,66.689025,0.211614
Co2_Bi10_m1_n5_z2_sg131_trial000_466a174d26.cif,Co2Bi10,131,12,2,10,,2.790000,3.191742,454.757377,37.896448,0.372392
Co2_Bi10_m1_n5_z2_sg134_trial000_6802edb2dc.cif,Co2Bi10,134,12,2,10,5.580000,2.790000,2.930329,269.858429,22.488202,0.627544
Co2_Bi10_m1_n5_z2_sg136_trial000_3a0cf4e499.cif,Co2Bi10,136,12,2,10,5.850937,2.790000,2.925469,382.04548,31.837123,0.443267
Co2_Bi10_m1_n5_z2_sg147_trial000_9c09ca5728.cif,Co2Bi10,147,12,2,10,,2.790000,3.063791,512.854086,42.73784,0.330207
Co2_Bi10_m1_n5_z2_sg159_trial000_2f8c4f7e9b.cif,Co2Bi10,159,12,2,10,4.752499,2.790000,2.868678,558.252722,46.52106,0.303354
Co2_Bi10_m1_n5_z2_sg168_trial000_9fd36e3fd5.cif,Co2Bi10,168,12,2,10,5.010962,2.790000,2.968032,418.431695,34.869308,0.404721
Co2_Bi10_m1_n5_z2_sg189_trial000_09cc7df84c.cif,Co2Bi10,189,12,2,10,5.489580,3.163994,2.790000,717.403919,59.78366,0.236057
Co2_Bi10_m1_n5_z2_sg191_trial000_349dcf55a2.cif,Co2Bi10,191,12,2,10,4.416929,2.790000,3.142942,302.282977,25.190248,0.56023
Co2_Bi10_m1_n5_z2_sg194_trial000_2a08d8d78a.cif,Co2Bi10,194,12,2,10,5.580000,2.790000,2.790000,344.343381,28.695282,0.4918
Co2_Bi10_m1_n5_z2_sg201_trial000_f246ebddcf.cif,Co2Bi10,201,12,2,10,5.580000,2.790000,2.790000,267.491941,22.290995,0.633096
Co2_Bi10_m1_n5_z2_sg224_trial000_64e255fb5b.cif,Co2Bi10,224,12,2,10,5.580000,2.790000,2.790000,267.491941,22.290995,0.633096
Co3_Bi15_m1_n5_z3_sg146_trial000_71c421749b.cif,Co3Bi15,146,18,3,15,,2.790000,3.305538,1242.249925,69.013885,0.204486
Co3_Bi15_m1_n5_z3_sg152_trial000_3e6633d5ae.cif,Co3Bi15,152,18,3,15,3.823628,2.795149,2.790000,987.11855,54.839919,0.257337
Co3_Bi15_m1_n5_z3_sg149_trial000_0ff8671ad4.cif,Co3Bi15,149,18,3,15,2.790000,2.949515,3.022927,799.969684,44.44276,0.31754
Co3_Bi15_m1_n5_z3_sg166_trial000_77b33811cb.cif,Co3Bi15,166,18,3,15,,3.088048,2.790000,1096.292817,60.905156,0.23171
Co3_Bi15_m1_n5_z3_sg171_trial000_1bff07f564.cif,Co3Bi15,171,18,3,15,,2.790000,2.843172,1166.129699,64.784983,0.217834
Co3_Bi15_m1_n5_z3_sg207_trial000_36d76771f6.cif,Co3Bi15,207,18,3,15,,2.790000,3.045143,632.7302,35.151678,0.40147
Co3_Bi15_m1_n5_z3_sg195_trial000_02eaed3daf.cif,Co3Bi15,195,18,3,15,,2.790000,3.196708,1209.381063,67.187837,0.210043
Co4_Bi20_m1_n5_z4_sg005_trial000_bd9292c389.cif,Co4Bi20,5,24,4,20,,2.790000,2.842870,1618.644802,67.443533,0.209247
